district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type
ควนขนุน,ดอนทราย,8,partylist,election_day,586,568,15,3,1,9,1,0,1,0,1,0,0,68,0,368,5,0,0,0,0,3,0,0,0,0,0,0,68,1,2,1,1,0,0,0,2,2,0,0,1,1,2,15,2,2,0,1,0,2,1,0,1,3,0,0,0,3,0,0,0,568,0,0.025597269624573378,0.005119453924914676,0.9692832764505119,368,0.647887323943662,0.11971830985915492,1.3490543061242408,86.64729929832359,False,False,NORMAL
ควนขนุน,ดอนทราย,9,partylist,election_day,379,367,6,6,0,0,0,0,0,0,1,0,0,42,0,214,1,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,1,0,2,10,6,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,367,0,0.0158311345646438,0.0158311345646438,0.9683377308707124,214,0.5831062670299727,0.2016348773841962,1.3269362915095995,84.97099419776299,False,False,NORMAL
ควนขนุน,ดอนทราย,10,partylist,election_day,264,252,10,2,1,0,0,0,2,0,0,0,0,23,0,151,1,0,1,0,0,3,0,0,0,0,0,0,36,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,2,0,5,0,1,0,3,0,0,0,252,0,0.03787878787878788,0.007575757575757576,0.9545454545454546,151,0.5992063492063492,0.14285714285714285,1.4918814103693503,86.0010651859446,False,False,NORMAL
ศรีบรรพต,ตะแพน,0,partylist,election_day,340,329,9,2,0,2,0,0,0,0,2,0,1,31,0,208,3,0,2,0,0,3,0,0,0,0,0,0,40,0,0,0,3,0,0,1,0,0,0,1,2,0,0,19,5,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,329,0,0.026470588235294117,0.0058823529411764705,0.9676470588235294,208,0.6322188449848024,0.12158054711246201,1.3912367670049863,86.55540360782922,False,False,NORMAL
ศรีบรรพต,ตะแพน,1,partylist,election_day,603,582,15,6,0,0,0,0,0,0,2,0,0,98,2,272,4,0,0,0,0,4,0,0,0,0,0,0,121,0,1,1,3,1,0,1,0,0,0,0,3,2,0,40,9,0,0,2,0,0,0,1,2,8,0,0,0,3,0,1,1,582,0,0.024875621890547265,0.009950248756218905,0.9651741293532339,272,0.46735395189003437,0.20790378006872853,1.613427984960582,81.64255761256784,False,False,NORMAL
ศรีบรรพต,ตะแพน,2,partylist,election_day,335,323,4,8,0,0,0,1,1,0,0,0,0,55,2,208,3,0,0,0,0,8,0,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,0,0,1,0,2,15,2,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,323,0,0.011940298507462687,0.023880597014925373,0.9641791044776119,208,0.6439628482972136,0.17027863777089783,1.317512566423987,86.89699618778315,False,False,NORMAL
ศรีบรรพต,ตะแพน,3,partylist,election_day,144,143,1,0,0,0,0,0,0,0,1,0,0,24,0,86,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0.006944444444444444,0.0,0.9930555555555556,86,0.6013986013986014,0.16783216783216784,1.1711377468189128,84.40611328792494,False,True,UNUSUAL_VOTING_PATTERN
ศรีบรรพต,ตะแพน,4,partylist,election_day,549,522,18,9,0,5,0,1,0,1,3,0,0,111,0,297,5,0,1,0,1,6,0,0,0,0,0,0,40,0,1,1,3,2,1,0,0,0,0,0,2,1,1,20,5,1,0,0,1,0,0,1,2,7,0,0,0,2,0,0,0,522,0,0.03278688524590164,0.01639344262295082,0.9508196721311475,297,0.5689655172413793,0.21264367816091953,1.5030383100627835,85.39923815431847,False,False,NORMAL
ศรีบรรพต,ตะแพน,5,partylist,election_day,376,369,5,2,0,1,0,0,2,0,2,0,0,50,0,227,0,0,0,0,0,8,0,0,0,0,0,1,36,0,1,3,4,0,2,0,1,0,0,1,0,2,0,11,5,1,0,2,0,0,0,0,0,6,0,0,0,2,0,1,0,369,0,0.013297872340425532,0.005319148936170213,0.9813829787234043,227,0.6151761517615176,0.13550135501355012,1.4797928463940568,87.58831939976481,False,False,NORMAL
ศรีบรรพต,ตะแพน,6,partylist,election_day,614,602,6,6,0,0,0,0,0,0,1,0,0,65,0,435,3,1,1,0,2,5,0,0,0,0,0,0,46,2,1,1,4,0,1,1,0,0,0,0,2,0,2,16,5,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,602,0,0.009771986970684038,0.009771986970684038,0.9804560260586319,435,0.7225913621262459,0.1079734219269103,1.124807676538183,87.437218280635,False,True,UNUSUAL_VOTING_PATTERN
ศรีบรรพต,ตะแพน,7,partylist,election_day,343,336,5,2,0,2,0,0,1,0,1,1,0,32,1,202,5,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,1,0,1,0,0,0,1,3,4,28,1,2,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,336,0,0.014577259475218658,0.0058309037900874635,0.9795918367346939,202,0.6011904761904762,0.125,1.4784194777252941,87.09104608920629,False,False,NORMAL
ศรีบรรพต,ตะแพน,8,partylist,election_day,339,320,12,7,0,1,0,0,0,0,2,0,1,54,0,196,2,0,0,1,0,2,0,0,0,0,0,0,36,0,1,0,8,0,0,0,1,0,0,0,0,1,0,7,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,320,0,0.035398230088495575,0.02064896755162242,0.943952802359882,196,0.6125,0.16875,1.3370078178071525,84.97516667364674,False,False,NORMAL
ควนขนุน,ทะเลน้อย,0,partylist,election_day,614,578,30,6,0,2,0,1,1,0,4,0,0,56,0,287,6,0,2,0,1,10,1,0,0,2,1,0,110,1,1,2,4,1,1,0,2,0,0,0,6,1,1,59,2,1,0,0,0,0,0,0,0,7,0,0,0,2,0,2,1,578,0,0.048859934853420196,0.009771986970684038,0.9413680781758957,287,0.49653979238754326,0.1903114186851211,1.7096643473359203,80.35655355559608,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,1,partylist,election_day,330,314,12,4,0,0,0,0,3,0,0,0,0,46,0,130,0,0,0,0,0,4,1,0,0,0,1,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,1,0,0,0,7,0,2,0,1,0,0,0,314,0,0.03636363636363636,0.012121212121212121,0.9515151515151515,130,0.4140127388535032,0.31210191082802546,1.5281642538326743,80.32055780909656,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,2,partylist,election_day,341,320,17,4,0,0,0,2,0,0,2,0,0,41,0,138,1,0,2,0,0,1,1,0,0,0,0,0,63,0,1,1,1,0,1,0,0,0,0,1,0,0,0,49,3,0,0,1,0,1,0,0,0,7,0,0,0,3,0,0,0,320,0,0.04985337243401759,0.011730205278592375,0.9384164222873901,138,0.43125,0.196875,1.6798644960559823,78.64618641773929,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,3,partylist,election_day,377,355,18,4,0,0,0,2,2,0,0,0,0,30,1,131,8,0,0,0,0,1,0,0,0,0,0,0,139,1,1,2,1,0,0,1,1,0,0,0,2,1,0,17,2,1,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,355,0,0.04774535809018567,0.010610079575596816,0.9416445623342176,139,0.39154929577464787,0.36901408450704226,1.6134320650089478,78.22489031864066,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,4,partylist,election_day,508,476,29,3,0,1,0,0,0,0,0,1,0,58,1,202,4,0,1,1,0,1,3,0,0,2,0,0,110,0,2,1,2,1,0,1,1,0,0,0,1,0,0,56,9,2,0,1,0,0,0,1,1,8,0,2,0,2,0,0,0,476,0,0.05708661417322835,0.005905511811023622,0.937007874015748,202,0.42436974789915966,0.23109243697478993,1.74563287158335,77.42043301247986,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,5,partylist,election_day,296,278,15,3,0,2,0,0,0,0,1,0,0,21,0,138,2,0,1,0,0,2,2,0,0,0,0,0,64,1,0,1,4,0,2,1,0,0,0,0,2,1,0,24,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,278,0,0.05067567567567568,0.010135135135135136,0.9391891891891891,138,0.49640287769784175,0.2302158273381295,1.6413667735819168,80.94463481133229,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,6,partylist,election_day,337,315,17,5,0,1,0,0,0,0,0,0,0,27,1,173,8,0,0,0,0,2,1,0,0,0,0,0,64,0,2,1,1,0,0,1,0,0,0,0,3,0,1,22,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,315,0,0.050445103857566766,0.01483679525222552,0.9347181008902077,173,0.5492063492063493,0.20317460317460317,1.4981121769730785,83.93505705304294,False,False,NORMAL
ควนขนุน,ทะเลน้อย,7,partylist,election_day,456,429,19,8,0,4,0,0,0,0,0,0,0,55,1,230,4,0,0,1,1,1,0,1,0,0,1,0,84,0,0,6,2,0,0,0,0,0,0,2,4,1,2,13,5,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,429,0,0.041666666666666664,0.017543859649122806,0.9407894736842105,230,0.5361305361305362,0.1958041958041958,1.5751994418264097,83.24858833231866,False,False,NORMAL
ควนขนุน,ทะเลน้อย,8,partylist,election_day,408,382,19,7,0,5,0,0,2,0,1,1,1,49,0,164,1,0,1,0,0,2,0,0,0,0,0,0,99,0,1,2,1,0,1,0,0,0,0,1,0,0,4,22,7,1,0,0,0,1,1,2,0,6,0,3,0,2,0,1,0,382,0,0.04656862745098039,0.01715686274509804,0.9362745098039216,164,0.4293193717277487,0.2591623036649215,1.7616805516443597,77.93434426283984,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ทะเลน้อย,9,partylist,election_day,387,356,29,2,0,1,0,1,1,0,0,0,1,36,2,148,3,0,0,1,0,3,1,0,0,1,0,0,115,0,1,1,2,0,1,0,0,0,0,1,3,0,1,17,6,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,356,0,0.07493540051679587,0.00516795865633075,0.9198966408268734,148,0.4157303370786517,0.32303370786516855,1.671034264223104,77.01479744428872,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,นาขยาด,0,partylist,election_day,681,648,21,12,0,2,0,0,2,0,0,0,1,106,0,366,4,0,2,1,0,4,0,0,0,0,0,0,93,0,0,2,7,0,0,0,0,0,0,0,3,2,0,34,5,0,0,0,0,0,0,2,3,2,0,0,0,6,0,1,0,648,0,0.030837004405286344,0.01762114537444934,0.9515418502202643,366,0.5648148148148148,0.16358024691358025,1.4493203647486295,84.89579787166642,False,False,NORMAL
ควนขนุน,นาขยาด,1,partylist,election_day,656,619,22,15,0,1,1,0,2,0,1,1,1,78,0,377,9,1,0,0,0,4,0,1,0,0,0,0,76,0,0,1,10,0,1,0,0,0,0,0,3,2,2,23,6,1,0,0,1,0,0,0,1,10,0,0,0,5,0,0,0,619,0,0.03353658536585366,0.022865853658536585,0.9435975609756098,377,0.6090468497576736,0.1260096930533118,1.4601630951408704,86.19620717584624,False,False,NORMAL
ควนขนุน,นาขยาด,2,partylist,election_day,326,311,10,5,0,0,0,0,1,0,0,0,0,30,0,166,2,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,6,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,3,0,1,0,6,0,2,0,311,0,0.03067484662576687,0.015337423312883436,0.9539877300613497,166,0.5337620578778135,0.2572347266881029,1.3959399268343595,83.43851867338965,False,False,NORMAL
ควนขนุน,นาขยาด,3,partylist,election_day,380,359,13,8,0,2,0,0,0,0,1,0,0,41,0,207,4,0,1,0,0,1,0,0,0,0,0,0,75,0,1,2,4,0,0,0,0,0,0,1,1,0,1,12,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,359,0,0.034210526315789476,0.021052631578947368,0.9447368421052632,207,0.5766016713091922,0.20891364902506965,1.3568349844571865,84.15587366805815,False,False,NORMAL
ควนขนุน,นาขยาด,4,partylist,election_day,471,438,20,13,0,2,0,0,1,0,1,0,0,72,1,221,3,0,2,0,0,3,0,1,0,0,0,0,69,1,0,5,6,0,0,0,0,0,0,0,2,1,0,31,7,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,438,0,0.04246284501061571,0.027600849256900213,0.9299363057324841,221,0.5045662100456622,0.1643835616438356,1.6393276048655638,81.62056800218343,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,นาขยาด,5,partylist,election_day,628,602,15,11,0,3,0,0,2,0,1,1,1,68,1,407,8,0,0,0,0,4,0,0,0,0,0,0,57,0,1,2,2,1,1,0,0,0,1,0,3,2,2,11,7,1,0,0,2,0,4,0,1,5,0,1,0,1,0,0,1,602,0,0.02388535031847134,0.01751592356687898,0.9585987261146497,407,0.6760797342192691,0.11295681063122924,1.327752185372823,87.36564636438274,False,False,NORMAL
ควนขนุน,นาขยาด,6,partylist,election_day,387,368,13,6,0,0,0,0,0,0,0,0,0,67,0,224,5,1,2,0,0,3,1,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,368,0,0.03359173126614987,0.015503875968992248,0.9509043927648578,224,0.6086956521739131,0.18206521739130435,1.3487798183988753,85.06908118589865,False,False,NORMAL
ควนขนุน,นาขยาด,7,partylist,election_day,393,384,5,4,0,1,0,0,2,0,3,0,0,58,0,221,0,0,1,0,0,1,0,0,0,0,1,0,53,0,1,1,2,1,1,0,0,0,0,0,1,2,2,11,4,0,0,0,0,2,0,1,0,6,0,0,0,6,0,1,1,384,0,0.01272264631043257,0.010178117048346057,0.9770992366412213,221,0.5755208333333334,0.15104166666666666,1.5168519785942478,86.46097289853589,False,False,NORMAL
ควนขนุน,นาขยาด,8,partylist,election_day,416,400,7,9,0,1,0,1,0,0,0,0,0,46,0,255,2,0,1,0,0,4,0,0,0,0,1,0,42,0,1,4,9,0,0,0,1,0,0,0,1,0,1,22,1,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,400,0,0.016826923076923076,0.021634615384615384,0.9615384615384616,255,0.6375,0.115,1.3616604908914156,86.900258755068,False,False,NORMAL
ควนขนุน,นาขยาด,9,partylist,election_day,366,347,13,6,0,1,1,0,1,0,0,0,1,55,0,188,3,0,0,0,0,0,0,1,0,0,0,0,39,0,1,1,2,0,1,0,0,0,0,1,5,0,2,26,8,0,0,1,0,2,0,0,2,4,0,1,0,0,0,0,0,347,0,0.03551912568306011,0.01639344262295082,0.9480874316939891,188,0.5417867435158501,0.1585014409221902,1.608654030610803,83.39110571521447,False,False,NORMAL
ควนขนุน,นาขยาด,10,partylist,election_day,404,388,6,10,0,1,0,0,1,0,0,0,2,52,0,260,1,0,0,0,0,4,0,0,0,0,1,0,36,0,0,1,2,0,0,0,1,0,0,0,1,0,1,13,2,0,0,0,0,1,1,0,0,5,0,1,1,0,0,0,0,388,0,0.01485148514851485,0.024752475247524754,0.9603960396039604,260,0.6701030927835051,0.13402061855670103,1.241046115138889,86.77097967746829,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,นาขยาด,11,partylist,election_day,456,436,15,5,0,0,0,0,1,0,4,0,0,76,0,239,3,0,0,1,0,2,0,0,0,0,0,0,75,0,2,0,6,0,0,1,0,0,0,0,2,0,0,10,4,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,1,436,0,0.03289473684210526,0.010964912280701754,0.956140350877193,239,0.5481651376146789,0.1743119266055046,1.4333895392847036,84.13411267918215,False,False,NORMAL
ศรีนครินทร์,บ้านนา,0,partylist,election_day,619,576,33,10,0,0,0,0,1,0,6,0,1,75,0,306,4,0,1,2,0,8,0,0,0,1,0,0,82,1,0,4,2,4,1,1,0,0,0,0,4,1,1,35,15,1,0,1,0,0,0,2,1,8,0,0,0,7,0,0,0,576,0,0.05331179321486268,0.01615508885298869,0.9305331179321487,306,0.53125,0.1423611111111111,1.6935726525837644,81.33618381341921,False,False,NORMAL
ศรีนครินทร์,บ้านนา,1,partylist,election_day,185,182,3,0,0,0,0,0,0,0,2,0,0,0,0,88,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,29,1,0,1,22,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,182,0,0.016216216216216217,0.0,0.9837837837837838,88,0.4835164835164835,0.17582417582417584,1.496739726225035,83.66208095693405,False,True,UNUSUAL_VOTING_PATTERN
ศรีนครินทร์,บ้านนา,2,partylist,election_day,501,468,22,11,0,2,0,0,0,0,2,0,0,60,0,252,3,0,0,0,0,5,1,0,0,0,0,0,84,0,0,0,7,1,0,0,0,0,0,0,4,0,0,32,4,0,0,1,0,2,1,0,0,0,0,1,0,5,0,1,0,468,0,0.043912175648702596,0.021956087824351298,0.9341317365269461,252,0.5384615384615384,0.1794871794871795,1.5107977880603918,83.85025949080712,False,False,NORMAL
ศรีนครินทร์,บ้านนา,3,partylist,election_day,439,413,15,11,0,0,0,1,0,0,0,0,1,35,0,247,2,0,0,0,0,11,0,0,0,0,0,0,63,0,0,0,2,0,0,0,1,1,0,0,2,2,1,20,8,0,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0,413,0,0.03416856492027335,0.025056947608200455,0.9407744874715261,247,0.5980629539951574,0.15254237288135594,1.455244626395893,85.78590663779998,False,False,NORMAL
ศรีนครินทร์,บ้านนา,4,partylist,election_day,314,288,17,9,1,0,0,0,0,0,0,0,0,44,1,135,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,1,5,0,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,0,0,0,2,3,0,0,0,4,0,1,0,288,0,0.054140127388535034,0.028662420382165606,0.9171974522292994,135,0.46875,0.22569444444444445,1.6159516538174064,80.19597709239919,False,True,UNUSUAL_VOTING_PATTERN
ศรีนครินทร์,บ้านนา,5,partylist,election_day,433,414,18,1,0,0,0,0,0,0,2,0,1,48,1,210,3,0,0,0,0,2,0,1,0,0,0,0,109,0,1,1,3,0,0,0,0,0,0,1,3,2,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,414,0,0.04157043879907621,0.0023094688221709007,0.9561200923787528,210,0.5072463768115942,0.2632850241545894,1.4349967238878285,82.48883660327229,False,True,UNUSUAL_VOTING_PATTERN
ศรีนครินทร์,บ้านนา,6,partylist,election_day,406,391,12,3,0,1,0,0,0,0,2,0,0,37,0,245,2,0,0,0,0,4,0,0,0,0,0,0,48,0,1,4,3,0,2,0,1,0,0,0,5,0,0,21,5,0,0,1,0,0,0,0,2,2,1,1,0,2,0,1,0,391,0,0.029556650246305417,0.007389162561576354,0.9630541871921182,245,0.6265984654731458,0.12276214833759591,1.4419474839865678,86.73959629174477,False,False,NORMAL
ศรีนครินทร์,บ้านนา,7,partylist,election_day,591,574,14,3,0,2,0,0,0,1,0,0,1,91,0,329,6,0,0,0,0,2,0,0,0,1,0,0,82,0,2,4,5,0,0,0,1,0,0,0,3,0,0,27,4,2,0,2,0,1,0,0,0,2,0,2,0,3,0,0,1,574,0,0.023688663282571912,0.005076142131979695,0.9712351945854484,329,0.573170731707317,0.15853658536585366,1.4503408292787638,85.51409707987855,False,False,NORMAL
ศรีนครินทร์,บ้านนา,8,partylist,election_day,329,309,9,11,0,1,0,1,0,0,1,0,0,68,0,99,3,0,0,0,0,5,0,0,1,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,3,0,0,76,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,309,0,0.02735562310030395,0.03343465045592705,0.939209726443769,99,0.32038834951456313,0.2459546925566343,1.7562344308179032,75.68152502224267,False,True,UNUSUAL_VOTING_PATTERN
ศรีนครินทร์,บ้านนา,9,partylist,election_day,341,327,12,2,0,0,0,0,0,0,0,0,0,40,0,215,4,0,2,0,0,3,0,0,0,0,0,0,23,0,1,1,2,0,0,0,0,0,0,0,1,0,2,24,1,2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,327,0,0.03519061583577713,0.005865102639296188,0.9589442815249267,215,0.6574923547400612,0.12232415902140673,1.30978215437738,86.06306139418678,False,False,NORMAL
ศรีนครินทร์,บ้านนา,10,partylist,election_day,427,409,14,4,0,1,0,0,0,0,3,1,0,55,0,226,1,0,0,0,0,3,0,0,0,0,0,0,78,1,0,0,2,0,0,0,0,0,0,0,3,1,0,18,3,1,0,0,0,0,1,0,3,5,1,0,0,1,0,0,1,409,0,0.03278688524590164,0.00936768149882904,0.9578454332552693,226,0.5525672371638142,0.19070904645476772,1.4581970827175919,84.51964367979527,False,False,NORMAL
ศรีนครินทร์,บ้านนา,11,partylist,election_day,387,361,21,5,0,1,0,0,0,0,1,1,0,43,0,229,3,0,1,0,0,2,0,0,0,0,0,1,36,0,0,2,3,1,0,0,0,0,0,0,2,0,3,18,5,0,2,1,0,0,0,0,1,3,0,0,0,2,0,0,0,361,0,0.05426356589147287,0.012919896640826873,0.9328165374677002,229,0.6343490304709142,0.11911357340720222,1.4145030719353853,85.46232333890764,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,0,partylist,election_day,438,419,7,12,1,2,0,0,0,0,1,0,0,109,0,213,3,0,0,0,0,3,0,2,0,0,0,0,45,0,4,0,3,0,0,0,0,0,0,0,1,0,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,419,0,0.01598173515981735,0.0273972602739726,0.95662100456621,213,0.5083532219570406,0.26014319809069214,1.446523359865381,83.91674349937416,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,1,partylist,election_day,392,368,11,13,0,0,1,0,1,0,3,0,0,65,0,197,3,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,8,1,0,0,2,0,0,0,1,1,1,10,5,1,0,0,0,1,0,0,2,4,0,0,0,5,0,0,0,363,5,0.02806122448979592,0.03316326530612245,0.9387755102040817,197,0.5353260869565217,0.1766304347826087,1.532654559001708,81.83017579418879,True,True,SCORE_BALLOT_MISMATCH
ป่าพะยอม,บ้านพร้าว,2,partylist,election_day,506,481,18,7,0,0,0,0,1,0,0,0,0,79,1,264,4,0,1,0,0,3,0,0,0,0,1,0,63,0,0,5,10,0,0,0,0,0,0,0,2,0,2,18,6,4,0,0,3,2,0,1,0,5,1,0,0,3,0,2,0,481,0,0.03557312252964427,0.01383399209486166,0.950592885375494,264,0.5488565488565489,0.16424116424116425,1.5881854325901519,83.80518601331273,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,3,partylist,election_day,677,645,23,9,0,2,0,0,2,0,2,2,0,90,0,345,11,0,1,0,0,7,0,0,0,1,1,0,110,0,0,2,12,0,0,1,0,0,0,1,7,0,0,15,10,4,0,0,0,0,1,0,2,13,0,0,0,1,0,1,1,645,0,0.033973412112259974,0.013293943870014771,0.9527326440177253,345,0.5348837209302325,0.17054263565891473,1.6128923163259985,83.218917859034,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,4,partylist,election_day,318,306,9,3,1,0,0,0,0,0,0,0,0,45,0,207,2,0,2,1,0,1,0,0,0,0,0,0,19,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,306,0,0.02830188679245283,0.009433962264150943,0.9622641509433962,207,0.6764705882352942,0.14705882352941177,1.2103052063300763,85.98207537073695,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,5,partylist,election_day,243,231,8,4,0,0,1,0,0,0,1,0,1,26,0,153,2,0,0,0,0,3,0,0,0,0,0,0,24,0,0,2,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,231,0,0.03292181069958848,0.01646090534979424,0.9506172839506173,153,0.6623376623376623,0.11255411255411256,1.304852531354745,86.2725646486979,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,6,partylist,election_day,628,603,13,12,0,2,0,0,0,0,3,0,1,81,1,346,7,0,0,0,0,5,0,1,0,2,0,0,79,0,1,0,10,2,0,0,0,0,0,0,3,1,2,34,6,1,0,0,0,0,1,0,2,10,1,0,0,1,0,0,0,603,0,0.020700636942675158,0.01910828025477707,0.9601910828025477,346,0.5737976782752903,0.13432835820895522,1.5331032402193412,85.84786609893155,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,7,partylist,election_day,373,360,13,0,0,0,0,1,0,0,1,0,0,46,1,217,6,0,0,0,1,1,1,0,0,0,1,0,54,0,0,1,2,0,0,0,0,0,0,0,1,0,3,7,7,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,360,0,0.03485254691689008,0.0,0.9651474530831099,217,0.6027777777777777,0.15,1.3909058709658648,85.24976469714747,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,8,partylist,election_day,687,657,22,8,0,0,0,0,2,0,1,5,2,69,0,420,10,0,1,0,0,3,0,0,0,0,0,0,94,1,0,2,5,0,0,1,0,1,0,0,1,1,3,11,8,4,0,0,1,0,1,0,0,6,0,2,0,2,0,0,0,657,0,0.03202328966521106,0.011644832605531296,0.9563318777292577,420,0.639269406392694,0.1430745814307458,1.3612280910029946,86.18919861855022,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,9,partylist,election_day,636,605,23,8,0,1,0,0,1,0,3,0,0,99,0,366,7,0,1,1,0,2,0,0,0,0,0,0,65,1,0,1,6,1,2,1,0,0,0,0,1,0,0,15,11,2,0,1,0,0,1,1,0,9,0,1,0,5,0,0,0,605,0,0.036163522012578615,0.012578616352201259,0.9512578616352201,366,0.6049586776859505,0.16363636363636364,1.4246295934928352,85.58688016487794,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,10,partylist,election_day,443,418,17,8,0,1,0,0,1,0,0,0,0,52,0,237,6,0,0,1,0,9,1,0,0,0,0,0,52,0,5,2,2,0,0,0,1,0,0,0,3,2,0,17,11,2,0,1,0,0,1,0,1,6,0,0,0,4,0,0,0,418,0,0.03837471783295711,0.01805869074492099,0.9435665914221218,237,0.5669856459330144,0.12440191387559808,1.6213412392478443,83.87742109386413,False,False,NORMAL
