district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type
ควนขนุน,ชะมวง,4,partylist,election_day,511,490,16,5,0,2,0,0,1,0,0,0,0,45,0,278,4,0,1,1,0,4,0,0,0,0,0,0,91,0,0,4,2,1,0,0,1,0,0,0,3,0,2,38,2,1,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,490,0,0.03131115459882583,0.009784735812133072,0.958904109589041,278,0.5673469387755102,0.18571428571428572,1.452379067051492,84.97864110383892,False,False,NORMAL
ควนขนุน,ชะมวง,5,partylist,election_day,326,317,4,5,0,0,0,0,1,0,1,0,0,33,2,162,1,0,0,0,0,6,1,0,0,1,0,0,77,1,0,0,0,0,0,0,0,0,0,0,1,0,3,7,5,1,0,1,0,0,0,0,1,6,0,2,0,3,0,1,0,317,0,0.012269938650306749,0.015337423312883436,0.9723926380368099,162,0.5110410094637224,0.24290220820189273,1.574099512098448,83.97673823041185,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ชะมวง,6,partylist,election_day,394,376,13,5,0,0,0,0,1,0,1,0,0,36,0,201,3,0,0,0,0,1,1,0,0,0,0,0,100,0,2,2,3,0,0,0,1,0,0,0,5,0,0,10,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,376,0,0.03299492385786802,0.012690355329949238,0.9543147208121827,201,0.5345744680851063,0.26595744680851063,1.3896539010207165,83.28402685986696,False,False,NORMAL
ควนขนุน,ชะมวง,7,partylist,election_day,360,342,16,2,0,1,0,0,0,0,1,0,0,83,3,135,0,0,0,1,1,3,2,2,0,0,0,1,70,1,0,1,7,0,0,0,0,0,0,0,2,0,0,12,2,1,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,342,0,0.044444444444444446,0.005555555555555556,0.95,135,0.39473684210526316,0.24269005847953215,1.7226476162647268,77.39340687828839,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ชะมวง,8,partylist,election_day,328,316,8,4,0,0,0,0,1,1,1,0,0,59,0,114,2,0,0,0,0,1,0,1,0,0,0,0,84,0,0,1,6,1,0,0,0,0,0,0,0,0,0,30,2,2,0,1,0,1,0,1,2,1,0,1,0,2,0,1,0,316,0,0.024390243902439025,0.012195121951219513,0.9634146341463414,114,0.36075949367088606,0.26582278481012656,1.7291349327330858,77.31192328767376,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ชะมวง,9,partylist,election_day,196,188,6,2,0,2,0,0,0,0,1,0,0,43,0,51,3,0,1,0,0,1,0,1,0,0,0,0,52,0,0,0,3,0,1,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,188,0,0.030612244897959183,0.01020408163265306,0.9591836734693877,52,0.2765957446808511,0.2712765957446808,1.7461799823321962,74.30546027220561,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ชะมวง,10,partylist,election_day,486,463,18,5,0,1,0,0,0,0,3,0,0,49,0,244,2,0,1,1,0,6,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,0,0,0,2,0,2,37,1,0,1,0,0,0,1,1,2,4,0,1,1,0,0,0,0,463,0,0.037037037037037035,0.0102880658436214,0.9526748971193416,244,0.5269978401727862,0.2159827213822894,1.4842458054784018,83.80054140811576,False,False,NORMAL
ควนขนุน,ชะมวง,11,partylist,election_day,296,276,13,7,0,0,0,1,0,0,2,0,0,35,0,150,2,0,1,0,0,2,0,0,0,0,0,0,50,0,1,0,2,0,0,0,0,0,0,0,5,0,0,16,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,276,0,0.04391891891891892,0.02364864864864865,0.9324324324324325,150,0.5434782608695652,0.18115942028985507,1.4837187337699276,83.94558921784028,False,False,NORMAL
ควนขนุน,ชะมวง,12,partylist,election_day,462,445,10,7,0,0,0,0,3,0,1,0,0,51,2,274,11,0,0,0,0,3,1,0,0,1,0,0,43,0,2,0,5,0,0,0,0,0,0,0,1,0,3,26,4,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,445,0,0.021645021645021644,0.015151515151515152,0.9632034632034632,274,0.6157303370786517,0.1146067415730337,1.4522079316870362,86.91173834697884,False,False,NORMAL
ควนขนุน,ชะมวง,13,partylist,election_day,588,555,28,5,0,0,0,1,0,0,2,0,0,85,0,315,3,0,0,0,0,4,0,0,0,0,0,0,88,1,2,2,5,0,0,0,0,0,0,0,2,0,1,27,11,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,555,0,0.047619047619047616,0.008503401360544218,0.9438775510204082,315,0.5675675675675675,0.15855855855855855,1.4103882909112722,83.74995755518738,False,False,NORMAL
ควนขนุน,ชะมวง,14,partylist,election_day,366,351,9,6,0,0,0,0,1,0,0,0,1,35,0,227,3,0,0,0,0,3,0,0,0,0,0,1,39,0,0,1,1,0,1,0,0,0,0,0,6,0,2,16,1,1,0,0,0,0,0,1,1,4,0,3,0,3,0,0,0,351,0,0.02459016393442623,0.01639344262295082,0.9590163934426229,227,0.6467236467236467,0.1111111111111111,1.3764370971648365,86.93657217663645,False,False,NORMAL
กงหรา2,ชะรัด,0,partylist,election_day,593,562,17,14,0,0,0,0,0,0,2,0,3,48,2,357,4,1,1,0,0,4,0,1,0,0,0,0,78,5,0,1,3,1,0,0,1,0,0,0,4,0,5,14,6,0,0,1,0,0,0,0,6,11,0,2,0,0,0,0,1,562,0,0.02866779089376054,0.023608768971332208,0.9477234401349073,357,0.6352313167259787,0.1387900355871886,1.4341747010139567,86.9652969672309,False,False,NORMAL
กงหรา2,ชะรัด,1,partylist,election_day,419,398,20,1,0,1,0,0,0,0,1,0,1,66,2,210,5,0,0,0,0,7,1,0,0,0,0,0,75,1,1,0,1,0,3,0,1,0,0,0,0,0,3,8,1,1,0,0,0,1,0,0,3,4,0,0,0,0,1,0,0,398,0,0.0477326968973747,0.002386634844868735,0.9498806682577565,210,0.5276381909547738,0.1884422110552764,1.5182497755438302,83.26001312833617,False,True,UNUSUAL_VOTING_PATTERN
กงหรา2,ชะรัด,2,partylist,election_day,655,631,16,8,0,0,0,0,3,1,2,0,2,90,5,390,7,0,3,0,0,5,1,0,0,1,0,0,55,0,0,1,5,0,2,0,1,0,0,1,4,0,3,27,2,2,0,2,0,0,0,0,0,12,0,2,0,2,0,0,0,631,0,0.024427480916030534,0.012213740458015267,0.9633587786259542,390,0.618066561014263,0.14263074484944532,1.478564343279487,87.10626621742124,False,False,NORMAL
กงหรา2,ชะรัด,3,partylist,election_day,331,308,16,7,0,2,0,0,0,0,1,0,0,44,6,171,4,0,0,1,0,2,1,0,0,0,0,0,37,0,0,1,4,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,308,0,0.04833836858006042,0.021148036253776436,0.9305135951661632,171,0.5551948051948052,0.14285714285714285,1.5566357887724804,83.67256783911633,False,False,NORMAL
กงหรา2,ชะรัด,4,partylist,election_day,399,383,14,2,0,0,0,0,0,0,0,0,0,69,7,170,0,0,3,0,1,7,0,0,0,0,1,0,55,2,2,2,3,0,0,0,0,0,0,0,5,2,1,41,7,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,383,0,0.03508771929824561,0.005012531328320802,0.9598997493734336,170,0.44386422976501305,0.1801566579634465,1.7696190118643873,78.86535080939424,False,True,UNUSUAL_VOTING_PATTERN
กงหรา2,ชะรัด,5,partylist,election_day,429,412,15,2,0,8,0,0,0,0,4,0,0,74,1,172,3,0,1,0,0,13,1,0,0,0,0,0,75,0,1,2,2,0,0,0,0,0,0,0,4,0,0,37,4,0,0,0,0,1,0,0,1,4,0,1,0,2,0,0,1,412,0,0.03496503496503497,0.004662004662004662,0.9603729603729604,172,0.4174757281553398,0.1820388349514563,1.7955360897267167,77.82065919914128,False,True,UNUSUAL_VOTING_PATTERN
กงหรา2,ชะรัด,6,partylist,election_day,277,271,3,3,0,1,0,0,1,0,0,0,0,26,0,153,3,0,0,0,0,0,0,0,0,1,0,0,65,0,0,1,3,0,1,0,1,0,0,0,1,0,0,9,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,271,0,0.010830324909747292,0.010830324909747292,0.9783393501805054,153,0.5645756457564576,0.23985239852398524,1.3387785233328562,84.78353836053493,False,False,NORMAL
กงหรา2,ชะรัด,7,partylist,election_day,617,592,15,10,0,1,0,0,3,0,2,0,0,69,1,359,6,0,1,0,0,5,1,0,0,1,0,0,99,0,2,1,5,2,1,0,0,0,0,0,2,2,1,8,4,0,0,0,0,1,2,1,2,7,0,1,0,1,1,0,0,592,0,0.024311183144246355,0.01620745542949757,0.9594813614262561,359,0.606418918918919,0.16722972972972974,1.4260237237976736,86.23724564833199,False,False,NORMAL
