district,subdistrict,unit_index,form_type_const,vote_phase,ballot_total_const,ballot_valid_const,ballot_invalid_const,ballot_no_vote_const,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,vote_sum_const,vote_mismatch_const,invalid_ratio_const,no_vote_ratio_const,turnout_const,winner_votes_const,winner_ratio_const,winner_margin_const,vote_entropy_const,validation_error,has_validation_error,integrity_score_const,anomaly_iforest_const,anomaly_dbscan_const,anomaly_type_const,form_type_party,ballot_total_party,ballot_valid_party,ballot_invalid_party,ballot_no_vote_party,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum_party,vote_mismatch_party,invalid_ratio_party,no_vote_ratio_party,turnout_party,winner_votes_party,winner_ratio_party,winner_margin_party,vote_entropy_party,integrity_score_party,anomaly_iforest_party,anomaly_dbscan_party,anomaly_type_party,cross_mismatch,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
ควนขนุน,ดอนทราย,7,constituency,election_day,528,519,5,4,44,2,22,434,17,0,0,519,0,0.0094696969696969,0.0075757575757575,0.9829545454545454,434.0,0.8362235067437379,0.7514450867052023,0.6261629835976079,,False,99.375,True,True,UNUSUAL_VOTING_PATTERN,partylist,528,504,20,4,0,0,1,0,1,1,5,1,1,68,0,257,2,0,0,2,0,1,1,0,0,1,0,1,114,0,1,2,9,0,0,0,0,0,0,0,1,0,0,16,6,2,0,0,0,0,0,1,0,3,1,1,0,1,0,1,2,504,0,0.0378787878787878,0.0075757575757575,0.9545454545454546,257.0,0.5099206349206349,0.2837301587301587,1.567561988928463,97.95454545454544,False,False,NORMAL,0,59,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,True,1,0,6
ควนขนุน,ดอนทราย,10,constituency,election_day,379,369,3,7,58,2,22,276,11,0,0,369,0,0.0079155672823219,0.0184696569920844,0.9736147757255936,276.0,0.7479674796747967,0.5907859078590786,0.8091640969255932,,False,99.2348284960422,False,True,UNUSUAL_VOTING_PATTERN,partylist,379,367,6,6,0,0,0,0,0,0,1,0,0,42,0,214,1,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,1,0,2,10,6,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,367,0,0.0158311345646438,0.0158311345646438,0.9683377308707124,214.0,0.5831062670299727,0.3814713896457766,1.3269363065104889,98.89182058047491,False,False,NORMAL,0,62,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,True,1,0,-1
ศรีบรรพต,ตะแพน,4,constituency,election_day,144,142,2,0,62,0,3,72,5,0,0,142,0,0.0138888888888888,0.0,0.9861111111111112,72.0,0.5070422535211268,0.0704225352112676,0.9055079106285387,,False,99.30555555555556,False,True,UNUSUAL_VOTING_PATTERN,partylist,144,143,1,0,0,0,0,0,0,0,1,0,0,24,0,86,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0.0069444444444444,0.0,0.9930555555555556,86.0,0.6013986013986014,0.4335664335664335,1.1711377548201092,99.65277777777776,False,True,UNUSUAL_VOTING_PATTERN,0,67,7.6452374,99.8090063,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,True,1,0,-1
ศรีบรรพต,ตะแพน,7,constituency,election_day,614,602,4,8,238,2,98,230,31,2,1,602,0,0.006514657980456,0.013029315960912,0.980456026058632,238.0,0.3953488372093023,0.0132890365448504,1.23130118890161,,False,99.41368078175896,False,False,NORMAL,partylist,614,602,6,6,0,0,0,0,0,0,1,0,0,65,0,435,3,1,1,0,2,5,0,0,0,0,0,0,46,2,1,1,4,0,1,1,0,0,0,0,2,0,2,16,5,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,602,0,0.009771986970684,0.009771986970684,0.980456026058632,435.0,0.7225913621262459,0.6146179401993356,1.1248076985383864,99.3159609120521,False,True,UNUSUAL_VOTING_PATTERN,0,70,7.6497788,99.9285556,โรงอาหารโรงเรียนบ้านหัสคุณ,True,1,0,-1
ควนขนุน,ทะเลน้อย,4,constituency,election_day,377,363,13,1,69,2,20,263,8,0,1,363,0,0.0344827586206896,0.0026525198938992,0.9628647214854112,263.0,0.7245179063360881,0.5344352617079889,0.8377462738086486,,False,98.22281167108754,False,False,NORMAL,partylist,377,355,18,4,0,0,0,2,2,0,0,0,0,30,1,131,8,0,0,0,0,1,0,0,0,0,0,0,139,1,1,2,1,0,0,1,1,0,0,0,2,1,0,17,2,1,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,355,0,0.0477453580901856,0.0106100795755968,0.9416445623342176,139.0,0.3915492957746478,0.0225352112676056,1.6134320880106734,97.40053050397876,False,True,UNUSUAL_VOTING_PATTERN,0,76,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนออก,True,1,1,2
ควนขนุน,ทะเลน้อย,5,constituency,election_day,508,491,12,5,211,11,26,222,19,0,2,491,0,0.0236220472440944,0.0098425196850393,0.966535433070866,222.0,0.4521384928716904,0.0224032586558044,1.1107935414529342,,False,98.62204724409447,False,False,NORMAL,partylist,508,476,29,3,0,1,0,0,0,0,0,1,0,58,1,202,4,0,1,1,0,1,3,0,0,2,0,0,110,0,2,1,2,1,0,1,1,0,0,0,1,0,0,56,9,2,0,1,0,0,0,1,1,8,0,2,0,2,0,0,0,476,0,0.0570866141732283,0.0059055118110236,0.937007874015748,202.0,0.4243697478991596,0.1932773109243697,1.7456328995849122,97.0275590551181,False,True,UNUSUAL_VOTING_PATTERN,0,77,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านปลายตรอก,True,1,1,2
ควนขนุน,ทะเลน้อย,9,constituency,election_day,408,393,5,10,121,15,26,213,18,0,0,393,0,0.0122549019607843,0.0245098039215686,0.9632352941176472,213.0,0.5419847328244275,0.2340966921119593,1.140212049628712,,False,98.89705882352942,False,False,NORMAL,partylist,408,382,19,7,0,5,0,0,2,0,1,1,1,49,0,164,1,0,1,0,0,2,0,0,0,0,0,0,99,0,1,2,1,0,1,0,0,0,0,1,0,0,4,22,7,1,0,0,0,1,1,2,0,6,0,3,0,2,0,1,0,382,0,0.0465686274509803,0.017156862745098,0.9362745098039216,164.0,0.4293193717277487,0.1701570680628272,1.7616805786463503,97.32843137254902,False,True,UNUSUAL_VOTING_PATTERN,0,81,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนตก,True,1,1,2
ควนขนุน,ทะเลน้อย,10,constituency,election_day,387,374,12,1,98,4,21,236,14,0,1,374,0,0.0310077519379844,0.0025839793281653,0.96640826873385,236.0,0.6310160427807486,0.3689839572192513,0.9905176419411492,,False,98.39793281653746,False,False,NORMAL,partylist,387,356,29,2,0,1,0,1,1,0,0,0,1,36,2,148,3,0,0,1,0,3,1,0,0,1,0,0,115,0,1,1,2,0,1,0,0,0,0,1,3,0,1,17,6,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,356,0,0.0749354005167958,0.0051679586563307,0.9198966408268734,148.0,0.4157303370786517,0.0926966292134831,1.671034290224986,96.1498708010336,False,True,UNUSUAL_VOTING_PATTERN,0,82,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนกลาง,True,1,1,2
ควนขนุน,นาขยาด,5,constituency,election_day,471,434,14,23,115,11,60,212,34,1,1,434,0,0.0297239915074309,0.048832271762208,0.921443736730361,212.0,0.488479262672811,0.2235023041474654,1.2960923116043266,,False,97.53715498938428,False,True,UNUSUAL_VOTING_PATTERN,partylist,471,438,20,13,0,2,0,0,1,0,1,0,0,72,1,221,3,0,2,0,0,3,0,1,0,0,0,0,69,1,0,5,6,0,0,0,0,0,0,0,2,1,0,31,7,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,438,0,0.0424628450106157,0.0276008492569002,0.929936305732484,221.0,0.5045662100456622,0.3401826484018265,1.6393276298670207,97.3248407643312,False,False,NORMAL,0,87,7.591457699999999,100.0019597,ศาลาประจำหมู่บ้านบ้านนาท่อม,True,1,1,-1
ศรีนครินทร์,บ้านนา,5,constituency,election_day,314,298,6,10,118,0,31,124,23,2,0,298,0,0.019108280254777,0.0318471337579617,0.9490445859872612,124.0,0.4161073825503356,0.0201342281879194,1.198395619094321,,False,98.40764331210192,False,False,NORMAL,partylist,314,288,17,9,1,0,0,0,0,0,0,0,0,44,1,135,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,1,5,0,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,0,0,0,2,3,0,0,0,4,0,1,0,288,0,0.054140127388535,0.0286624203821656,0.9171974522292994,135.0,0.46875,0.2430555555555555,1.6159516728195435,96.71974522292994,False,True,UNUSUAL_VOTING_PATTERN,0,99,7.569812799999999,99.8929252,ศาลาประจำหมู่บ้านบ้านต้นไทร,True,1,1,9
ศรีนครินทร์,บ้านนา,9,constituency,election_day,329,317,5,7,140,0,25,117,35,0,0,317,0,0.0151975683890577,0.0212765957446808,0.9635258358662614,140.0,0.4416403785488959,0.0725552050473186,1.1724242744751523,,False,98.8145896656535,False,False,NORMAL,partylist,329,309,9,11,0,1,0,1,0,0,1,0,0,68,0,99,3,0,0,0,0,5,0,0,1,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,3,0,0,76,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,309,0,0.0273556231003039,0.033434650455927,0.939209726443769,99.0,0.3203883495145631,0.0744336569579288,1.7562344498203488,97.96352583586626,False,True,UNUSUAL_VOTING_PATTERN,0,103,7.5640073,99.8794744,ศาลาประจำหมู่บ้านบ้านวงค์,True,1,1,9
ศรีนครินทร์,บ้านนา,10,constituency,election_day,341,336,3,2,137,1,80,94,23,0,1,336,0,0.0087976539589442,0.0058651026392961,0.9853372434017597,137.0,0.4077380952380952,0.1279761904761904,1.2820349870104828,,False,99.44281524926686,False,True,UNUSUAL_VOTING_PATTERN,partylist,341,327,12,2,0,0,0,0,0,0,0,0,0,40,0,215,4,0,2,0,0,3,0,0,0,0,0,0,23,0,1,1,2,0,0,0,0,0,0,0,1,0,2,24,1,2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,327,0,0.0351906158357771,0.0058651026392961,0.9589442815249268,215.0,0.6574923547400612,0.5351681957186545,1.3097821743783251,98.1231671554252,False,False,NORMAL,0,104,7.5640073,99.8794744,ศาลาอเนกประสงค์บ้านป่าสน,True,1,0,9
ศรีนครินทร์,บ้านนา,12,constituency,election_day,387,362,14,11,202,2,38,100,18,1,1,362,0,0.0361757105943152,0.0284237726098191,0.9354005167958656,202.0,0.5580110497237569,0.281767955801105,1.1280299755089038,,False,97.62273901808786,False,False,NORMAL,partylist,387,361,21,5,0,1,0,0,0,0,1,1,0,43,0,229,3,0,1,0,0,2,0,0,0,0,0,1,36,0,0,2,3,1,0,0,0,0,0,0,2,0,3,18,5,0,2,1,0,0,0,0,1,3,0,0,0,2,0,0,0,361,0,0.0542635658914728,0.0129198966408268,0.9328165374677002,229.0,0.6343490304709142,0.5152354570637119,1.4145030939365315,97.02842377260984,False,True,UNUSUAL_VOTING_PATTERN,0,106,7.5640073,99.8794744,ที่ทำการกลุ่มแม่บ้านลำในใต้,True,1,1,9
ป่าพะยอม,บ้านพร้าว,1,constituency,election_day,438,416,0,22,116,3,76,153,64,0,4,416,0,0.0,0.0502283105022831,0.9497716894977168,153.0,0.3677884615384615,0.0889423076923077,1.4027556216827897,,False,98.99543378995432,True,True,UNUSUAL_VOTING_PATTERN,partylist,438,419,7,12,1,2,0,0,0,0,1,0,0,109,0,213,3,0,0,0,0,3,0,2,0,0,0,0,45,0,4,0,3,0,0,0,0,0,0,0,1,0,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,419,0,0.0159817351598173,0.0273972602739726,0.95662100456621,213.0,0.5083532219570406,0.2482100238663484,1.446523376866445,98.65296803652969,False,True,UNUSUAL_VOTING_PATTERN,0,107,7.814176799999999,99.9520961,เต๊นท์บริเวณตลาดใหม่ป่าพะยอม,True,1,1,10
ป่าพะยอม,บ้านพร้าว,2,constituency,election_day,392,366,3,23,104,4,62,161,34,0,1,366,0,0.0076530612244897,0.0586734693877551,0.9336734693877552,161.0,0.4398907103825136,0.1557377049180328,1.3057849087362678,,False,98.4438775510204,False,True,UNUSUAL_VOTING_PATTERN,partylist,392,368,11,13,0,0,1,0,1,0,3,0,0,65,0,197,3,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,8,1,0,0,2,0,0,0,1,1,1,10,5,1,0,0,0,1,0,0,2,4,0,0,0,5,0,0,0,363,5,0.0280612244897959,0.0331632653061224,0.9387755102040816,197.0,0.5353260869565217,0.358695652173913,1.5326545790031734,76.57497781721385,False,False,SCORE_BALLOT_MISMATCH,0,108,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านพร้าว,True,1,1,10
ป่าพะยอม,บ้านพร้าว,5,constituency,election_day,318,297,8,13,118,8,53,87,27,2,2,297,0,0.0251572327044025,0.040880503144654,0.9339622641509434,118.0,0.3973063973063973,0.1043771043771043,1.4166412975031877,,False,97.9245283018868,False,True,UNUSUAL_VOTING_PATTERN,partylist,318,306,9,3,1,0,0,0,0,0,0,0,0,45,0,207,2,0,2,1,0,1,0,0,0,0,0,0,19,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,306,0,0.0283018867924528,0.0094339622641509,0.9622641509433962,207.0,0.6764705882352942,0.5294117647058824,1.210305223330762,98.39622641509436,False,False,NORMAL,0,111,7.836562000000001,99.9709605,ศาลาประจำหมู่บ้านบ้านบ่อทราย,True,1,1,-1
ป่าพะยอม,บ้านพร้าว,6,constituency,election_day,243,225,7,11,40,3,38,132,10,1,1,225,0,0.0288065843621399,0.0452674897119341,0.925925925925926,132.0,0.5866666666666667,0.4088888888888889,1.1643893185977274,,False,97.65432098765432,False,True,UNUSUAL_VOTING_PATTERN,partylist,243,231,8,4,0,0,1,0,0,0,1,0,1,26,0,153,2,0,0,0,0,3,0,0,0,0,0,0,24,0,0,2,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,231,0,0.0329218106995884,0.0164609053497942,0.9506172839506172,153.0,0.6623376623376623,0.5497835497835498,1.3048525483560636,98.0246913580247,False,False,NORMAL,0,112,7.8144408,99.9409196,ศาลาประจำหมู่บ้านบ้านไสอ้อ,True,1,1,10
ควนขนุน,ปันแต,2,constituency,election_day,129,127,1,1,100,0,0,25,2,0,0,127,0,0.0077519379844961,0.0077519379844961,0.9844961240310076,100.0,0.7874015748031497,0.5905511811023622,0.5735161527449373,,False,99.45736434108528,False,True,UNUSUAL_VOTING_PATTERN,partylist,129,126,2,1,0,0,0,0,0,0,0,0,0,15,1,77,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,0,0.0155038759689922,0.0077519379844961,0.9767441860465116,77.0,0.6111111111111112,0.4603174603174603,1.2723141466499877,99.06976744186048,False,False,NORMAL,0,119,7.791803600000001,100.0351252,ศาลาประจำหมู่บ้านบ้านปันแต,True,1,0,-1
ควนขนุน,ปันแต,4,constituency,election_day,251,236,3,12,63,12,23,135,3,0,0,236,0,0.0119521912350597,0.047808764940239,0.9402390438247012,135.0,0.5720338983050848,0.3050847457627119,1.105947625018469,,False,98.44621513944224,False,True,UNUSUAL_VOTING_PATTERN,partylist,251,240,9,2,0,0,0,0,1,0,2,0,0,16,0,141,1,0,1,0,0,1,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,240,0,0.0358565737051792,0.0079681274900398,0.9561752988047808,141.0,0.5875,0.3416666666666667,1.2658352638896389,98.04780876494024,False,False,NORMAL,0,121,7.804978500000001,100.0569463,ศาลาประจำหมู่บ้านบ้านปากสระ,True,1,1,-1
ควนขนุน,ปันแต,11,constituency,election_day,384,374,8,2,215,0,15,130,11,1,2,374,0,0.0208333333333333,0.0052083333333333,0.9739583333333334,215.0,0.5748663101604278,0.2272727272727272,0.9620885514650444,,False,98.85416666666666,False,False,NORMAL,partylist,384,358,23,3,0,0,0,1,0,0,1,0,0,32,0,212,1,0,0,0,0,5,0,0,0,0,1,0,45,0,0,4,1,1,0,2,0,1,0,0,0,0,0,30,8,2,0,1,0,0,1,1,2,3,0,0,0,3,0,0,0,358,0,0.0598958333333333,0.0078125,0.9322916666666666,212.0,0.5921787709497207,0.4664804469273743,1.520717263593315,96.84895833333331,False,True,UNUSUAL_VOTING_PATTERN,0,128,7.734939400000001,100.0100936,ศาลาประจำหมู่บ้านบ้านทุ่งลาน,True,1,0,0
ป่าพะยอม,ป่าพะยอม,3,constituency,election_day,357,327,10,20,46,2,54,198,25,1,1,327,0,0.0280112044817927,0.0560224089635854,0.9159663865546218,198.0,0.6055045871559633,0.4403669724770642,1.1402424191745864,,False,97.47899159663866,False,True,UNUSUAL_VOTING_PATTERN,partylist,357,342,11,4,0,0,0,1,0,0,0,0,0,38,5,172,7,0,0,0,0,0,0,1,0,0,0,0,59,0,0,2,31,0,0,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,342,0,0.0308123249299719,0.011204481792717,0.957983193277311,172.0,0.5029239766081871,0.3304093567251462,1.6348220261291462,98.23529411764706,False,False,NORMAL,0,133,7.841230299999999,99.9385037,โรงเรียนอนุบาลป่าพะยอม,True,1,1,11
ป่าพะยอม,ป่าพะยอม,4,constituency,election_day,511,462,16,33,92,5,108,214,37,4,2,462,0,0.0313111545988258,0.0645792563600782,0.9041095890410958,214.0,0.4632034632034632,0.2294372294372294,1.3334518759990337,,False,97.14285714285714,True,True,UNUSUAL_VOTING_PATTERN,partylist,511,486,14,11,2,0,0,0,2,0,3,0,0,66,3,282,7,0,1,0,0,0,0,0,0,0,0,1,55,0,0,1,10,0,1,0,0,0,0,0,2,0,0,11,13,3,0,0,0,3,0,2,3,8,0,2,0,3,0,2,0,486,0,0.0273972602739726,0.0215264187866927,0.9510763209393346,282.0,0.5802469135802469,0.4444444444444444,1.599716723728947,98.19960861056752,False,False,NORMAL,0,134,7.8521588,99.9353318,ศาลาประจำหมู่บ้านบ้านทุง,True,1,1,11
ป่าพะยอม,ป่าพะยอม,6,constituency,election_day,531,487,14,30,78,10,91,268,38,0,2,487,0,0.0263653483992467,0.0564971751412429,0.9171374764595104,268.0,0.5503080082135524,0.3634496919917864,1.2368546082727456,,False,97.5517890772128,False,True,UNUSUAL_VOTING_PATTERN,partylist,531,499,12,20,0,0,0,0,0,0,4,2,0,64,0,336,3,0,1,0,0,3,1,0,0,0,0,0,37,0,1,1,9,1,1,0,0,1,0,0,0,0,1,11,3,1,0,2,0,1,0,2,1,6,0,2,0,4,0,0,0,499,0,0.0225988700564971,0.0376647834274952,0.9397363465160076,336.0,0.6733466933867736,0.5450901803607214,1.3273409679075907,98.11676082862525,False,True,UNUSUAL_VOTING_PATTERN,0,136,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนาทราย,True,1,1,17
ควนขนุน,พนมวังก์,5,constituency,election_day,398,374,15,9,197,1,27,130,18,0,1,374,0,0.0376884422110552,0.0226130653266331,0.9396984924623116,197.0,0.5267379679144385,0.1791443850267379,1.0724245136047532,,False,97.66331658291458,False,False,NORMAL,partylist,398,371,19,8,0,1,0,0,1,0,1,0,1,39,0,187,4,0,2,0,0,6,2,0,0,0,0,0,43,0,0,1,11,0,0,0,2,0,0,0,0,0,0,53,2,4,0,0,0,3,0,0,0,3,0,2,3,0,0,0,0,371,0,0.0477386934673366,0.0201005025125628,0.9321608040201004,187.0,0.5040431266846361,0.3611859838274933,1.7159593832201805,97.2110552763819,False,True,UNUSUAL_VOTING_PATTERN,0,143,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,True,1,1,2
ควนขนุน,พนมวังก์,6,constituency,election_day,628,607,6,15,173,2,44,350,38,0,0,607,0,0.0095541401273885,0.0238853503184713,0.96656050955414,350.0,0.5766062602965404,0.2915980230642504,1.0577627906633655,,False,99.04458598726114,False,False,NORMAL,partylist,628,596,23,9,0,5,0,0,0,0,2,0,1,72,0,200,4,0,1,0,1,3,0,1,0,0,0,0,216,0,0,1,5,1,0,0,0,0,0,0,2,0,0,55,4,3,1,1,0,0,1,1,2,8,0,0,0,5,0,0,0,596,0,0.036624203821656,0.0143312101910828,0.9490445859872612,216.0,0.3624161073825503,0.0268456375838926,1.6726820968462115,97.88216560509554,False,True,UNUSUAL_VOTING_PATTERN,0,144,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,True,1,1,-1
ควนขนุน,พนางตุง,1,constituency,election_day,412,392,16,4,169,1,14,192,15,0,1,392,0,0.0388349514563106,0.0097087378640776,0.9514563106796116,192.0,0.4897959183673469,0.0586734693877551,0.9866711513147476,,False,97.86407766990293,False,False,NORMAL,partylist,412,384,18,10,0,0,0,1,0,0,1,1,0,50,1,104,6,0,0,1,0,5,0,0,0,0,0,0,122,0,0,2,5,0,1,0,0,0,0,0,4,0,0,63,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,384,0,0.0436893203883495,0.0242718446601941,0.9320388349514565,122.0,0.3177083333333333,0.046875,1.8257482318307143,97.33009708737865,False,True,UNUSUAL_VOTING_PATTERN,0,147,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,True,1,1,7
ควนขนุน,พนางตุง,2,constituency,election_day,352,336,10,6,106,2,12,198,18,0,0,336,0,0.0284090909090909,0.0170454545454545,0.9545454545454546,198.0,0.5892857142857143,0.2738095238095238,0.9818930592069424,,False,98.23863636363636,False,False,NORMAL,partylist,352,326,22,4,0,1,0,0,2,0,0,0,1,47,0,94,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,2,1,0,0,0,0,0,0,2,1,0,48,6,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,326,0,0.0625,0.0113636363636363,0.9261363636363636,110.0,0.3374233128834356,0.0490797546012269,1.7013912431413405,96.64772727272728,False,True,UNUSUAL_VOTING_PATTERN,0,148,7.7777536,100.1167953,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,True,1,1,7
ควนขนุน,พนางตุง,7,constituency,election_day,483,464,11,8,23,2,15,412,10,0,2,464,0,0.0227743271221532,0.0165631469979296,0.9606625258799172,412.0,0.8879310344827587,0.8383620689655172,0.495063044538564,,False,98.53002070393374,True,True,UNUSUAL_VOTING_PATTERN,partylist,483,455,25,3,1,0,0,1,1,0,1,0,0,41,0,209,5,0,1,0,0,4,0,0,0,0,0,0,148,0,0,2,3,0,1,0,0,0,0,0,2,1,1,5,7,0,0,1,0,1,0,0,1,13,2,1,0,2,0,0,0,455,0,0.05175983436853,0.0062111801242236,0.9420289855072465,209.0,0.4593406593406593,0.134065934065934,1.536038048660175,97.287784679089,False,True,UNUSUAL_VOTING_PATTERN,0,153,7.767323999999999,100.08837,ศาลาประจำหมู่บ้านบ้านค่าย,True,1,1,-1
ควนขนุน,พนางตุง,10,constituency,election_day,632,609,16,7,85,8,42,443,26,4,1,609,0,0.0253164556962025,0.0110759493670886,0.9636075949367088,443.0,0.7274220032840722,0.5878489326765188,0.925857498143312,,False,98.5126582278481,False,False,NORMAL,partylist,632,592,31,9,0,3,1,0,0,0,3,0,0,60,1,338,10,0,0,0,0,3,1,2,0,0,0,1,102,0,0,0,7,1,1,0,0,0,0,0,5,0,4,28,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,2,581,11,0.0490506329113924,0.0142405063291139,0.9367088607594936,338.0,0.5709459459459459,0.3986486486486486,1.4616004991026554,75.40455011974,False,False,INCOMPLETE_DOCUMENT,0,156,7.789683200000001,100.0953331,โรงเรียนบ้านธรรมเถียร,True,1,1,-1
ควนขนุน,พนางตุง,13,constituency,election_day,510,485,16,9,152,3,24,266,37,0,3,485,0,0.0313725490196078,0.0176470588235294,0.9509803921568628,266.0,0.5484536082474227,0.2350515463917525,1.101037992519418,,False,98.07843137254902,False,False,NORMAL,partylist,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0,466,0,0.0666666666666666,0.0196078431372549,0.9137254901960784,161.0,0.3454935622317596,0.1094420600858369,1.7524258949438891,96.27450980392156,True,True,UNUSUAL_VOTING_PATTERN,0,159,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,True,1,1,-1
ควนขนุน,มะกอกเหนือ,2,constituency,election_day,93,92,0,1,14,1,3,66,8,0,0,92,0,0.0,0.010752688172043,0.989247311827957,66.0,0.717391304347826,0.5652173913043478,0.8979256989207716,,False,99.78494623655914,False,True,UNUSUAL_VOTING_PATTERN,partylist,93,90,1,2,0,0,0,0,0,0,0,0,0,15,0,36,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,90,0,0.010752688172043,0.021505376344086,0.967741935483871,36.0,0.4,0.1,1.5742856546614403,99.03225806451611,False,False,NORMAL,0,165,7.739052,100.0712741,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,True,1,0,12
