district,subdistrict,unit_index,form_type,vote_phase,latitude,longitude,latlong_location,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว
ป่าพะยอม,ป่าพะยอม,8,constituency,election_day,7.8654527,99.959434,ศาลาประจำหมู่บ้านบ้านไสกุน,571,553,8,10,145,2,74,310,21,0,1
ควนขนุน,พนมวังก์,1,constituency,election_day,7.6738819,100.0809748,ศาลาอเนกประสงค์บ้านเขานม (อบต.หลังเก่า),400,390,3,7,162,3,38,167,17,1,2
ควนขนุน,พนมวังก์,2,constituency,election_day,7.6920875,100.0469114,ศาลาประจำหมู่บ้านบ้านระหว่างควน,631,604,13,14,196,0,71,297,35,1,4
ควนขนุน,พนมวังก์,3,constituency,election_day,7.681553500000001,100.0052044,ศาลาประจำหมู่บ้านบ้านควนปริง,574,555,6,13,168,3,67,253,62,0,2
ควนขนุน,พนมวังก์,4,constituency,election_day,7.653512500000001,100.0357031,โรงเรียนทุ่งยางเปล,530,508,14,8,117,2,49,302,36,1,1
ควนขนุน,พนมวังก์,5,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านพนมวังก์,398,374,15,9,197,1,27,130,18,0,1
ควนขนุน,พนมวังก์,6,constituency,election_day,7.6731922,100.0191857,ศาลาประจำหมู่บ้านบ้านทุ่งขึงหนัง,628,607,6,15,173,2,44,350,38,0,0
ควนขนุน,พนมวังก์,7,constituency,election_day,7.688851199999999,100.0064228,ศาลาประจำหมู่บ้านบ้านไสยวน,516,491,8,17,139,4,93,215,36,1,3
ควนขนุน,พนมวังก์,8,constituency,election_day,7.697101200000001,100.0275755,ศาลาประจำหมู่บ้านบ้านเกาะอ้ายเฒ่า,551,530,13,8,192,4,47,255,27,2,3
ควนขนุน,พนางตุง,1,constituency,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,412,392,16,4,169,1,14,192,15,0,1
ควนขนุน,พนางตุง,2,constituency,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้าน หมู่ที่ 2 บ้านทะเลน้อย,352,336,10,6,106,2,12,198,18,0,0
ควนขนุน,พนางตุง,3,constituency,election_day,7.777721799999999,100.1033782,โรงเรียนควนพนางตุง,650,624,16,10,218,3,48,311,40,3,1
ควนขนุน,พนางตุง,4,constituency,election_day,7.7346142,100.1285201,ศาลาประจำหมู่บ้านบ้านชายคลอง,367,349,9,9,96,3,46,187,17,0,0
ควนขนุน,พนางตุง,5,constituency,election_day,7.7462876,100.1069393,ศาลาประจำหมู่บ้านบ้านท่าช้าง,659,645,10,4,203,3,35,368,29,4,3
ควนขนุน,พนางตุง,6,constituency,election_day,7.7615069,100.1367166,ศาลาประจำหมู่บ้านบ้านไสคลิ้ง,680,655,17,8,186,8,22,417,21,0,1
ควนขนุน,พนางตุง,7,constituency,election_day,7.767323999999999,100.08837,ศาลาประจำหมู่บ้านบ้านค่าย,483,464,11,8,23,2,15,412,10,0,2
ควนขนุน,พนางตุง,8,constituency,election_day,7.7801171,100.0898175,ที่ทำการกำนันตำบลพนางตุง,726,696,21,9,246,0,56,361,31,2,0
ควนขนุน,พนางตุง,9,constituency,election_day,7.734145599999999,100.0256023,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,166,163,0,3,49,2,8,96,2,0,6
ควนขนุน,พนางตุง,10,constituency,election_day,7.789683200000001,100.0953331,โรงเรียนบ้านธรรมเถียร,632,609,16,7,85,8,42,443,26,4,1
ควนขนุน,พนางตุง,11,constituency,election_day,7.7781796,100.118286,ศาลาประจำหมู่บ้านบ้านไทรงาม,338,328,4,6,86,2,24,205,10,1,0
ควนขนุน,พนางตุง,12,constituency,election_day,7.7615069,100.1367166,ศาลาเฉลิมพระเกียรติบ้านปากห้วย,548,525,17,6,112,2,24,365,19,0,3
ควนขนุน,พนางตุง,13,constituency,election_day,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,510,485,16,9,152,3,24,266,37,0,3
ควนขนุน,มะกอกเหนือ(เทศบาล),1,constituency,election_day,7.7391571,100.0863987,วัดประดู่เรียง,400,389,6,5,56,0,33,276,22,1,1
ควนขนุน,มะกอกเหนือ(เทศบาล),2,constituency,election_day,7.7416636,100.0695367,อาคารศูนย์ออกกำลังกาย (Fitness) ทต.มะกอกเหนือ,307,296,1,10,67,0,36,174,17,0,2
ควนขนุน,มะกอกเหนือ(เทศบาล),3,constituency,election_day,7.736405899999999,100.0686586,อาคารอเนกประสงค์(ข้างศูนย์พัฒนาเด็กเล็กบ้านปากคลอง),374,359,5,10,72,6,49,198,33,0,1
ควนขนุน,มะกอกเหนือ(เทศบาล),4,constituency,election_day,7.7416636,100.0695367,ศาลาเฉลิมพระเกียรติ ร.9,229,222,5,2,67,0,14,131,10,0,0
ควนขนุน,มะกอกเหนือ,1,constituency,election_day,7.7409914,100.0858852,โรงอาหารโรงเรียนประดู่เรียง,478,458,9,11,95,5,60,263,33,0,2
ควนขนุน,มะกอกเหนือ,2,constituency,election_day,7.739052,100.0712741,ศาลาประจำหมู่บ้านบ้านปากคลองเก่า,93,92,0,1,14,1,3,66,8,0,0
ควนขนุน,มะกอกเหนือ,3,constituency,election_day,7.7544444,100.0663889,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,113,107,1,5,40,0,12,53,2,0,0
ควนขนุน,มะกอกเหนือ,4,constituency,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,259,254,1,4,83,2,15,133,19,1,1
ควนขนุน,มะกอกเหนือ,5,constituency,election_day,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านนาสวน,461,441,9,11,243,1,49,110,30,0,8
ควนขนุน,มะกอกเหนือ,6,constituency,election_day,7.734133699999999,100.0518935,ศาลาเอนกประสงค์โรงเรียนวัดบ้านสวน,477,452,11,14,189,2,58,162,31,0,10
ควนขนุน,มะกอกเหนือ,7,constituency,election_day,7.7335541,100.051063,ศาลาการเปรียญวัดบ้านสวน,485,472,1,12,169,5,73,177,40,1,7
ควนขนุน,มะกอกเหนือ,8,constituency,election_day,7.713126,100.086706,วัดมะกอกเหนือ,420,409,3,8,117,1,41,225,21,1,3
ควนขนุน,มะกอกเหนือ,9,constituency,election_day,7.755263100000001,100.0397776,ศาลาประจำหมู่บ้านบ้านดอนศาลา,413,400,8,5,188,4,41,137,24,1,5
ควนขนุน,มะกอกเหนือ,10,constituency,election_day,7.7416636,100.0695367,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,162,156,3,3,78,1,18,43,15,0,1
ป่าพะยอม,ลานข่อย,1,constituency,election_day,7.8872993,99.8553365,ศาลาประจำหมู่บ้านบ้านลานข่อย,328,312,9,7,111,0,35,135,27,2,2
ป่าพะยอม,ลานข่อย,2,constituency,election_day,7.8875764,99.87482,ศาลาการเปรียญวัดลานข่อย,438,424,10,4,155,1,53,186,28,0,1
ป่าพะยอม,ลานข่อย,3,constituency,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยหลุด,361,350,4,7,131,0,23,174,19,3,0
ป่าพะยอม,ลานข่อย,4,constituency,election_day,,,ศาลาเฉลิมพระเกียรติบ้านห้วยหลุด,355,343,6,6,118,2,34,178,9,2,0
ป่าพะยอม,ลานข่อย,5,constituency,election_day,7.8808168,99.8327582,ศาลาประจำหมู่บ้านบ้านทุ่งชุมพล,365,354,8,3,141,0,40,155,12,5,1
ป่าพะยอม,ลานข่อย,6,constituency,election_day,7.8825675,99.8193892,ศาลาการเปรียญวัดทุ่งชุมพล,364,350,9,5,152,0,32,144,22,0,0
ป่าพะยอม,ลานข่อย,7,constituency,election_day,7.821256099999999,99.8794744,ศาลาประจำหมู่บ้านบ้านห้วยเรียน,628,598,8,22,247,4,72,246,29,0,0
ป่าพะยอม,ลานข่อย,8,constituency,election_day,7.852371,99.797831,ศาลาประจำหมู่บ้านบ้านถ้ำลา,361,341,13,7,169,2,54,103,11,0,2
ป่าพะยอม,ลานข่อย,9,constituency,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านมาดนั่ง,513,499,12,2,195,3,57,219,23,0,2
ป่าพะยอม,ลานข่อย,10,constituency,election_day,7.8684401,99.902977,ศาลาประจำหมู่บ้านบ้านห้วยศรีเกษร,507,491,4,12,156,1,51,255,27,1,0
ป่าพะยอม,ลานข่อย,11,constituency,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านห้วยรำพึง,342,327,6,9,137,2,58,114,16,0,0
ป่าพะยอม,ลานข่อย,12,constituency,election_day,7.8553141,99.8013351,ศาลาประจำหมู่บ้านบ้านควนยาว,595,581,7,7,268,2,51,243,17,0,0
ศรีนครินทร์,ลำสินธ์ุ,1,constituency,election_day,7.565728799999999,99.9318053,ศาลาประจำหมู่บ้านบ้านคลองหมวย,561,534,8,19,259,2,79,140,53,1,0
ศรีนครินทร์,ลำสินธ์ุ,2,constituency,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านสวนหมาก,399,388,10,1,164,0,27,179,17,1,0
ศรีนครินทร์,ลำสินธ์ุ,3,constituency,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์,536,511,20,5,257,1,34,183,33,1,2
ศรีนครินทร์,ลำสินธ์ุ,4,constituency,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านห้วยทำผัง,221,214,3,4,122,0,16,71,4,1,0
ศรีนครินทร์,ลำสินธ์ุ,5,constituency,election_day,7.507218399999999,99.9070129,ศาลาประจำหมู่บ้านบ้านโหล๊ะไฟ,417,400,7,10,189,1,44,148,11,1,6
ศรีนครินทร์,ลำสินธ์ุ,6,constituency,election_day,7.501031,99.9085119,ศาลาประจำหมู่บ้านบ้านโตน,591,568,20,3,261,3,74,195,30,2,3
ศรีนครินทร์,ลำสินธ์ุ,7,constituency,election_day,7.508669999999999,99.921707,ศาลาประจำหมู่บ้านบ้านขาม,604,587,15,2,278,2,34,257,15,0,1
ศรีนครินทร์,ลำสินธ์ุ,8,constituency,election_day,7.533063,99.937284,ศาลาประจำหมู่บ้านบ้านลำสินธุ์เหนือ,563,544,11,8,255,0,49,194,43,2,1
ศรีนครินทร์,ลำสินธ์ุ,9,constituency,election_day,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,233,225,7,1,100,0,10,105,9,0,1
กงหรา2,สมหวัง,1,constituency,election_day,7.5077431,100.0024084,ศาลาประจำหมู่บ้านบ้านคลองลำ,316,302,8,6,137,2,32,111,19,1,0
กงหรา2,สมหวัง,2,constituency,election_day,7.5077431,100.0024084,ศาลาประชาร่วมใจ (ช่องเตย),665,625,23,17,221,3,109,256,33,1,2
กงหรา2,สมหวัง,3,constituency,election_day,7.52108,100.008,ศาลาประจำหมู่บ้านบ้านสมหวังตก,396,379,13,4,121,1,46,189,22,0,0
กงหรา2,สมหวัง,4,constituency,election_day,7.5076504,99.9837692,โรงเรียนวัดหวัง,358,332,20,6,88,0,60,166,16,1,1
กงหรา2,สมหวัง,5,constituency,election_day,7.507084499999999,99.9848915,ศาลาการเปรียญวัดสมหวัง,413,392,9,12,135,2,48,175,29,0,3
กงหรา2,สมหวัง,6,constituency,election_day,7.4978326,100.015403,ศาลาประจำหมู่บ้านบ้านไสคุณเปลือย,374,345,20,9,176,4,56,68,38,0,3
กงหรา2,สมหวัง,7,constituency,election_day,7.4922222,100.0025,ศาลาประจำหมู่บ้านบ้านพรุนาแด้,427,411,12,4,198,0,50,135,25,2,1
กงหรา2,สมหวัง,8,constituency,election_day,7.550502400000001,100.0024084,ศาลาประจำหมู่บ้านบ้านทุ่งเลียบ,197,186,4,7,83,0,36,61,5,0,1
ศรีนครินทร์,อ่างทอง,1,constituency,election_day,7.5629896,99.9241575,ศาลาประจำหมู่บ้านบ้านประดู่,450,439,7,4,159,0,21,240,19,0,0
ศรีนครินทร์,อ่างทอง,2,constituency,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านสวนหลวง,379,363,7,9,89,0,47,199,27,0,1
ศรีนครินทร์,อ่างทอง,3,constituency,election_day,7.5564909,99.9744535,ศาลาประจำหมู่บ้านบ้านอ่างทอง,498,468,20,10,134,1,52,254,26,1,0
ศรีนครินทร์,อ่างทอง,4,constituency,election_day,7.5505741,99.9603319,ศาลาอเนกประสงค์บ้านโหล๊ะหนุน,538,530,1,7,84,2,31,396,15,1,1
ศรีนครินทร์,อ่างทอง,5,constituency,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านปากแพรก,300,290,8,2,128,0,18,132,12,0,0
ศรีนครินทร์,อ่างทอง,6,constituency,election_day,7.5629896,99.9241575,ศาลาประจำหมู่บ้านบ้านเกาะเหรียง,223,214,8,1,59,1,24,122,7,1,0
ศรีนครินทร์,อ่างทอง,7,constituency,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านต้นตอ,299,285,6,8,138,0,29,98,17,0,3
ศรีนครินทร์,อ่างทอง,8,constituency,election_day,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านเกาะขัน,250,242,6,2,130,0,20,82,10,0,0
ป่าพะยอม,เกาะเต่า,1,constituency,election_day,7.8113025,99.8459774,ศาลาประจำหมู่บ้านบ้านไร่เจ็ดสิบ,530,511,16,3,191,6,24,267,20,3,0
ป่าพะยอม,เกาะเต่า,2,constituency,election_day,7.8554397,99.9101915,ศาลาประจำหมู่บ้านบ้านห้วยกรวด,334,325,4,5,88,2,42,178,15,0,0
ป่าพะยอม,เกาะเต่า,3,constituency,election_day,7.791444299999999,99.8295765,ศาลาประจำหมู่บ้านบ้านบางหล่อ,339,329,3,7,89,2,28,191,18,1,0
ป่าพะยอม,เกาะเต่า,4,constituency,election_day,7.791444299999999,99.8295765,ศูนย์สาธิตการตลาดบ้านบางหล่อ,556,539,4,13,139,5,32,329,33,0,1
ป่าพะยอม,เกาะเต่า,5,constituency,election_day,7.8265429,99.8689005,ศาลาประจำหมู่บ้านบ้านคลองใหญ่,381,369,9,3,84,3,54,202,21,1,4
ป่าพะยอม,เกาะเต่า,6,constituency,election_day,8.3516844,93.8758413,โรงเรียนวัดคลองใหญ่,411,395,3,13,101,1,41,226,25,1,0
ป่าพะยอม,เกาะเต่า,7,constituency,election_day,7.8321524,99.8957282,ศาลาประจำหมู่บ้านบ้านไสเลียบ,352,343,4,5,57,1,56,205,22,2,0
ป่าพะยอม,เกาะเต่า,8,constituency,election_day,7.8321524,99.8957282,ศูนย์เรียนรู้บ้านไสเลียบ,500,486,8,6,92,3,58,301,30,0,2
ป่าพะยอม,เกาะเต่า,9,constituency,election_day,7.77781,99.8342437,ศาลาประจำหมู่บ้านบ้านปากเหมือง,424,406,8,10,124,2,21,235,22,1,1
ป่าพะยอม,เกาะเต่า,10,constituency,election_day,7.7700709,99.8878507,ศาลาประจำหมู่บ้านบ้านประชาสามัคคี,380,369,6,5,111,26,25,175,31,1,0
ป่าพะยอม,เกาะเต่า,11,constituency,election_day,7.784332600000001,99.8515593,ศาลาประจำหมู่บ้านบ้านหนำวัว,503,488,4,11,109,9,27,312,30,0,1
ป่าพะยอม,เกาะเต่า,12,constituency,election_day,7.849026500000001,99.8403959,ศาลาประจำหมู่บ้านบ้านควนตะแบก,579,558,11,10,163,3,65,281,42,0,4
ป่าพะยอม,เกาะเต่า,13,constituency,election_day,7.819731300000001,99.9013657,ศาลาประจำหมู่บ้านบ้านห้วยปริง,658,638,9,11,250,5,34,321,24,1,3
ป่าพะยอม,เกาะเต่า,14,constituency,election_day,7.8504642,99.8934354,ศาลาประจำหมู่บ้านบ้านเกาะยวน,493,477,5,11,134,1,62,258,22,0,0
ป่าพะยอม,เกาะเต่า,15,constituency,election_day,7.76993,99.835768,ศาลาประจำหมู่บ้านบ้านห้วยไม้ไผ่,600,585,9,6,171,7,52,319,35,0,1
ป่าพะยอม,เกาะเต่า,16,constituency,election_day,7.838677,99.863101,ศาลาประจำหมู่บ้านบ้านนา,371,356,6,9,119,7,56,156,12,2,4
ป่าพะยอม,เกาะเต่า,17,constituency,election_day,,,ศาลาอเนกประสงค์บ้านเหนือ,380,362,9,9,154,2,42,141,21,1,1
ศรีบรรพต,เขาปู่,1,constituency,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านหน้าวัด หมู่ที่ 1,359,340,9,10,86,6,35,183,27,1,2
ศรีบรรพต,เขาปู่,2,constituency,election_day,7.664779900000001,99.8385881,ศาลาประจำหมู่บ้าน บ้านใสประดู่ หมู่ที่ 2,494,464,15,15,174,1,58,192,38,0,1
ศรีบรรพต,เขาปู่,3,constituency,election_day,7.729098599999999,99.8041245,ศาลาประจำหมู่บ้าน บ้านควนลม หมู่ที่ 3,198,181,4,13,36,0,16,120,9,0,0
ศรีบรรพต,เขาปู่,4,constituency,election_day,7.7451902,99.8041245,ศาลาประจำหมู่บ้าน บ้านทุ่งยูง หมู่ที่ 4,298,282,8,8,57,2,22,185,14,1,1
ศรีบรรพต,เขาปู่,5,constituency,election_day,7.717472799999999,99.8431866,ศาลาประจำหมู่บ้าน บ้านด่าน หมู่ที่ 5,253,233,3,17,70,4,27,119,9,0,4
ศรีบรรพต,เขาปู่,6,constituency,election_day,7.7169567,99.8655158,ศาลาประจำหมู่บ้าน บ้านเหรียงงาม หมู่ที่ 6,499,478,10,11,149,4,38,245,40,2,0
ศรีบรรพต,เขาปู่,7,constituency,election_day,7.741928,99.8292338,ศาลาประจำหมู่บ้าน บ้านเขาป้าแหร้ หมู่ที่ 7,361,349,6,6,98,3,15,218,12,2,1
ศรีบรรพต,เขาปู่,8,constituency,election_day,7.699030199999999,99.8292338,ศาลาประจำหมู่บ้าน บ้านป่าตอ หมู่ที่ 8,435,412,10,13,117,5,65,198,22,2,3
ศรีบรรพต,เขาปู่,9,constituency,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านในวัง หมู่ที่ 9,290,278,4,8,113,5,21,122,16,0,1
ศรีบรรพต,เขาปู่,10,constituency,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านโหล๊ะปราง หมู่ที่ 10,283,278,2,3,35,0,29,200,14,0,0
ศรีบรรพต,เขาปู่,11,constituency,election_day,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านเขาปู่ หมู่ที่ 11,357,341,6,10,79,4,40,195,21,1,1
ศรีบรรพต,เขาย่า,1,constituency,election_day,7.728210699999999,99.9004167,ศาลาประจำหมู่บ้าน บ้านสำนักปราง หมู่ที่ 1,404,387,9,8,51,3,34,272,25,1,1
ศรีบรรพต,เขาย่า,2,constituency,election_day,7.747962100000001,99.9157776,ศาลาประจำหมู่บ้าน บ้านสะพานยาง หมู่ที่ 2,396,384,6,6,79,0,25,254,25,0,1
ศรีบรรพต,เขาย่า,3,constituency,election_day,7.7458666,99.890643,ศาลาประจำหมู่บ้าน บ้านม่วง หมู่ที่ 3,537,524,3,10,129,11,57,302,24,0,1
ศรีบรรพต,เขาย่า,4,constituency,election_day,7.7197137,99.9199675,ศาลาประจำหมู่บ้าน บ้านเขาย่าออก หมู่ที่ 4,474,456,11,7,117,2,36,280,21,0,0
ศรีบรรพต,เขาย่า,5,constituency,election_day,7.7576419,99.9032094,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดตกหมู่ที่ 5,451,439,8,4,91,1,49,271,26,0,1
ศรีบรรพต,เขาย่า,6,constituency,election_day,7.710689700000001,99.9046058,ศาลาประจำหมู่บ้าน บ้านเขาย่าตก หมู่ที่ 6,496,468,15,13,164,3,40,232,21,3,5
ศรีบรรพต,เขาย่า,7,constituency,election_day,7.729908200000001,99.8850586,ศาลาประจำหมู่บ้าน บ้านโพรงงู หมู่ที่ 7,552,511,18,23,164,3,43,266,32,0,3
ศรีบรรพต,เขาย่า,8,constituency,election_day,7.776026099999999,99.9199675,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดออก หมู่ที่ 8,537,520,8,9,150,21,71,248,27,1,2
ศรีบรรพต,เขาย่า,9,constituency,election_day,7.7206497,99.8865912,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,375,359,3,13,45,0,45,249,18,0,2
ศรีบรรพต,เขาย่า,10,constituency,election_day,7.737366799999999,99.9101915,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,446,428,13,5,93,0,33,287,15,0,0
ควนขนุน,แพรกหา,1,constituency,election_day,7.666126299999999,100.0230734,ศาลาประจำหมู่บ้านบ้านม่วงเตี้ย,622,609,8,5,137,1,43,389,39,0,0
ควนขนุน,แพรกหา,2,constituency,election_day,7.6506734,99.988483,ศาลาประจำหมู่บ้านบ้านไสขาม,346,331,4,11,101,8,54,152,12,2,2
ควนขนุน,แพรกหา,3,constituency,election_day,7.6503234,99.9875214,ศาลาประจำหมู่บ้านบ้านแพรกหา,575,548,7,20,178,2,67,255,39,3,4
ควนขนุน,แพรกหา,4,constituency,election_day,7.6641667,100.0083333,ศาลา อพป.บ้านเขาโต๊ะบุญ,680,651,16,13,229,2,45,333,41,0,1
ควนขนุน,แพรกหา,5,constituency,election_day,7.6511029,100.0082279,ศาลาประจำหมู่บ้านบ้านเขาพังอิฐ,677,648,17,12,209,0,69,326,44,0,0
ควนขนุน,แพรกหา,6,constituency,election_day,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านเขาป้าเจ้,417,403,6,8,61,2,57,247,31,3,2
ควนขนุน,แพรกหา,7,constituency,election_day,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านไสหยี,434,421,9,4,154,0,35,204,28,0,0
ควนขนุน,แพรกหา,8,constituency,election_day,7.674832,100.003384,ศาลาประจำหมู่บ้านบ้านควนน้อย,385,366,5,14,74,2,49,221,18,2,0
ควนขนุน,แหลมโตนด,1,constituency,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านกองเกวียน,512,494,16,2,263,3,54,151,20,1,2
ควนขนุน,แหลมโตนด,2,constituency,election_day,7.812371,100.049519,ศาลาประจำหมู่บ้านบ้านแหลมโตนด,386,371,11,4,132,20,37,171,11,0,0
ควนขนุน,แหลมโตนด,3,constituency,election_day,7.838152273124791,100.0744355760674,ศาลาประจำหมู่บ้านบ้านมาบเนียน,326,312,10,4,110,4,16,165,15,0,2
ควนขนุน,แหลมโตนด,4,constituency,election_day,7.838233,100.0031462,ศาลาประจำหมู่บ้านบ้านเตง(โคกถิน),590,559,18,13,161,2,46,314,29,2,5
ควนขนุน,แหลมโตนด,5,constituency,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านหนองสามก้อน,305,292,4,9,126,7,33,115,11,0,0
ควนขนุน,แหลมโตนด,6,constituency,election_day,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านทุ่งใน,224,213,10,1,133,6,23,47,3,1,0
ควนขนุน,แหลมโตนด,7,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนลาน,323,314,6,3,103,5,29,169,8,0,0
ควนขนุน,แหลมโตนด,8,constituency,election_day,7.828554299999999,100.0247788,ศาลประจำหมู่บ้านบ้านเสือสะอาด,276,263,8,5,116,8,16,106,14,2,1
ควนขนุน,แหลมโตนด,9,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านในตลาด,232,228,1,3,72,28,43,75,6,1,3
ควนขนุน,โตนดด้วน,1,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสคำ,262,250,3,9,37,2,21,168,8,1,13
ควนขนุน,โตนดด้วน,2,constituency,election_day,7.713701899999998,100.0255558,ศาลาประจำหมู่บ้านบ้านโคกโดน,596,579,8,9,158,2,39,345,30,2,3
ควนขนุน,โตนดด้วน,3,constituency,election_day,7.7243442,100.0433388,ศาลาประจำหมู่บ้านบ้านหนองฟ้าผ่า,246,234,7,5,49,0,28,140,15,1,1
ควนขนุน,โตนดด้วน,4,constituency,election_day,7.7285293,100.0221358,ศาลาประจำหมู่บ้านบ้านป่าตอ,231,221,4,6,41,1,20,141,16,1,1
ควนขนุน,โตนดด้วน,5,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านวังจระเข้,558,546,4,8,122,4,43,348,24,2,3
ควนขนุน,โตนดด้วน,6,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านหนักกุล,226,216,3,7,79,1,10,117,9,0,0
ควนขนุน,โตนดด้วน,7,constituency,election_day,7.691745399999999,100.0315103,ศาลาประจำหมู่บ้านบ้านโคกโพธิ์,705,675,13,17,129,3,51,448,43,1,0
ควนขนุน,โตนดด้วน,8,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสโดน,341,332,6,3,56,0,11,247,17,0,1
ควนขนุน,โตนดด้วน,9,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านโตนดด้วน หมู่ที่ 9,431,408,10,13,128,3,30,213,32,1,1
ควนขนุน,โตนดด้วน,10,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านตีนคลอง,280,266,6,8,103,0,24,127,8,1,3
ควนขนุน,โตนดด้วน,11,constituency,election_day,7.7160528,100.0191857,ศาลาประจำหมู่บ้าน หมู่ที่ 11 บ้านไสเหรียง,374,363,4,7,24,1,24,295,17,1,1
,,1,constituency,out_of_district_advance,,,,765,695,6,64,91,18,88,197,286,7,8
,,2,constituency,out_of_district_advance,,,,761,689,11,61,114,19,101,211,233,5,6
,,3,constituency,out_of_district_advance,,,,765,719,15,31,96,17,85,257,248,6,10
,,4,constituency,out_of_district_advance,,,,520,475,5,40,60,9,65,172,159,5,5
,,5,constituency,out_of_district_advance,,,,765,705,11,49,101,13,88,214,276,3,10
,,6,constituency,out_of_district_advance,,,,763,692,12,59,116,15,98,209,238,5,11
,,7,constituency,out_of_district_advance,,,,765,705,10,50,98,11,74,217,298,5,2
,,8,constituency,out_of_district_advance,,,,765,692,11,62,95,19,92,229,241,7,9
,,9,constituency,out_of_district_advance,,,,765,687,13,65,100,9,77,221,268,8,4
,,10,constituency,out_of_district_advance,,,,770,699,13,58,125,17,91,220,230,5,11
,,1,constituency,in_district_advance,,,,9,9,0,0,3,0,1,5,0,0,0
