district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,validation_error,has_validation_error,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
ศรีบรรพต,เขาย่า,8,constituency,election_day,537,520,8,9,150,21,71,248,27,1,2,520,0,0.0148975791433892,0.0167597765363128,0.968342644320298,248.0,0.4769230769230769,0.1884615384615384,1.30020428202025,,False,98.91992551210429,False,False,NORMAL,246,7.776026099999999,99.9199675,ศาลาประจำหมู่บ้าน บ้านโหล๊ะเร็ดออก หมู่ที่ 8,False,0,0,-1
ศรีบรรพต,เขาย่า,9,constituency,election_day,375,359,3,13,45,0,45,249,18,0,2,359,0,0.008,0.0346666666666666,0.9573333333333334,249.0,0.6935933147632312,0.5682451253481894,0.9533547525487474,,False,98.90666666666668,False,True,UNUSUAL_VOTING_PATTERN,247,7.7206497,99.8865912,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,True,1,2,-1
ศรีบรรพต,เขาย่า,10,constituency,election_day,446,428,13,5,93,0,33,287,15,0,0,428,0,0.0291479820627802,0.0112107623318385,0.9596412556053812,287.0,0.6705607476635514,0.4532710280373832,0.9147104588266776,,False,98.31838565022422,False,False,NORMAL,248,7.737366799999999,99.9101915,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,False,0,3,-1
ควนขนุน,แพรกหา,1,constituency,election_day,622,609,8,5,137,1,43,389,39,0,0,609,0,0.0128617363344051,0.0080385852090032,0.9790996784565916,389.0,0.638752052545156,0.4137931034482758,0.9955945227510988,,False,99.19614147909968,False,False,NORMAL,249,7.666126299999999,100.0230734,ศาลาประจำหมู่บ้านบ้านม่วงเตี้ย,False,0,0,-1
ควนขนุน,แพรกหา,2,constituency,election_day,346,331,4,11,101,8,54,152,12,2,2,331,0,0.0115606936416184,0.0317919075144508,0.9566473988439308,152.0,0.459214501510574,0.1540785498489426,1.287347527228403,,False,98.78612716763006,False,False,NORMAL,250,7.6506734,99.988483,ศาลาประจำหมู่บ้านบ้านไสขาม,False,0,1,-1
ควนขนุน,แพรกหา,3,constituency,election_day,575,548,7,20,178,2,67,255,39,3,4,548,0,0.0121739130434782,0.0347826086956521,0.9530434782608695,255.0,0.4653284671532847,0.1405109489051094,1.2511652607851602,,False,98.69565217391305,False,False,NORMAL,251,7.6503234,99.9875214,ศาลาประจำหมู่บ้านบ้านแพรกหา,False,0,1,-1
ควนขนุน,แพรกหา,4,constituency,election_day,680,651,16,13,229,2,45,333,41,0,1,651,0,0.0235294117647058,0.0191176470588235,0.9573529411764706,333.0,0.511520737327189,0.1597542242703533,1.0969791520195222,,False,98.44117647058825,False,False,NORMAL,252,7.6641667,100.0083333,ศาลา อพป.บ้านเขาโต๊ะบุญ,False,0,1,19
ควนขนุน,แพรกหา,5,constituency,election_day,677,648,17,12,209,0,69,326,44,0,0,648,0,0.0251107828655834,0.017725258493353,0.9571639586410636,326.0,0.5030864197530864,0.1805555555555555,1.131708446821709,,False,98.38995568685375,False,False,NORMAL,253,7.6511029,100.0082279,ศาลาประจำหมู่บ้านบ้านเขาพังอิฐ,False,0,1,19
ควนขนุน,แพรกหา,6,constituency,election_day,417,403,6,8,61,2,57,247,31,3,2,403,0,0.014388489208633,0.0191846522781774,0.9664268585131894,247.0,0.6129032258064516,0.4615384615384615,1.1489162739676877,,False,98.8968824940048,False,False,NORMAL,254,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านเขาป้าเจ้,False,0,3,19
ควนขนุน,แพรกหา,7,constituency,election_day,434,421,9,4,154,0,35,204,28,0,0,421,0,0.02073732718894,0.0092165898617511,0.9700460829493088,204.0,0.4845605700712589,0.1187648456057007,1.10599129460173,,False,98.77880184331798,False,False,NORMAL,255,7.6520326,100.0080005,ศาลาประจำหมู่บ้านบ้านไสหยี,False,0,0,19
ควนขนุน,แพรกหา,8,constituency,election_day,385,366,5,14,74,2,49,221,18,2,0,366,0,0.0129870129870129,0.0363636363636363,0.9506493506493506,221.0,0.6038251366120219,0.4016393442622951,1.1021053309305375,,False,98.6233766233766,False,False,NORMAL,256,7.674832,100.003384,ศาลาประจำหมู่บ้านบ้านควนน้อย,False,0,3,19
ควนขนุน,แหลมโตนด,1,constituency,election_day,512,494,16,2,263,3,54,151,20,1,2,494,0,0.03125,0.00390625,0.96484375,263.0,0.5323886639676113,0.2267206477732793,1.1355564057820913,,False,98.359375,False,False,NORMAL,257,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านกองเกวียน,False,0,1,20
ควนขนุน,แหลมโตนด,2,constituency,election_day,386,371,11,4,132,20,37,171,11,0,0,371,0,0.0284974093264248,0.0103626943005181,0.961139896373057,171.0,0.4609164420485175,0.105121293800539,1.2163374313862654,,False,98.3678756476684,False,False,NORMAL,258,7.812371,100.049519,ศาลาประจำหมู่บ้านบ้านแหลมโตนด,False,0,1,-1
ควนขนุน,แหลมโตนด,3,constituency,election_day,326,312,10,4,110,4,16,165,15,0,2,312,0,0.0306748466257668,0.0122699386503067,0.9570552147239264,165.0,0.5288461538461539,0.1762820512820513,1.090927906371243,,False,98.22085889570552,False,False,NORMAL,259,7.838152273124791,100.0744355760674,ศาลาประจำหมู่บ้านบ้านมาบเนียน,False,0,1,-1
ควนขนุน,แหลมโตนด,4,constituency,election_day,590,559,18,13,161,2,46,314,29,2,5,559,0,0.0305084745762711,0.0220338983050847,0.947457627118644,314.0,0.5617173524150268,0.2737030411449016,1.123994979541134,,False,98.03389830508476,False,False,NORMAL,260,7.838233,100.0031462,ศาลาประจำหมู่บ้านบ้านเตง(โคกถิน),False,0,1,-1
ควนขนุน,แหลมโตนด,5,constituency,election_day,305,292,4,9,126,7,33,115,11,0,0,292,0,0.0131147540983606,0.0295081967213114,0.9573770491803278,126.0,0.4315068493150685,0.0376712328767123,1.1890083104524494,,False,98.75409836065572,False,False,NORMAL,261,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านหนองสามก้อน,False,0,1,20
ควนขนุน,แหลมโตนด,6,constituency,election_day,224,213,10,1,133,6,23,47,3,1,0,213,0,0.0446428571428571,0.0044642857142857,0.9508928571428572,133.0,0.6244131455399061,0.4037558685446009,1.0536107949037483,,False,97.67857142857144,False,True,UNUSUAL_VOTING_PATTERN,262,7.828554299999999,100.0247788,ศาลาประจำหมู่บ้านบ้านทุ่งใน,True,1,3,20
ควนขนุน,แหลมโตนด,7,constituency,election_day,323,314,6,3,103,5,29,169,8,0,0,314,0,0.0185758513931888,0.0092879256965944,0.9721362229102168,169.0,0.5382165605095541,0.2101910828025477,1.078487668790837,,False,98.88544891640868,False,False,NORMAL,263,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนลาน,False,0,0,2
ควนขนุน,แหลมโตนด,8,constituency,election_day,276,263,8,5,116,8,16,106,14,2,1,263,0,0.0289855072463768,0.0181159420289855,0.9528985507246376,116.0,0.4410646387832699,0.0380228136882129,1.2182716937396425,,False,98.18840579710144,False,False,NORMAL,264,7.828554299999999,100.0247788,ศาลประจำหมู่บ้านบ้านเสือสะอาด,False,0,1,20
ควนขนุน,แหลมโตนด,9,constituency,election_day,232,228,1,3,72,28,43,75,6,1,3,228,0,0.0043103448275862,0.0129310344827586,0.9827586206896552,75.0,0.3289473684210526,0.0131578947368421,1.4784189007725077,,False,99.52586206896552,True,True,UNUSUAL_VOTING_PATTERN,265,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านในตลาด,True,1,0,2
ควนขนุน,โตนดด้วน,1,constituency,election_day,262,250,3,9,37,2,21,168,8,1,13,250,0,0.0114503816793893,0.0343511450381679,0.9541984732824428,168.0,0.672,0.524,1.0825367144969094,,False,98.74045801526718,False,False,NORMAL,266,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสคำ,False,0,3,0
ควนขนุน,โตนดด้วน,2,constituency,election_day,596,579,8,9,158,2,39,345,30,2,3,579,0,0.0134228187919463,0.0151006711409395,0.971476510067114,345.0,0.5958549222797928,0.3229706390328152,1.064418038313505,,False,99.02684563758388,False,False,NORMAL,267,7.713701899999998,100.0255558,ศาลาประจำหมู่บ้านบ้านโคกโดน,False,0,0,0
ควนขนุน,โตนดด้วน,3,constituency,election_day,246,234,7,5,49,0,28,140,15,1,1,234,0,0.0284552845528455,0.0203252032520325,0.951219512195122,140.0,0.5982905982905983,0.3888888888888889,1.111510803074957,,False,98.17073170731707,False,False,NORMAL,268,7.7243442,100.0433388,ศาลาประจำหมู่บ้านบ้านหนองฟ้าผ่า,False,0,3,-1
ควนขนุน,โตนดด้วน,4,constituency,election_day,231,221,4,6,41,1,20,141,16,1,1,221,0,0.0173160173160173,0.0259740259740259,0.9567099567099568,141.0,0.6380090497737556,0.4524886877828054,1.0800284738927997,,False,98.6147186147186,False,False,NORMAL,269,7.7285293,100.0221358,ศาลาประจำหมู่บ้านบ้านป่าตอ,False,0,3,0
ควนขนุน,โตนดด้วน,5,constituency,election_day,558,546,4,8,122,4,43,348,24,2,3,546,0,0.007168458781362,0.014336917562724,0.978494623655914,348.0,0.6373626373626373,0.4139194139194139,1.0445800819834543,,False,99.3548387096774,False,False,NORMAL,270,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านวังจระเข้,False,0,0,0
ควนขนุน,โตนดด้วน,6,constituency,election_day,226,216,3,7,79,1,10,117,9,0,0,216,0,0.0132743362831858,0.0309734513274336,0.9557522123893806,117.0,0.5416666666666666,0.1759259259259259,0.99953024637769,,False,98.71681415929204,False,False,NORMAL,271,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านหนักกุล,False,0,0,0
ควนขนุน,โตนดด้วน,7,constituency,election_day,705,675,13,17,129,3,51,448,43,1,0,675,0,0.0184397163120567,0.0241134751773049,0.9574468085106383,448.0,0.6637037037037037,0.4725925925925926,0.992618294732771,,False,98.59574468085108,False,False,NORMAL,272,7.691745399999999,100.0315103,ศาลาประจำหมู่บ้านบ้านโคกโพธิ์,False,0,3,-1
ควนขนุน,โตนดด้วน,8,constituency,election_day,341,332,6,3,56,0,11,247,17,0,1,332,0,0.0175953079178885,0.0087976539589442,0.9736070381231672,247.0,0.7439759036144579,0.5753012048192772,0.8027853042236678,,False,98.9442815249267,False,False,NORMAL,273,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสโดน,False,0,3,0
ควนขนุน,โตนดด้วน,9,constituency,election_day,431,408,10,13,128,3,30,213,32,1,1,408,0,0.0232018561484918,0.0301624129930394,0.9466357308584686,213.0,0.5220588235294118,0.2083333333333333,1.160163222729459,,False,98.23665893271462,False,False,NORMAL,274,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านโตนดด้วน หมู่ที่ 9,False,0,1,0
ควนขนุน,โตนดด้วน,10,constituency,election_day,280,266,6,8,103,0,24,127,8,1,3,266,0,0.0214285714285714,0.0285714285714285,0.95,127.0,0.4774436090225564,0.0902255639097744,1.1143477866174611,,False,98.35714285714286,False,False,NORMAL,275,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านตีนคลอง,False,0,1,0
ควนขนุน,โตนดด้วน,11,constituency,election_day,374,363,4,7,24,1,24,295,17,1,1,363,0,0.0106951871657754,0.0187165775401069,0.9705882352941176,295.0,0.8126721763085399,0.7465564738292011,0.7198327493450053,,False,99.0909090909091,False,True,UNUSUAL_VOTING_PATTERN,276,7.7160528,100.0191857,ศาลาประจำหมู่บ้าน หมู่ที่ 11 บ้านไสเหรียง,True,1,2,0
