district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
กงหรา2,ชะรัด,8,partylist,election_day,617,592,15,10,0,1,0,0,3,0,2,0,0,69,1,359,6,0,1,0,0,5,1,0,0,1,0,0,99,0,2,1,5,2,1,0,0,0,0,0,2,2,1,8,4,0,0,0,0,1,2,1,2,7,0,1,0,1,1,0,0,592,0,0.0243111831442463,0.0162074554294975,0.959481361426256,359.0,0.606418918918919,0.4391891891891892,1.426023753798388,98.46029173419774,False,False,NORMAL,35,7.470731900000001,99.9856344,ศูนย์ถ่ายทอดเทคโนโลยีตำบลชะรัด,False,0,0,2
กงหรา2,ชะรัด,9,partylist,election_day,383,360,13,10,0,0,0,0,1,0,0,0,0,49,2,222,5,0,0,0,0,7,0,1,0,0,0,0,43,0,0,1,4,0,1,0,0,0,0,0,2,0,1,11,3,0,0,0,0,1,0,0,1,3,0,1,0,0,0,1,0,360,0,0.0339425587467362,0.0261096605744125,0.9399477806788512,222.0,0.6166666666666667,0.4805555555555555,1.4006039568308284,97.78067885117494,False,False,NORMAL,36,7.470731900000001,99.9856344,ศาลาประจำหมู่บ้านบ้านหูเล่,False,0,0,2
กงหรา2,ชะรัด,10,partylist,election_day,517,490,22,5,0,0,0,0,1,1,3,1,3,42,3,313,1,1,0,1,0,5,0,0,1,0,0,0,69,1,1,0,5,0,2,0,0,0,0,0,4,0,2,11,5,1,0,0,1,1,0,1,0,7,0,1,0,1,1,0,0,490,0,0.0425531914893617,0.0096711798839458,0.9477756286266924,313.0,0.6387755102040816,0.4979591836734693,1.4392173586157058,97.678916827853,False,False,NORMAL,37,7.470731900000001,99.9856344,ศาลาประจำหมู่บ้านบ้านสะพานแต้ว,False,0,0,2
ศรีนครินทร์,ชุมพล,1,partylist,election_day,645,596,25,24,0,0,0,0,0,0,3,0,1,89,1,341,3,0,0,1,0,7,0,0,0,2,1,1,63,0,3,3,7,0,2,0,2,0,0,0,2,1,2,35,8,2,0,1,1,2,0,0,5,2,0,3,1,0,0,1,0,596,0,0.0387596899224806,0.0372093023255813,0.924031007751938,341.0,0.5721476510067114,0.4228187919463087,1.6031429577096452,97.31782945736434,False,True,UNUSUAL_VOTING_PATTERN,38,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านชุมพล,True,1,1,3
ศรีนครินทร์,ชุมพล,2,partylist,election_day,345,328,12,5,1,1,1,0,0,0,1,0,1,45,1,212,4,0,0,0,0,6,0,0,0,0,1,0,15,0,1,1,2,0,0,0,0,0,0,0,2,0,0,19,5,2,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,328,0,0.0347826086956521,0.0144927536231884,0.9507246376811594,212.0,0.6463414634146342,0.5091463414634146,1.417224463072531,97.97101449275362,False,False,NORMAL,39,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านหนองปริง,False,0,0,3
ศรีนครินทร์,ชุมพล,3,partylist,election_day,363,339,16,8,0,2,0,1,0,0,0,0,0,71,0,153,5,0,2,0,0,4,1,1,0,1,0,0,30,0,2,2,7,0,0,0,0,1,0,2,1,0,1,37,7,1,0,1,0,1,0,0,2,1,0,0,0,2,0,0,0,339,0,0.0440771349862259,0.0220385674931129,0.9338842975206612,153.0,0.4513274336283185,0.2418879056047197,1.8186658092036336,97.35537190082644,False,True,UNUSUAL_VOTING_PATTERN,40,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองเสม็ด,True,1,1,4
ศรีนครินทร์,ชุมพล,4,partylist,election_day,418,375,19,24,1,6,2,0,0,0,13,1,1,66,1,85,5,0,0,1,0,11,0,0,0,3,0,0,45,3,3,8,8,0,0,1,0,2,0,0,24,0,0,38,18,1,0,0,0,0,1,0,1,23,0,0,0,2,0,1,0,375,0,0.0454545454545454,0.0574162679425837,0.8971291866028708,85.0,0.2266666666666666,0.0506666666666666,2.487130290516781,96.57894736842104,True,True,UNUSUAL_VOTING_PATTERN,41,7.5827562,99.9618832,ศาลาการเปรียญวัดลำกะ,True,1,1,-1
ศรีนครินทร์,ชุมพล,5,partylist,election_day,402,384,13,5,0,1,1,0,1,0,3,0,1,50,0,248,5,0,1,0,0,6,0,1,0,1,0,0,27,0,1,1,2,0,0,0,1,0,0,0,2,0,0,22,1,1,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,384,0,0.0323383084577114,0.0124378109452736,0.9552238805970148,248.0,0.6458333333333334,0.515625,1.3924827659039112,98.13432835820896,False,False,NORMAL,42,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านห้วยไทร,False,0,0,4
ศรีนครินทร์,ชุมพล,6,partylist,election_day,493,455,22,16,0,0,0,0,1,0,1,0,0,56,1,269,7,0,0,2,0,8,2,1,0,1,0,0,53,1,2,0,6,1,0,2,0,0,0,1,1,1,0,25,2,5,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,455,0,0.0446247464503042,0.0324543610547667,0.922920892494929,269.0,0.5912087912087912,0.4681318681318681,1.5476020755223812,97.11967545638946,False,True,UNUSUAL_VOTING_PATTERN,43,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านหนองหาญ (หนองโหล๊ะ),True,1,1,3
ศรีนครินทร์,ชุมพล,7,partylist,election_day,274,259,5,10,0,0,0,0,0,0,1,0,0,41,0,150,2,0,0,0,0,3,0,0,0,1,1,0,25,0,0,3,2,0,1,0,0,0,0,0,1,0,1,14,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,259,0,0.0182481751824817,0.0364963503649635,0.9452554744525548,150.0,0.5791505791505791,0.4208494208494208,1.4919036627891118,98.35766423357664,False,True,UNUSUAL_VOTING_PATTERN,44,7.6050041,99.9493424,ศาลาอเนกประสงค์บ้านทุ่งยวน,True,1,1,3
ศรีนครินทร์,ชุมพล,8,partylist,election_day,637,604,20,13,0,1,0,0,0,0,11,1,0,134,0,301,3,0,3,0,0,3,1,2,0,0,0,0,66,1,2,3,5,0,0,0,1,1,0,0,5,0,0,36,4,3,0,2,0,1,0,2,1,2,0,1,0,6,0,2,0,604,0,0.0313971742543171,0.0204081632653061,0.9481946624803768,301.0,0.4983443708609271,0.2764900662251656,1.6631130563409244,98.021978021978,False,False,NORMAL,45,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านควนดินสอ,False,0,1,3
ศรีนครินทร์,ชุมพล,9,partylist,election_day,290,274,9,7,0,0,0,0,1,0,0,0,1,35,0,176,3,0,1,0,0,2,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,1,0,1,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,274,0,0.0310344827586206,0.0241379310344827,0.9448275862068966,176.0,0.6423357664233577,0.5145985401459854,1.2531950748991334,97.96551724137932,False,False,NORMAL,46,7.650070299999999,99.9772486,ศาลาอเนกประสงค์บ้านสวนโหนด,False,0,0,-1
ศรีนครินทร์,ชุมพล,11,partylist,election_day,547,526,21,0,0,0,0,1,1,0,7,0,0,75,0,310,6,0,1,0,0,10,0,2,1,1,0,0,44,0,0,0,4,0,0,0,0,0,0,0,3,0,4,37,3,0,0,1,0,1,0,0,1,7,0,0,0,3,0,0,3,526,0,0.0383912248628884,0.0,0.9616087751371116,310.0,0.5893536121673004,0.4467680608365019,1.5334828212164322,98.08043875685556,False,False,NORMAL,48,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านลำกะ,False,0,0,3
ศรีนครินทร์,ชุมพล,12,partylist,election_day,244,224,11,9,0,1,0,0,0,0,0,1,0,35,0,118,3,0,0,0,0,7,0,1,0,1,0,0,20,0,1,1,2,0,1,0,0,0,0,0,0,0,1,22,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,224,0,0.0450819672131147,0.0368852459016393,0.918032786885246,118.0,0.5267857142857143,0.3705357142857143,1.642228166275038,97.00819672131148,False,True,UNUSUAL_VOTING_PATTERN,49,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านต้นธง,True,1,1,3
ศรีนครินทร์,ชุมพล,13,partylist,election_day,254,245,3,6,2,0,0,0,0,0,2,1,0,24,0,179,1,0,0,0,0,1,0,0,0,0,1,0,7,0,1,0,3,1,0,1,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,245,0,0.0118110236220472,0.0236220472440944,0.9645669291338582,179.0,0.7306122448979592,0.6326530612244898,1.1639447665869618,98.93700787401576,True,False,UNUSUAL_VOTING_PATTERN,50,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านนารา,True,1,0,4
ศรีนครินทร์,ชุมพล,14,partylist,election_day,275,260,10,5,0,0,0,0,1,0,1,0,0,28,0,166,2,0,1,1,0,3,0,0,0,0,0,0,20,0,3,4,0,0,0,0,0,0,1,0,3,0,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,260,0,0.0363636363636363,0.0181818181818181,0.9454545454545454,166.0,0.6384615384615384,0.5307692307692308,1.4087853503255314,97.81818181818184,False,False,NORMAL,51,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองโหรง,False,0,0,4
ศรีนครินทร์,ชุมพล,15,partylist,election_day,247,242,5,0,0,0,0,0,1,0,4,0,0,33,0,154,2,1,1,0,0,2,1,0,0,0,0,0,17,0,0,1,1,0,0,1,0,0,0,0,2,1,1,14,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,242,0,0.020242914979757,0.0,0.979757085020243,154.0,0.6363636363636364,0.5,1.4013890602165808,98.98785425101217,False,False,NORMAL,52,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านชุมทอง,False,0,0,3
ควนขนุน,ดอนทราย,1,partylist,election_day,206,202,2,2,0,1,0,0,1,0,0,0,0,27,0,105,1,0,0,0,0,0,1,1,0,0,0,0,42,0,0,1,3,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,202,0,0.0097087378640776,0.0097087378640776,0.9805825242718448,105.0,0.5198019801980198,0.3118811881188119,1.5137012550399045,99.32038834951456,False,False,NORMAL,53,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านเขากอย,False,0,0,5
ควนขนุน,ดอนทราย,2,partylist,election_day,372,357,10,5,1,1,0,0,1,0,3,0,0,68,0,193,4,0,1,0,0,1,0,0,0,0,0,1,52,0,0,1,3,0,0,0,1,0,0,0,0,1,1,14,3,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,357,0,0.0268817204301075,0.0134408602150537,0.9596774193548387,193.0,0.5406162464985994,0.3501400560224089,1.4974396156733003,98.38709677419357,False,False,NORMAL,54,7.7253162,99.9828919,ศาลาประจำหมู่บ้านบ้านหม้อ,False,0,0,0
ควนขนุน,ดอนทราย,3,partylist,election_day,301,286,11,4,0,3,0,0,0,0,0,0,0,26,0,196,2,0,1,0,0,1,0,0,0,0,0,0,27,0,1,0,5,0,0,0,0,1,0,0,0,1,2,7,4,2,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,286,0,0.0365448504983388,0.0132890365448504,0.9501661129568106,196.0,0.6853146853146853,0.5909090909090909,1.3005735405348948,97.90697674418604,False,False,NORMAL,55,7.7066667,99.9511111,ศาลาประจำหมู่บ้านบ้านเขาวัง,False,0,0,-1
ควนขนุน,ดอนทราย,4,partylist,election_day,255,246,3,6,0,1,0,0,2,0,1,0,0,30,0,109,3,0,0,0,0,1,0,0,0,0,0,0,70,0,1,2,10,0,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,1,0,0,3,0,2,0,2,0,0,0,246,0,0.0117647058823529,0.0235294117647058,0.9647058823529412,109.0,0.4430894308943089,0.1585365853658536,1.640972426624032,98.94117647058825,False,False,NORMAL,56,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านลำรุณ,False,0,1,5
ควนขนุน,ดอนทราย,5,partylist,election_day,475,456,15,4,1,2,0,0,0,0,1,0,0,43,2,281,8,0,0,0,0,3,0,0,0,0,0,0,75,0,2,1,2,0,0,0,1,1,0,0,1,0,1,6,11,0,0,0,4,2,1,0,0,2,0,2,0,3,0,0,0,456,0,0.031578947368421,0.0084210526315789,0.96,281.0,0.6162280701754386,0.4517543859649123,1.4173947296311722,98.25263157894736,False,False,NORMAL,57,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านควนเหลง,False,0,0,5
ควนขนุน,ดอนทราย,6,partylist,election_day,284,279,2,3,0,1,0,0,1,0,1,0,0,32,0,126,1,0,1,0,0,1,0,0,0,1,0,0,76,1,1,1,8,0,0,0,0,0,0,0,3,0,1,8,1,1,0,0,0,0,0,0,0,3,0,2,0,7,0,0,1,279,0,0.0070422535211267,0.0105633802816901,0.9823943661971832,126.0,0.4516129032258064,0.1792114695340501,1.6732146247223272,99.43661971830986,False,True,UNUSUAL_VOTING_PATTERN,58,7.722331100000001,99.9800438,ศาลาประจำหมู่บ้านบ้านเกาะทอง,True,1,1,-1
ควนขนุน,ดอนทราย,7,partylist,election_day,528,504,20,4,0,0,1,0,1,1,5,1,1,68,0,257,2,0,0,2,0,1,1,0,0,1,0,1,114,0,1,2,9,0,0,0,0,0,0,0,1,0,0,16,6,2,0,0,0,0,0,1,0,3,1,1,0,1,0,1,2,504,0,0.0378787878787878,0.0075757575757575,0.9545454545454546,257.0,0.5099206349206349,0.2837301587301587,1.567561988928463,97.95454545454544,False,False,NORMAL,59,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,False,0,0,5
ควนขนุน,ดอนทราย,8,partylist,election_day,262,255,5,2,0,0,0,0,0,0,0,0,0,34,1,120,3,0,0,0,0,3,0,0,0,0,0,0,63,1,0,0,2,0,0,0,1,0,0,1,0,0,0,15,3,1,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,255,0,0.0190839694656488,0.0076335877862595,0.9732824427480916,120.0,0.4705882352941176,0.2235294117647059,1.5638565470614574,98.89312977099236,False,False,NORMAL,60,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนา,False,0,0,-1
ควนขนุน,ดอนทราย,9,partylist,election_day,586,568,15,3,1,9,1,0,1,0,1,0,0,68,0,368,5,0,0,0,0,3,0,0,0,0,0,0,68,1,2,1,1,0,0,0,2,2,0,0,1,1,2,15,2,2,0,1,0,2,1,0,1,3,0,0,0,3,0,0,0,568,0,0.0255972696245733,0.0051194539249146,0.969283276450512,368.0,0.647887323943662,0.528169014084507,1.3490543341248502,98.61774744027304,False,False,NORMAL,61,7.706008700000001,99.9771524,ศาลาประจำหมู่บ้านบ้านไสอ้อย,False,0,0,-1
ควนขนุน,ดอนทราย,10,partylist,election_day,379,367,6,6,0,0,0,0,0,0,1,0,0,42,0,214,1,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,1,0,2,10,6,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,367,0,0.0158311345646438,0.0158311345646438,0.9683377308707124,214.0,0.5831062670299727,0.3814713896457766,1.3269363065104889,98.89182058047491,False,False,NORMAL,62,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,False,0,0,-1
ควนขนุน,ดอนทราย,11,partylist,election_day,264,252,10,2,1,0,0,0,2,0,0,0,0,23,0,151,1,0,1,0,0,3,0,0,0,0,0,0,36,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,2,0,5,0,1,0,3,0,0,0,252,0,0.0378787878787878,0.0075757575757575,0.9545454545454546,151.0,0.5992063492063492,0.4563492063492063,1.491881427371301,97.95454545454544,False,False,NORMAL,63,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนาตก,False,0,0,-1
ศรีบรรพต,ตะแพน,1,partylist,election_day,340,329,9,2,0,2,0,0,0,0,2,0,1,31,0,208,3,0,2,0,0,3,0,0,0,0,0,0,40,0,0,0,3,0,0,1,0,0,0,1,2,0,0,19,5,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,329,0,0.0264705882352941,0.0058823529411764,0.9676470588235294,208.0,0.6322188449848024,0.5106382978723404,1.3912367850061742,98.55882352941175,False,False,NORMAL,64,7.6514478,99.9629591,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,False,0,0,-1
ศรีบรรพต,ตะแพน,2,partylist,election_day,603,582,15,6,0,0,0,0,0,0,2,0,0,98,2,272,4,0,0,0,0,4,0,0,0,0,0,0,121,0,1,1,3,1,0,1,0,0,0,0,3,2,0,40,9,0,0,2,0,0,0,1,2,8,0,0,0,3,0,1,1,582,0,0.0248756218905472,0.0099502487562189,0.965174129353234,272.0,0.4673539518900343,0.2594501718213058,1.6134280079616323,98.55721393034824,False,False,NORMAL,65,7.6554624,99.8766586,โรงอาหารโรงเรียนวัดตะแพน,False,0,0,-1
ศรีบรรพต,ตะแพน,3,partylist,election_day,335,323,4,8,0,0,0,1,1,0,0,0,0,55,2,208,3,0,0,0,0,8,0,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,0,0,1,0,2,15,2,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,323,0,0.0119402985074626,0.0238805970149253,0.964179104477612,208.0,0.6439628482972136,0.4736842105263157,1.3175125854249683,98.92537313432835,False,False,NORMAL,66,7.639195399999998,99.8683073,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,False,0,0,-1
ศรีบรรพต,ตะแพน,4,partylist,election_day,144,143,1,0,0,0,0,0,0,0,1,0,0,24,0,86,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0.0069444444444444,0.0,0.9930555555555556,86.0,0.6013986013986014,0.4335664335664335,1.1711377548201092,99.65277777777776,False,True,UNUSUAL_VOTING_PATTERN,67,7.6452374,99.8090063,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,True,1,0,-1
ศรีบรรพต,ตะแพน,5,partylist,election_day,549,522,18,9,0,5,0,1,0,1,3,0,0,111,0,297,5,0,1,0,1,6,0,0,0,0,0,0,40,0,1,1,3,2,1,0,0,0,0,0,2,1,1,20,5,1,0,0,1,0,0,1,2,7,0,0,0,2,0,0,0,522,0,0.0327868852459016,0.0163934426229508,0.9508196721311476,297.0,0.5689655172413793,0.3563218390804598,1.5030383370637437,98.0327868852459,False,False,NORMAL,68,7.618795599999999,99.8236533,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,False,0,0,-1
ศรีบรรพต,ตะแพน,6,partylist,election_day,376,369,5,2,0,1,0,0,2,0,2,0,0,50,0,227,0,0,0,0,0,8,0,0,0,0,0,1,36,0,1,3,4,0,2,0,1,0,0,1,0,2,0,11,5,1,0,2,0,0,0,0,0,6,0,0,0,2,0,1,0,369,0,0.0132978723404255,0.0053191489361702,0.9813829787234044,227.0,0.6151761517615176,0.4796747967479675,1.479792868395355,99.22872340425532,False,False,NORMAL,69,7.6508473,99.9437136,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,False,0,0,-1
ศรีบรรพต,ตะแพน,7,partylist,election_day,614,602,6,6,0,0,0,0,0,0,1,0,0,65,0,435,3,1,1,0,2,5,0,0,0,0,0,0,46,2,1,1,4,0,1,1,0,0,0,0,2,0,2,16,5,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,602,0,0.009771986970684,0.009771986970684,0.980456026058632,435.0,0.7225913621262459,0.6146179401993356,1.1248076985383864,99.3159609120521,False,True,UNUSUAL_VOTING_PATTERN,70,7.6497788,99.9285556,โรงอาหารโรงเรียนบ้านหัสคุณ,True,1,0,-1
ศรีบรรพต,ตะแพน,8,partylist,election_day,343,336,5,2,0,2,0,0,1,0,1,1,0,32,1,202,5,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,1,0,1,0,0,0,1,3,4,28,1,2,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,336,0,0.0145772594752186,0.0058309037900874,0.979591836734694,202.0,0.6011904761904762,0.4761904761904761,1.4784194997267153,99.1545189504373,False,False,NORMAL,71,7.6775386,99.8988081,สำนักสงฆ์บ้านท่าข้าม,False,0,0,-1
ศรีบรรพต,ตะแพน,9,partylist,election_day,339,320,12,7,0,1,0,0,0,0,2,0,1,54,0,196,2,0,0,1,0,2,0,0,0,0,0,0,36,0,1,0,8,0,0,0,1,0,0,0,0,1,0,7,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,320,0,0.0353982300884955,0.0206489675516224,0.943952802359882,196.0,0.6125,0.44375,1.3370078358082036,97.81710914454275,False,False,NORMAL,72,7.6514478,99.9629591,อาคารโรงเรียนบ้านสวนโหนด,False,0,0,-1
ควนขนุน,ทะเลน้อย,1,partylist,election_day,614,578,30,6,0,2,0,1,1,0,4,0,0,56,0,287,6,0,2,0,1,10,1,0,0,2,1,0,110,1,1,2,4,1,1,0,2,0,0,0,6,1,1,59,2,1,0,0,0,0,0,0,0,7,0,0,0,2,0,2,1,578,0,0.0488599348534201,0.009771986970684,0.9413680781758956,287.0,0.4965397923875432,0.3062283737024221,1.7096643783371437,97.3615635179153,False,False,NORMAL,73,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,False,0,1,6
ควนขนุน,ทะเลน้อย,2,partylist,election_day,330,314,12,4,0,0,0,0,3,0,0,0,0,46,0,130,0,0,0,0,0,4,1,0,0,0,1,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,1,0,0,0,7,0,2,0,1,0,0,0,314,0,0.0363636363636363,0.0121212121212121,0.9515151515151516,130.0,0.4140127388535032,0.1019108280254777,1.528164268834355,97.93939393939394,False,False,NORMAL,74,7.782416400000001,100.1591213,ศาลากลางบ้านหัวเลี้ยว,False,0,1,-1
ควนขนุน,ทะเลน้อย,3,partylist,election_day,341,320,17,4,0,0,0,2,0,0,2,0,0,41,0,138,1,0,2,0,0,1,1,0,0,0,0,0,63,0,1,1,1,0,1,0,0,0,0,1,0,0,0,49,3,0,0,1,0,1,0,0,0,7,0,0,0,3,0,0,0,320,0,0.0498533724340175,0.0117302052785923,0.93841642228739,138.0,0.43125,0.234375,1.6798645160581045,97.27272727272728,False,False,NORMAL,75,7.7872498,100.1162419,ศาลาทวดวิรุฬเจ้าแม่อุบล,False,0,1,6
ควนขนุน,ทะเลน้อย,4,partylist,election_day,377,355,18,4,0,0,0,2,2,0,0,0,0,30,1,131,8,0,0,0,0,1,0,0,0,0,0,0,139,1,1,2,1,0,0,1,1,0,0,0,2,1,0,17,2,1,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,355,0,0.0477453580901856,0.0106100795755968,0.9416445623342176,139.0,0.3915492957746478,0.0225352112676056,1.6134320880106734,97.40053050397876,False,True,UNUSUAL_VOTING_PATTERN,76,7.783814,100.1198974,ศาลาประจำหมู่บ้านบ้านบนออก,True,1,1,6
ควนขนุน,ทะเลน้อย,5,partylist,election_day,508,476,29,3,0,1,0,0,0,0,0,1,0,58,1,202,4,0,1,1,0,1,3,0,0,2,0,0,110,0,2,1,2,1,0,1,1,0,0,0,1,0,0,56,9,2,0,1,0,0,0,1,1,8,0,2,0,2,0,0,0,476,0,0.0570866141732283,0.0059055118110236,0.937007874015748,202.0,0.4243697478991596,0.1932773109243697,1.7456328995849122,97.0275590551181,False,True,UNUSUAL_VOTING_PATTERN,77,7.81138149,100.1533974,ศาลาประจำหมู่บ้านบ้านปลายตรอก,True,1,1,-1
ควนขนุน,ทะเลน้อย,6,partylist,election_day,296,278,15,3,0,2,0,0,0,0,1,0,0,21,0,138,2,0,1,0,0,2,2,0,0,0,0,0,64,1,0,1,4,0,2,1,0,0,0,0,2,1,0,24,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,278,0,0.0506756756756756,0.0101351351351351,0.9391891891891893,138.0,0.4964028776978417,0.2661870503597122,1.641366794584222,97.2635135135135,False,False,NORMAL,78,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,False,0,1,-1
ควนขนุน,ทะเลน้อย,7,partylist,election_day,337,315,17,5,0,1,0,0,0,0,0,0,0,27,1,173,8,0,0,0,0,2,1,0,0,0,0,0,64,0,2,1,1,0,0,1,0,0,0,0,3,0,1,22,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,315,0,0.0504451038575667,0.0148367952522255,0.9347181008902076,173.0,0.5492063492063493,0.346031746031746,1.4981121969746578,97.18100890207717,False,False,NORMAL,79,7.876837900000001,100.0242995,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,False,0,1,-1
ควนขนุน,ทะเลน้อย,8,partylist,election_day,456,429,19,8,0,4,0,0,0,0,0,0,0,55,1,230,4,0,0,1,1,1,0,1,0,0,1,0,84,0,0,6,2,0,0,0,0,0,0,2,4,1,2,13,5,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,429,0,0.0416666666666666,0.0175438596491228,0.9407894736842104,230.0,0.5361305361305362,0.3403263403263403,1.5751994668277474,97.56578947368422,False,False,NORMAL,80,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกเมา,False,0,1,-1
ควนขนุน,ทะเลน้อย,9,partylist,election_day,408,382,19,7,0,5,0,0,2,0,1,1,1,49,0,164,1,0,1,0,0,2,0,0,0,0,0,0,99,0,1,2,1,0,1,0,0,0,0,1,0,0,4,22,7,1,0,0,0,1,1,2,0,6,0,3,0,2,0,1,0,382,0,0.0465686274509803,0.017156862745098,0.9362745098039216,164.0,0.4293193717277487,0.1701570680628272,1.7616805786463503,97.32843137254902,False,True,UNUSUAL_VOTING_PATTERN,81,7.8438149,100.11598974,ศาลาประจำหมู่บ้านบ้านบนตก,True,1,1,-1
