district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
ควนขนุน,พนางตุง,13,partylist,election_day,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0,466,0,0.0666666666666666,0.0196078431372549,0.9137254901960784,161.0,0.3454935622317596,0.1094420600858369,1.7524258949438891,96.27450980392156,True,True,UNUSUAL_VOTING_PATTERN,159,7.7615069,100.1367166,ศาลาเอนกประสงค์ หมู่ที่ 13,True,1,1,-1
ควนขนุน,มะกอกเหนือ,3,partylist,election_day,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,0.0088495575221238,0.0353982300884955,0.9557522123893806,60.0,0.5555555555555556,0.3611111111111111,1.3843855450412683,98.84955752212387,False,True,UNUSUAL_VOTING_PATTERN,166,7.7544444,100.0663889,ศาลาประจำหมู่บ้านบ้านเขาอ้อ,True,1,0,12
ควนขนุน,มะกอกเหนือ,4,partylist,election_day,259,249,2,8,0,1,0,0,1,0,3,0,0,40,0,102,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,249,0,0.0077220077220077,0.0308880308880308,0.9613899613899614,102.0,0.4096385542168674,0.1767068273092369,1.6767396750855252,98.996138996139,False,True,UNUSUAL_VOTING_PATTERN,167,7.7416636,100.0695367,ศาลาประจำหมู่บ้านบ้านค่ายเสือ,True,1,1,12
ควนขนุน,มะกอกเหนือ,10,partylist,election_day,162,153,6,3,0,1,0,0,0,0,1,0,1,26,0,65,5,0,0,0,0,1,0,0,0,0,0,0,18,0,1,2,5,2,0,0,0,0,0,0,0,0,1,17,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,153,0,0.037037037037037,0.0185185185185185,0.9444444444444444,65.0,0.4248366013071895,0.2549019607843137,1.9070617279827489,97.7777777777778,False,True,UNUSUAL_VOTING_PATTERN,173,7.7416636,100.0695367,ที่อ่านหนังสือประจำหมู่บ้านบ้านไสเลียบ,True,1,1,12
ศรีนครินทร์,ลำสินธ์ุ,1,partylist,election_day,561,533,11,17,0,2,0,1,1,0,0,0,0,97,0,252,6,0,2,1,0,6,0,0,0,0,0,0,52,0,0,2,9,0,0,1,0,0,0,0,6,0,0,75,4,1,0,2,2,0,1,4,2,3,0,0,0,0,0,0,1,533,0,0.0196078431372549,0.0303030303030303,0.9500891265597148,252.0,0.4727954971857411,0.2908067542213883,1.698465089432302,98.41354723707664,False,True,UNUSUAL_VOTING_PATTERN,186,7.565728799999999,99.9318053,ศาลาประจำหมู่บ้านบ้านคลองหมวย,True,1,1,15
ศรีนครินทร์,ลำสินธ์ุ,7,partylist,election_day,604,567,33,4,0,0,0,0,6,0,0,0,0,32,0,389,5,1,0,0,0,9,0,1,2,1,0,0,52,0,1,2,1,1,0,0,0,0,0,0,6,0,3,23,4,1,0,3,0,2,1,0,4,13,0,2,0,1,1,0,0,567,0,0.0546357615894039,0.0066225165562913,0.9387417218543046,389.0,0.6860670194003528,0.5943562610229277,1.37702274995147,97.13576158940398,False,True,UNUSUAL_VOTING_PATTERN,192,7.508669999999999,99.921707,ศาลาประจำหมู่บ้านบ้านขาม,True,1,0,-1
ศรีนครินทร์,ลำสินธ์ุ,9,partylist,election_day,233,214,19,0,0,2,0,0,1,0,0,0,0,37,0,97,4,0,2,0,0,5,0,0,0,0,0,0,30,0,0,1,3,0,1,0,0,0,0,1,1,0,1,22,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,214,0,0.0815450643776824,0.0,0.9184549356223176,97.0,0.4532710280373832,0.2803738317757009,1.7597484125525502,95.92274678111588,True,True,UNUSUAL_VOTING_PATTERN,194,7.5045591,99.9073986,ศาลาประจำหมู่บ้านบ้านโหล๊ะอม,True,1,1,14
กงหรา2,สมหวัง,4,partylist,election_day,358,322,31,5,0,0,0,0,1,0,0,0,0,29,0,198,3,0,1,1,1,4,0,0,0,0,0,0,40,1,0,2,2,1,0,1,1,1,0,0,2,1,2,12,4,3,0,0,0,0,1,1,0,5,0,1,1,0,2,0,0,322,0,0.0865921787709497,0.0139664804469273,0.8994413407821229,198.0,0.6149068322981367,0.4906832298136646,1.5672124179112503,95.39106145251397,True,True,UNUSUAL_VOTING_PATTERN,198,7.5076504,99.9837692,โรงเรียนวัดหวัง,True,1,1,-1
กงหรา2,สมหวัง,6,partylist,election_day,374,347,16,11,0,0,1,0,1,0,2,0,0,43,0,239,0,0,1,1,0,1,0,1,0,1,0,0,19,1,0,3,3,0,1,0,0,0,1,0,3,0,3,10,3,1,0,1,0,0,1,0,1,3,0,0,0,1,1,0,0,347,0,0.0427807486631016,0.0294117647058823,0.927807486631016,239.0,0.6887608069164265,0.5648414985590778,1.3227025869275424,97.27272727272728,False,True,UNUSUAL_VOTING_PATTERN,200,7.4978326,100.015403,ศาลาประจำหมู่บ้านบ้านไสคุณเปลือย,True,1,0,-1
ศรีนครินทร์,อ่างทอง,5,partylist,election_day,300,295,5,0,0,0,1,2,2,0,5,0,0,23,0,165,2,0,0,1,0,3,0,2,0,0,0,0,33,1,1,1,16,0,0,0,0,0,0,0,1,0,3,22,3,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,295,0,0.0166666666666666,0.0,0.9833333333333332,165.0,0.559322033898305,0.447457627118644,1.7030437131329286,99.16666666666669,False,True,UNUSUAL_VOTING_PATTERN,207,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านปากแพรก,True,1,0,16
ศรีนครินทร์,อ่างทอง,8,partylist,election_day,250,229,21,0,0,0,0,0,1,0,0,0,0,28,0,135,2,0,0,0,0,2,0,2,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,2,1,0,22,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,229,0,0.084,0.0,0.916,135.0,0.5895196506550219,0.4672489082969432,1.4356323380851972,95.8,True,True,UNUSUAL_VOTING_PATTERN,210,7.5564909,99.9744535,ศาลาอเนกประสงค์บ้านเกาะขัน,True,1,1,16
ศรีบรรพต,เขาปู่,4,partylist,election_day,298,274,11,13,0,0,0,0,0,0,0,0,0,35,1,153,1,0,0,0,0,10,0,0,1,3,0,0,31,0,0,1,1,0,0,0,0,1,0,0,5,1,1,17,3,0,0,0,0,2,1,0,0,5,0,0,0,0,1,0,0,274,0,0.0369127516778523,0.0436241610738255,0.9194630872483222,153.0,0.5583941605839416,0.4306569343065693,1.6138193017874227,97.28187919463087,False,True,UNUSUAL_VOTING_PATTERN,231,7.7451902,99.8041245,ศาลาประจำหมู่บ้าน บ้านทุ่งยูง หมู่ที่ 4,True,1,1,-1
ศรีบรรพต,เขาปู่,5,partylist,election_day,253,233,9,11,0,0,0,0,1,0,1,0,0,30,0,153,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,3,4,0,0,0,0,0,0,0,1,0,0,10,6,0,0,0,0,1,0,0,2,4,0,1,0,1,0,0,0,233,0,0.0355731225296442,0.0434782608695652,0.9209486166007904,153.0,0.6566523605150214,0.5278969957081545,1.354102149139523,97.35177865612648,False,True,UNUSUAL_VOTING_PATTERN,232,7.717472799999999,99.8431866,ศาลาประจำหมู่บ้าน บ้านด่าน หมู่ที่ 5,True,1,1,-1
ศรีบรรพต,เขาปู่,9,partylist,election_day,290,278,2,10,0,0,0,0,0,0,0,1,0,47,0,176,2,0,1,0,0,5,0,0,0,0,0,0,27,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,278,0,0.0068965517241379,0.0344827586206896,0.9586206896551724,176.0,0.6330935251798561,0.4640287769784172,1.2697909591725147,98.96551724137932,False,True,UNUSUAL_VOTING_PATTERN,236,7.704519400000001,99.8236533,ศาลาประจำหมู่บ้าน บ้านในวัง หมู่ที่ 9,True,1,0,18
ศรีบรรพต,เขาย่า,9,partylist,election_day,375,360,10,5,0,1,0,0,0,0,2,0,0,38,0,199,4,0,1,1,1,1,0,0,1,0,0,0,61,2,0,2,7,0,0,0,2,1,0,0,1,0,0,10,11,3,0,1,0,2,0,0,0,8,0,1,0,0,0,0,0,361,1,0.0266666666666666,0.0133333333333333,0.96,199.0,0.5527777777777778,0.3833333333333333,1.6290681845711623,78.12222222222223,False,False,INCOMPLETE_DOCUMENT,247,7.7206497,99.8865912,ศาลาประจำหมู่บ้าน บ้านสำนักวา หมู่ที่ 9,True,1,1,-1
ศรีบรรพต,เขาย่า,10,partylist,election_day,446,416,22,8,0,1,0,0,0,1,1,0,0,32,2,286,2,0,1,1,0,2,0,0,0,2,1,0,47,0,0,0,1,0,0,0,0,0,0,0,4,1,1,10,5,0,0,0,0,1,0,0,2,10,0,1,0,1,0,0,0,416,0,0.0493273542600896,0.0179372197309417,0.9327354260089686,286.0,0.6875,0.5745192307692307,1.2805658257983492,97.17488789237667,False,True,UNUSUAL_VOTING_PATTERN,248,7.737366799999999,99.9101915,ศาลาประจำหมู่บ้าน บ้านหูหนาน หมู่ที่ 10,True,1,0,-1
ควนขนุน,แพรกหา,8,partylist,election_day,385,371,8,6,1,0,0,0,0,0,1,0,0,34,2,220,1,0,0,0,0,5,0,1,0,0,1,0,68,0,0,3,3,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,1,0,6,0,0,0,2,1,0,0,365,6,0.0207792207792207,0.0155844155844155,0.9636363636363636,220.0,0.5929919137466307,0.4097035040431266,1.3755090505258132,77.03209997549621,False,False,INCOMPLETE_DOCUMENT,256,7.674832,100.003384,ศาลาประจำหมู่บ้านบ้านควนน้อย,True,1,1,19
ควนขนุน,แหลมโตนด,7,partylist,election_day,323,313,8,2,0,0,0,0,0,0,0,0,0,28,1,233,2,0,0,0,0,1,1,0,0,0,0,0,12,0,0,1,3,0,0,0,2,0,0,0,1,0,1,17,6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,313,0,0.0247678018575851,0.0061919504643962,0.9690402476780186,233.0,0.744408945686901,0.6549520766773163,1.0830004129783066,98.63777089783282,True,True,UNUSUAL_VOTING_PATTERN,263,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนลาน,True,1,0,2
ควนขนุน,โตนดด้วน,1,partylist,election_day,262,248,7,7,0,0,0,0,1,0,0,0,1,28,0,112,4,0,0,0,0,1,1,0,0,1,0,0,68,0,0,1,7,1,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,248,0,0.0267175572519083,0.0267175572519083,0.9465648854961832,112.0,0.4516129032258064,0.1774193548387097,1.619934606089356,98.1297709923664,False,True,UNUSUAL_VOTING_PATTERN,266,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสคำ,True,1,1,0
ควนขนุน,โตนดด้วน,2,partylist,election_day,596,559,37,0,0,0,0,0,0,0,6,0,2,86,0,248,5,1,0,1,0,1,1,0,0,0,0,0,145,1,1,2,3,0,1,1,0,0,0,1,3,2,2,34,4,0,0,0,0,1,0,2,0,3,0,1,0,1,0,0,0,559,0,0.0620805369127516,0.0,0.9379194630872484,248.0,0.443649373881932,0.184257602862254,1.615793921741359,96.89597315436242,False,True,UNUSUAL_VOTING_PATTERN,267,7.713701899999998,100.0255558,ศาลาประจำหมู่บ้านบ้านโคกโดน,True,1,1,0
ควนขนุน,โตนดด้วน,6,partylist,election_day,226,208,12,6,0,0,1,0,0,0,1,0,0,31,0,110,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,1,0,208,0,0.0530973451327433,0.0265486725663716,0.9203539823008848,110.0,0.5288461538461539,0.2932692307692308,1.3364444985561996,96.81415929203538,False,True,UNUSUAL_VOTING_PATTERN,271,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านหนักกุล,True,1,1,0
ควนขนุน,โตนดด้วน,8,partylist,election_day,341,328,11,2,0,0,0,1,0,0,2,0,0,38,1,135,3,0,0,1,0,3,1,0,0,1,0,0,116,0,0,2,2,0,0,0,2,0,0,0,1,0,1,11,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,0,328,0,0.032258064516129,0.0058651026392961,0.9618768328445748,135.0,0.4115853658536585,0.0579268292682926,1.5398042738368165,98.26979472140762,False,True,UNUSUAL_VOTING_PATTERN,273,7.7160528,100.0191857,ศาลาประจำหมู่บ้านบ้านไสโดน,True,1,1,0
