district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,vote_sum,vote_mismatch,invalid_ratio,no_vote_ratio,turnout,winner_votes,winner_ratio,winner_margin,vote_entropy,validation_error,has_validation_error,integrity_score,anomaly_iforest,anomaly_dbscan,anomaly_type
ควนขนุน,นาขยาด,10,constituency,election_day,366,345,14,7,92,8,47,167,26,2,3,345,0,0.03825136612021858,0.01912568306010929,0.9426229508196722,167.0,0.48405797101449277,0.21739130434782608,1.3284875283600437,,False,97.70491803278689,False,False,NORMAL
ควนขนุน,นาขยาด,11,constituency,election_day,404,379,10,15,97,15,60,185,22,0,0,379,0,0.024752475247524754,0.03712871287128713,0.9381188118811881,185.0,0.48812664907651715,0.23218997361477572,1.28371785870232,,False,98.01980198019803,False,False,NORMAL
ควนขนุน,นาขยาด,12,constituency,election_day,456,443,5,8,129,4,22,248,38,0,2,443,0,0.010964912280701754,0.017543859649122806,0.9714912280701754,248.0,0.5598194130925508,0.2686230248306998,1.1107056412400422,,False,99.10087719298247,False,False,NORMAL
ศรีนครินทร์,บ้านนา,1,constituency,election_day,619,582,23,14,189,4,90,250,46,2,1,582,0,0.03715670436187399,0.022617124394184167,0.9402261712439418,250.0,0.42955326460481097,0.10481099656357389,1.2821280737011014,,False,97.68982229402262,False,False,NORMAL
ศรีนครินทร์,บ้านนา,2,constituency,election_day,185,182,2,1,58,0,10,102,9,3,0,182,0,0.010810810810810811,0.005405405405405406,0.9837837837837838,102.0,0.5604395604395604,0.24175824175824176,1.0647230026885606,,False,99.35135135135134,False,False,NORMAL
ศรีนครินทร์,บ้านนา,3,constituency,election_day,501,482,12,7,152,1,68,225,33,0,3,482,0,0.023952095808383235,0.013972055888223553,0.9620758483033932,225.0,0.46680497925311204,0.15145228215767634,1.2238786783431275,,False,98.52295409181636,False,False,NORMAL
ศรีนครินทร์,บ้านนา,4,constituency,election_day,439,422,14,3,135,1,79,194,12,1,0,422,0,0.03189066059225513,0.00683371298405467,0.9612756264236902,194.0,0.4597156398104265,0.13981042654028436,1.1654274986572812,,False,98.26879271070615,False,False,NORMAL
ศรีนครินทร์,บ้านนา,5,constituency,election_day,314,298,6,10,118,0,31,124,23,2,0,298,0,0.01910828025477707,0.03184713375796178,0.9490445859872612,124.0,0.4161073825503356,0.020134228187919462,1.198395619094321,,False,98.40764331210191,False,False,NORMAL
ศรีนครินทร์,บ้านนา,6,constituency,election_day,433,418,6,9,107,1,42,247,19,0,2,418,0,0.013856812933025405,0.020785219399538105,0.9653579676674365,247.0,0.5909090909090909,0.3349282296650718,1.0710690799704068,,False,98.89145496535797,False,False,NORMAL
ศรีนครินทร์,บ้านนา,7,constituency,election_day,406,395,6,5,158,2,53,161,17,1,3,395,0,0.014778325123152709,0.012315270935960592,0.9729064039408867,161.0,0.40759493670886077,0.007594936708860759,1.2161810877489658,,False,99.01477832512315,False,False,NORMAL
ศรีนครินทร์,บ้านนา,8,constituency,election_day,591,576,8,7,143,1,113,273,42,0,4,576,0,0.01353637901861252,0.011844331641285956,0.9746192893401016,273.0,0.4739583333333333,0.22569444444444445,1.2557696274675296,,False,99.08629441624366,False,False,NORMAL
ศรีนครินทร์,บ้านนา,9,constituency,election_day,329,317,5,7,140,0,25,117,35,0,0,317,0,0.015197568389057751,0.02127659574468085,0.9635258358662614,140.0,0.4416403785488959,0.07255520504731862,1.1724242744751525,,False,98.8145896656535,False,False,NORMAL
ศรีนครินทร์,บ้านนา,10,constituency,election_day,341,336,3,2,137,1,80,94,23,0,1,336,0,0.008797653958944282,0.005865102639296188,0.9853372434017595,137.0,0.40773809523809523,0.12797619047619047,1.2820349870104828,,False,99.44281524926686,False,True,UNUSUAL_VOTING_PATTERN
ศรีนครินทร์,บ้านนา,11,constituency,election_day,427,413,10,4,108,0,42,233,28,0,2,413,0,0.0234192037470726,0.00936768149882904,0.9672131147540983,233.0,0.5641646489104116,0.3026634382566586,1.1144106030720473,,False,98.64168618266979,False,False,NORMAL
ศรีนครินทร์,บ้านนา,12,constituency,election_day,387,362,14,11,202,2,38,100,18,1,1,362,0,0.03617571059431524,0.028423772609819122,0.9354005167958657,202.0,0.5580110497237569,0.281767955801105,1.1280299755089038,,False,97.62273901808786,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,1,constituency,election_day,438,416,0,22,116,3,76,153,64,0,4,416,0,0.0,0.0502283105022831,0.9497716894977168,153.0,0.36778846153846156,0.0889423076923077,1.4027556216827897,,False,98.99543378995433,True,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,2,constituency,election_day,392,366,3,23,104,4,62,161,34,0,1,366,0,0.007653061224489796,0.058673469387755105,0.9336734693877551,161.0,0.43989071038251365,0.1557377049180328,1.3057849087362678,,False,98.4438775510204,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,3,constituency,election_day,506,479,11,16,117,7,54,269,30,1,1,479,0,0.021739130434782608,0.03162055335968379,0.9466403162055336,269.0,0.5615866388308977,0.3173277661795407,1.17542890118554,,False,98.2806324110672,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,4,constituency,election_day,677,648,13,16,134,5,61,408,38,2,0,648,0,0.019202363367799114,0.023633677991137372,0.9571639586410635,408.0,0.6296296296296297,0.4228395061728395,1.0613403814482854,,False,98.5672082717873,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,5,constituency,election_day,318,297,8,13,118,8,53,87,27,2,2,297,0,0.025157232704402517,0.040880503144654086,0.9339622641509434,118.0,0.39730639730639733,0.10437710437710437,1.4166412975031877,,False,97.9245283018868,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,6,constituency,election_day,243,225,7,11,40,3,38,132,10,1,1,225,0,0.02880658436213992,0.04526748971193416,0.9259259259259259,132.0,0.5866666666666667,0.4088888888888889,1.1643893185977274,,False,97.65432098765432,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,บ้านพร้าว,7,constituency,election_day,628,613,5,10,164,2,47,363,33,2,2,613,0,0.007961783439490446,0.01592356687898089,0.9761146496815286,363.0,0.5921696574225123,0.32463295269168024,1.0732639687364796,,False,99.28343949044586,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,8,constituency,election_day,373,356,13,4,73,0,31,232,18,0,2,356,0,0.03485254691689008,0.010723860589812333,0.9544235924932976,232.0,0.651685393258427,0.44662921348314605,0.9965228691309438,,False,98.04289544235924,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,9,constituency,election_day,687,657,21,9,122,8,59,437,24,4,3,657,0,0.03056768558951965,0.013100436681222707,0.9563318777292577,437.0,0.665144596651446,0.4794520547945205,1.0305364972107278,,False,98.20960698689956,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,10,constituency,election_day,636,605,14,17,138,5,66,341,51,2,2,605,0,0.0220125786163522,0.026729559748427674,0.9512578616352201,341.0,0.5636363636363636,0.33553719008264465,1.1878846037622985,,False,98.36477987421384,False,False,NORMAL
ป่าพะยอม,บ้านพร้าว,11,constituency,election_day,443,419,12,12,98,4,65,227,22,2,1,419,0,0.02708803611738149,0.02708803611738149,0.945823927765237,227.0,0.5417661097852029,0.30787589498806683,1.20001878340497,,False,98.1038374717833,False,False,NORMAL
ควนขนุน,ปันแต,1,constituency,election_day,227,219,6,2,124,2,21,63,8,0,1,219,0,0.02643171806167401,0.00881057268722467,0.9647577092511013,124.0,0.5662100456621004,0.2785388127853881,1.093687255914941,,False,98.5022026431718,False,False,NORMAL
ควนขนุน,ปันแต,2,constituency,election_day,129,127,1,1,100,0,0,25,2,0,0,127,0,0.007751937984496124,0.007751937984496124,0.9844961240310077,100.0,0.7874015748031497,0.5905511811023622,0.5735161527449373,,False,99.45736434108528,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ปันแต,3,constituency,election_day,493,478,7,8,136,3,51,271,15,0,2,478,0,0.014198782961460446,0.016227180527383367,0.9695740365111561,271.0,0.5669456066945606,0.2824267782426778,1.0814909491627949,,False,98.96551724137932,False,False,NORMAL
ควนขนุน,ปันแต,4,constituency,election_day,251,236,3,12,63,12,23,135,3,0,0,236,0,0.01195219123505976,0.04780876494023904,0.9402390438247012,135.0,0.5720338983050848,0.3050847457627119,1.105947625018469,,False,98.44621513944223,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,ปันแต,5,constituency,election_day,490,479,6,5,193,0,29,237,19,1,0,479,0,0.012244897959183673,0.01020408163265306,0.9775510204081632,237.0,0.49478079331941544,0.0918580375782881,1.0250922893077021,,False,99.18367346938776,False,False,NORMAL
ควนขนุน,ปันแต,6,constituency,election_day,498,481,11,6,123,24,14,308,10,1,1,481,0,0.02208835341365462,0.012048192771084338,0.9658634538152611,308.0,0.6403326403326404,0.38461538461538464,0.9928831654496841,,False,98.65461847389558,False,False,NORMAL
ควนขนุน,ปันแต,7,constituency,election_day,200,192,4,4,72,2,14,92,12,0,0,192,0,0.02,0.02,0.96,92.0,0.4791666666666667,0.10416666666666667,1.1320970052004002,,False,98.6,False,False,NORMAL
ควนขนุน,ปันแต,8,constituency,election_day,171,167,1,3,89,3,18,53,4,0,0,167,0,0.005847953216374269,0.017543859649122806,0.9766081871345029,89.0,0.5329341317365269,0.2155688622754491,1.1013362418955712,,False,99.35672514619884,False,False,NORMAL
ควนขนุน,ปันแต,9,constituency,election_day,349,341,3,5,179,7,32,111,11,0,1,341,0,0.008595988538681949,0.014326647564469915,0.9770773638968482,179.0,0.5249266862170088,0.19941348973607037,1.1333438276503063,,False,99.2836676217765,False,False,NORMAL
ควนขนุน,ปันแต,10,constituency,election_day,353,346,3,4,85,1,11,229,19,0,1,346,0,0.0084985835694051,0.0113314447592068,0.9801699716713881,229.0,0.661849710982659,0.4161849710982659,0.920806161703556,,False,99.34844192634561,False,False,NORMAL
ควนขนุน,ปันแต,11,constituency,election_day,384,374,8,2,215,0,15,130,11,1,2,374,0,0.020833333333333332,0.005208333333333333,0.9739583333333334,215.0,0.5748663101604278,0.22727272727272727,0.9620885514650445,,False,98.85416666666666,False,False,NORMAL
ควนขนุน,ปันแต,12,constituency,election_day,336,331,3,2,101,1,41,166,20,1,1,331,0,0.008928571428571428,0.005952380952380952,0.9851190476190477,166.0,0.5015105740181269,0.19637462235649547,1.1891629515882112,,False,99.43452380952381,False,False,NORMAL
ควนขนุน,ปันแต,13,constituency,election_day,188,183,2,3,38,0,6,132,5,0,2,183,0,0.010638297872340425,0.015957446808510637,0.973404255319149,132.0,0.7213114754098361,0.5136612021857924,0.8218240294006431,,False,99.14893617021276,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,1,constituency,election_day,453,438,11,4,81,4,49,275,27,2,0,438,0,0.024282560706401765,0.008830022075055188,0.9668874172185431,275.0,0.6278538812785388,0.4429223744292237,1.0886556793675155,,False,98.6092715231788,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,2,constituency,election_day,337,319,11,7,36,0,67,192,23,1,0,319,0,0.032640949554896145,0.020771513353115726,0.9465875370919882,192.0,0.6018808777429467,0.39184952978056425,1.087208138272872,,False,97.95252225519287,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,3,constituency,election_day,357,327,10,20,46,2,54,198,25,1,1,327,0,0.028011204481792718,0.056022408963585436,0.9159663865546218,198.0,0.6055045871559633,0.44036697247706424,1.1402424191745864,,False,97.47899159663866,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ป่าพะยอม,4,constituency,election_day,511,462,16,33,92,5,108,214,37,4,2,462,0,0.03131115459882583,0.06457925636007827,0.9041095890410958,214.0,0.46320346320346323,0.22943722943722944,1.3334518759990335,,False,97.14285714285714,True,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ป่าพะยอม,5,constituency,election_day,397,382,6,9,124,0,37,198,22,1,0,382,0,0.015113350125944584,0.022670025188916875,0.9622166246851386,198.0,0.518324607329843,0.193717277486911,1.1119162029671465,,False,98.79093198992443,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,6,constituency,election_day,531,487,14,30,78,10,91,268,38,0,2,487,0,0.026365348399246705,0.05649717514124294,0.9171374764595104,268.0,0.5503080082135524,0.36344969199178645,1.2368546082727456,,False,97.5517890772128,False,True,UNUSUAL_VOTING_PATTERN
ป่าพะยอม,ป่าพะยอม,7,constituency,election_day,498,481,6,11,104,3,78,260,32,0,4,481,0,0.012048192771084338,0.02208835341365462,0.9658634538152611,260.0,0.5405405405405406,0.32432432432432434,1.2104582695722823,,False,98.95582329317268,False,False,NORMAL
ป่าพะยอม,ป่าพะยอม,8,constituency,election_day,571,553,8,10,145,2,74,310,21,0,1,553,0,0.014010507880910683,0.017513134851138354,0.968476357267951,310.0,0.5605786618444847,0.298372513562387,1.1005553119744993,,False,98.9492119089317,False,False,NORMAL
ควนขนุน,พนมวังก์,1,constituency,election_day,400,390,3,7,162,3,38,167,17,1,2,390,0,0.0075,0.0175,0.975,167.0,0.4282051282051282,0.01282051282051282,1.1713503157213154,,False,99.275,False,False,NORMAL
ควนขนุน,พนมวังก์,2,constituency,election_day,631,604,13,14,196,0,71,297,35,1,4,604,0,0.020602218700475437,0.022187004754358162,0.9572107765451664,297.0,0.4917218543046358,0.1672185430463576,1.1747967984312957,,False,98.52614896988906,False,False,NORMAL
ควนขนุน,พนมวังก์,3,constituency,election_day,574,555,6,13,168,3,67,253,62,0,2,555,0,0.010452961672473868,0.02264808362369338,0.9668989547038328,253.0,0.45585585585585586,0.15315315315315314,1.2684233249411647,,False,99.02439024390245,False,False,NORMAL
ควนขนุน,พนมวังก์,4,constituency,election_day,530,508,14,8,117,2,49,302,36,1,1,508,0,0.026415094339622643,0.01509433962264151,0.9584905660377359,302.0,0.594488188976378,0.3641732283464567,1.1068289271621263,,False,98.37735849056604,False,False,NORMAL
ควนขนุน,พนมวังก์,5,constituency,election_day,398,374,15,9,197,1,27,130,18,0,1,374,0,0.03768844221105527,0.022613065326633167,0.9396984924623115,197.0,0.5267379679144385,0.17914438502673796,1.0724245136047532,,False,97.66331658291458,False,False,NORMAL
ควนขนุน,พนมวังก์,6,constituency,election_day,628,607,6,15,173,2,44,350,38,0,0,607,0,0.009554140127388535,0.02388535031847134,0.9665605095541401,350.0,0.5766062602965404,0.2915980230642504,1.0577627906633655,,False,99.04458598726114,False,False,NORMAL
ควนขนุน,พนมวังก์,7,constituency,election_day,516,491,8,17,139,4,93,215,36,1,3,491,0,0.015503875968992248,0.03294573643410853,0.9515503875968992,215.0,0.4378818737270876,0.15478615071283094,1.3085449389742143,,False,98.56589147286822,False,False,NORMAL
ควนขนุน,พนมวังก์,8,constituency,election_day,551,530,13,8,192,4,47,255,27,2,3,530,0,0.023593466424682397,0.014519056261343012,0.9618874773139746,255.0,0.4811320754716981,0.11886792452830189,1.1735691635672503,,False,98.52994555353902,False,False,NORMAL
ควนขนุน,พนางตุง,1,constituency,election_day,412,392,16,4,169,1,14,192,15,0,1,392,0,0.038834951456310676,0.009708737864077669,0.9514563106796117,192.0,0.4897959183673469,0.058673469387755105,0.9866711513147476,,False,97.86407766990291,False,False,NORMAL
ควนขนุน,พนางตุง,2,constituency,election_day,352,336,10,6,106,2,12,198,18,0,0,336,0,0.028409090909090908,0.017045454545454544,0.9545454545454546,198.0,0.5892857142857143,0.27380952380952384,0.9818930592069425,,False,98.23863636363636,False,False,NORMAL
ควนขนุน,พนางตุง,3,constituency,election_day,650,624,16,10,218,3,48,311,40,3,1,624,0,0.024615384615384615,0.015384615384615385,0.96,311.0,0.4983974358974359,0.14903846153846154,1.1495157212606006,,False,98.46153846153847,False,False,NORMAL
ควนขนุน,พนางตุง,4,constituency,election_day,367,349,9,9,96,3,46,187,17,0,0,349,0,0.02452316076294278,0.02452316076294278,0.9509536784741145,187.0,0.5358166189111748,0.2607449856733524,1.1445484102076469,,False,98.28337874659401,False,False,NORMAL
ควนขนุน,พนางตุง,5,constituency,election_day,659,645,10,4,203,3,35,368,29,4,3,645,0,0.015174506828528073,0.006069802731411229,0.9787556904400607,368.0,0.5705426356589147,0.2558139534883721,1.0630783053386024,,False,99.11987860394538,False,False,NORMAL
ควนขนุน,พนางตุง,6,constituency,election_day,680,655,17,8,186,8,22,417,21,0,1,655,0,0.025,0.011764705882352941,0.9632352941176471,417.0,0.6366412213740458,0.3526717557251908,0.9329416886119402,,False,98.51470588235294,False,False,NORMAL
ควนขนุน,พนางตุง,7,constituency,election_day,483,464,11,8,23,2,15,412,10,0,2,464,0,0.022774327122153208,0.016563146997929608,0.9606625258799172,412.0,0.8879310344827587,0.8383620689655172,0.49506304453856403,,False,98.53002070393374,True,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,พนางตุง,8,constituency,election_day,726,696,21,9,246,0,56,361,31,2,0,696,0,0.028925619834710745,0.012396694214876033,0.9586776859504132,361.0,0.5186781609195402,0.16522988505747127,1.0662460781808865,,False,98.30578512396694,False,False,NORMAL
ควนขนุน,พนางตุง,9,constituency,election_day,166,163,0,3,49,2,8,96,2,0,6,163,0,0.0,0.018072289156626505,0.9819277108433735,96.0,0.588957055214724,0.2883435582822086,1.0505888581111809,,False,99.63855421686748,False,False,NORMAL
ควนขนุน,พนางตุง,10,constituency,election_day,632,609,16,7,85,8,42,443,26,4,1,609,0,0.02531645569620253,0.011075949367088608,0.9636075949367089,443.0,0.7274220032840722,0.5878489326765188,0.925857498143312,,False,98.5126582278481,False,False,NORMAL
ควนขนุน,พนางตุง,11,constituency,election_day,338,328,4,6,86,2,24,205,10,1,0,328,0,0.011834319526627219,0.01775147928994083,0.9704142011834319,205.0,0.625,0.3628048780487805,0.9912564424677219,,False,99.05325443786982,False,False,NORMAL
ควนขนุน,พนางตุง,12,constituency,election_day,548,525,17,6,112,2,24,365,19,0,3,525,0,0.03102189781021898,0.010948905109489052,0.958029197080292,365.0,0.6952380952380952,0.4819047619047619,0.8941903170634385,,False,98.22992700729927,False,False,NORMAL
ควนขนุน,พนางตุง,13,constituency,election_day,510,485,16,9,152,3,24,266,37,0,3,485,0,0.03137254901960784,0.01764705882352941,0.9509803921568627,266.0,0.5484536082474227,0.23505154639175257,1.101037992519418,,False,98.07843137254902,False,False,NORMAL
ควนขนุน,มะกอกเหนือ(เทศบาล),1,constituency,election_day,400,389,6,5,56,0,33,276,22,1,1,389,0,0.015,0.0125,0.9725,276.0,0.7095115681233933,0.5655526992287918,0.9249212019182442,,False,99.0,False,False,NORMAL
ควนขนุน,มะกอกเหนือ(เทศบาล),2,constituency,election_day,307,296,1,10,67,0,36,174,17,0,2,296,0,0.003257328990228013,0.03257328990228013,0.9641693811074918,174.0,0.5878378378378378,0.3614864864864865,1.1026985402800795,,False,99.185667752443,False,False,NORMAL
ควนขนุน,มะกอกเหนือ(เทศบาล),3,constituency,election_day,374,359,5,10,72,6,49,198,33,0,1,359,0,0.013368983957219251,0.026737967914438502,0.9598930481283422,198.0,0.5515320334261838,0.35097493036211697,1.2264105957365885,,False,98.79679144385027,False,False,NORMAL
ควนขนุน,มะกอกเหนือ(เทศบาล),4,constituency,election_day,229,222,5,2,67,0,14,131,10,0,0,222,0,0.021834061135371178,0.008733624454148471,0.9694323144104804,131.0,0.5900900900900901,0.2882882882882883,0.9867408576240828,,False,98.73362445414847,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,1,constituency,election_day,478,458,9,11,95,5,60,263,33,0,2,458,0,0.01882845188284519,0.02301255230125523,0.9581589958158996,263.0,0.574235807860262,0.36681222707423583,1.1736514497259454,,False,98.59832635983264,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,2,constituency,election_day,93,92,0,1,14,1,3,66,8,0,0,92,0,0.0,0.010752688172043012,0.989247311827957,66.0,0.717391304347826,0.5652173913043478,0.8979256989207716,,False,99.78494623655914,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,3,constituency,election_day,113,107,1,5,40,0,12,53,2,0,0,107,0,0.008849557522123894,0.04424778761061947,0.9469026548672567,53.0,0.4953271028037383,0.12149532710280374,1.0355781452899828,,False,98.67256637168141,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,4,constituency,election_day,259,254,1,4,83,2,15,133,19,1,1,254,0,0.003861003861003861,0.015444015444015444,0.9806949806949807,133.0,0.5236220472440944,0.1968503937007874,1.147052406851504,,False,99.4980694980695,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,5,constituency,election_day,461,441,9,11,243,1,49,110,30,0,8,441,0,0.019522776572668113,0.02386117136659436,0.9566160520607375,243.0,0.5510204081632653,0.30158730158730157,1.1882797521823492,,False,98.5466377440347,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,6,constituency,election_day,477,452,11,14,189,2,58,162,31,0,10,452,0,0.023060796645702306,0.029350104821802937,0.9475890985324947,189.0,0.41814159292035397,0.059734513274336286,1.2879028979833134,,False,98.25995807127883,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,7,constituency,election_day,485,472,1,12,169,5,73,177,40,1,7,472,0,0.002061855670103093,0.024742268041237112,0.9731958762886598,177.0,0.375,0.01694915254237288,1.3570665629976002,,False,99.4020618556701,False,True,UNUSUAL_VOTING_PATTERN
ควนขนุน,มะกอกเหนือ,8,constituency,election_day,420,409,3,8,117,1,41,225,21,1,3,409,0,0.007142857142857143,0.01904761904761905,0.9738095238095238,225.0,0.5501222493887531,0.26405867970660146,1.1352696703205405,,False,99.26190476190476,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,9,constituency,election_day,413,400,8,5,188,4,41,137,24,1,5,400,0,0.01937046004842615,0.012106537530266344,0.9685230024213075,188.0,0.47,0.1275,1.2399380733070797,,False,98.78934624697337,False,False,NORMAL
ควนขนุน,มะกอกเหนือ,10,constituency,election_day,162,156,3,3,78,1,18,43,15,0,1,156,0,0.018518518518518517,0.018518518518518517,0.9629629629629629,78.0,0.5,0.22435897435897437,1.2408666603567455,,False,98.70370370370371,False,False,NORMAL
ป่าพะยอม,ลานข่อย,1,constituency,election_day,328,312,9,7,111,0,35,135,27,2,2,312,0,0.027439024390243903,0.021341463414634148,0.9512195121951219,135.0,0.4326923076923077,0.07692307692307693,1.2520823105936385,,False,98.20121951219512,False,False,NORMAL
ป่าพะยอม,ลานข่อย,2,constituency,election_day,438,424,10,4,155,1,53,186,28,0,1,424,0,0.0228310502283105,0.0091324200913242,0.9680365296803652,186.0,0.4386792452830189,0.07311320754716981,1.1972641813255738,,False,98.67579908675799,False,False,NORMAL
ป่าพะยอม,ลานข่อย,3,constituency,election_day,361,350,4,7,131,0,23,174,19,3,0,350,0,0.0110803324099723,0.019390581717451522,0.9695290858725761,174.0,0.49714285714285716,0.12285714285714286,1.093124537799985,,False,99.05817174515235,False,False,NORMAL
ป่าพะยอม,ลานข่อย,4,constituency,election_day,355,343,6,6,118,2,34,178,9,2,0,343,0,0.016901408450704224,0.016901408450704224,0.9661971830985916,178.0,0.5189504373177842,0.1749271137026239,1.0921265830430393,,False,98.8169014084507,False,False,NORMAL
ป่าพะยอม,ลานข่อย,5,constituency,election_day,365,354,8,3,141,0,40,155,12,5,1,354,0,0.021917808219178082,0.00821917808219178,0.9698630136986301,155.0,0.4378531073446328,0.03954802259887006,1.1661124916931278,,False,98.73972602739727,False,False,NORMAL
ป่าพะยอม,ลานข่อย,6,constituency,election_day,364,350,9,5,152,0,32,144,22,0,0,350,0,0.024725274725274724,0.013736263736263736,0.9615384615384616,152.0,0.4342857142857143,0.022857142857142857,1.1202490482804528,,False,98.48901098901099,False,False,NORMAL
ป่าพะยอม,ลานข่อย,7,constituency,election_day,628,598,8,22,247,4,72,246,29,0,0,598,0,0.012738853503184714,0.03503184713375796,0.9522292993630573,247.0,0.41304347826086957,0.0016722408026755853,1.1657526367771955,,False,98.6624203821656,False,False,NORMAL
ป่าพะยอม,ลานข่อย,8,constituency,election_day,361,341,13,7,169,2,54,103,11,0,2,341,0,0.036011080332409975,0.019390581717451522,0.9445983379501385,169.0,0.49560117302052786,0.1935483870967742,1.1723970114561133,,False,97.81163434903047,False,False,NORMAL
ป่าพะยอม,ลานข่อย,9,constituency,election_day,513,499,12,2,195,3,57,219,23,0,2,499,0,0.023391812865497075,0.003898635477582846,0.9727095516569201,219.0,0.43887775551102204,0.04809619238476954,1.171135067274949,,False,98.75243664717348,False,False,NORMAL
ป่าพะยอม,ลานข่อย,10,constituency,election_day,507,491,4,12,156,1,51,255,27,1,0,491,0,0.007889546351084813,0.023668639053254437,0.9684418145956607,255.0,0.5193482688391039,0.20162932790224034,1.1245287636450623,,False,99.13214990138067,False,False,NORMAL
ป่าพะยอม,ลานข่อย,11,constituency,election_day,342,327,6,9,137,2,58,114,16,0,0,327,0,0.017543859649122806,0.02631578947368421,0.956140350877193,137.0,0.41896024464831805,0.07033639143730887,1.2174298391416745,,False,98.59649122807018,False,False,NORMAL
ป่าพะยอม,ลานข่อย,12,constituency,election_day,595,581,7,7,268,2,51,243,17,0,0,581,0,0.011764705882352941,0.011764705882352941,0.9764705882352941,268.0,0.4612736660929432,0.043029259896729774,1.0579134591106394,,False,99.17647058823529,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,1,constituency,election_day,561,534,8,19,259,2,79,140,53,1,0,534,0,0.0142602495543672,0.0338680926916221,0.9518716577540107,259.0,0.4850187265917603,0.22284644194756553,1.2466007953838656,,False,98.6096256684492,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,2,constituency,election_day,399,388,10,1,164,0,27,179,17,1,0,388,0,0.02506265664160401,0.002506265664160401,0.9724310776942355,179.0,0.46134020618556704,0.03865979381443299,1.058756948799211,,False,98.6967418546366,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,3,constituency,election_day,536,511,20,5,257,1,34,183,33,1,2,511,0,0.03731343283582089,0.009328358208955223,0.9533582089552238,257.0,0.50293542074364,0.14481409001956946,1.1167691567115032,,False,97.94776119402985,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,4,constituency,election_day,221,214,3,4,122,0,16,71,4,1,0,214,0,0.013574660633484163,0.01809954751131222,0.9683257918552036,122.0,0.5700934579439252,0.2383177570093458,0.9797730443316329,,False,98.95927601809954,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,5,constituency,election_day,417,400,7,10,189,1,44,148,11,1,6,400,0,0.016786570743405275,0.023980815347721823,0.9592326139088729,189.0,0.4725,0.1025,1.1566911694281936,,False,98.6810551558753,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,6,constituency,election_day,591,568,20,3,261,3,74,195,30,2,3,568,0,0.0338409475465313,0.005076142131979695,0.961082910321489,261.0,0.4595070422535211,0.11619718309859155,1.2204850689478144,,False,98.20642978003384,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,7,constituency,election_day,604,587,15,2,278,2,34,257,15,0,1,587,0,0.024834437086092714,0.0033112582781456954,0.9718543046357616,278.0,0.4735945485519591,0.03577512776831346,1.0045060316872598,,False,98.69205298013246,False,False,NORMAL
ศรีนครินทร์,ลำสินธ์ุ,8,constituency,election_day,563,544,11,8,255,0,49,194,43,2,1,544,0,0.019538188277087035,0.014209591474245116,0.9662522202486679,255.0,0.46875,0.11213235294117647,1.1724717085893102,,False,98.73889875666075,False,False,NORMAL
