district,subdistrict,unit_index,form_type_const,vote_phase,latitude_const,longitude_const,latlong_location_const,ballot_total_const,ballot_valid_const,ballot_invalid_const,ballot_no_vote_const,นิติศักดิ์ ธรรมเพชร,พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง,ภพเอกอัคร อินทรโม,วรท เทอดวีระพงศ์,ศุภกร ขุนชิต,สมเสริม ชูรักษ์,อธิคม ขุนแก้ว,vote_sum_const,vote_mismatch_const,vote_mismatch_ratio_const,invalid_ratio_const,no_vote_ratio_const,turnout_const,winner_votes_const,runner_up_votes_const,winner_ratio_const,winner_margin_const,vote_entropy_const,validation_error_const,has_validation_error_const,integrity_score_const,anomaly_iforest_const,anomaly_dbscan_const,analysis_scope_const,anomaly_type_const,form_type_party,latitude_party,longitude_party,latlong_location_party,ballot_total_party,ballot_valid_party,ballot_invalid_party,ballot_no_vote_party,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง,vote_sum_party,vote_mismatch_party,vote_mismatch_ratio_party,invalid_ratio_party,no_vote_ratio_party,turnout_party,winner_votes_party,runner_up_votes_party,winner_ratio_party,winner_margin_party,vote_entropy_party,validation_error_party,has_validation_error_party,integrity_score_party,anomaly_iforest_party,anomaly_dbscan_party,analysis_scope_party,anomaly_type_party,_merge,cross_mismatch,ballot_valid_cross_mismatch,ballot_invalid_cross_mismatch,ballot_no_vote_cross_mismatch,source_row_id,latitude,longitude,latlong_location,is_integrity_or_anomaly_issue,issue_num,mixed_kmeans_cluster,geo_dbscan_cluster
ควนขนุน,ดอนทราย,6,constituency,election_day,7.722331100000001,99.9800438,ศาลาประจำหมู่บ้านบ้านเกาะทอง,284,272,5,7,29,0,12,215,13,1,2,272,0,0.0,0.0176056338028169,0.0246478873239436,0.9577464788732394,215.0,29.0,0.7904411764705882,0.6838235294117647,0.7643010702569123,,False,98.62676056338027,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,partylist,7.722331100000001,99.9800438,ศาลาประจำหมู่บ้านบ้านเกาะทอง,284,279,2,3,0,1,0,0,1,0,1,0,0,32,0,126,1,0,1,0,0,1,0,0,0,1,0,0,76,1,1,1,8,0,0,0,0,0,0,0,3,0,1,8,1,1,0,0,0,0,0,0,0,3,0,2,0,7,0,0,1,279,0,0.0,0.0070422535211267,0.0105633802816901,0.9823943661971832,126.0,76.0,0.4516129032258064,0.1792114695340501,1.6732146247223272,,False,99.43661971830986,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,both,0,7,3,4,51,7.615725099999999,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองโหรง,True,1,1,4
ควนขนุน,ดอนทราย,7,constituency,election_day,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,528,519,5,4,44,2,22,434,17,0,0,519,0,0.0,0.0094696969696969,0.0075757575757575,0.9829545454545454,434.0,44.0,0.8362235067437379,0.7514450867052023,0.6261629835976079,,False,99.375,True,True,election_day_model,UNUSUAL_VOTING_PATTERN,partylist,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,528,504,20,4,0,0,1,0,1,1,5,1,1,68,0,257,2,0,0,2,0,1,1,0,0,1,0,1,114,0,1,2,9,0,0,0,0,0,0,0,1,0,0,16,6,2,0,0,0,0,0,1,0,3,1,1,0,1,0,1,2,504,0,0.0,0.0378787878787878,0.0075757575757575,0.9545454545454546,257.0,114.0,0.5099206349206349,0.2837301587301587,1.567561988928463,,False,97.95454545454544,False,False,election_day_model,NORMAL,both,0,15,15,0,52,7.6050041,99.9493424,ศาลาประจำหมู่บ้านบ้านชุมทอง,True,1,1,3
ควนขนุน,ดอนทราย,8,constituency,election_day,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนา,262,251,6,5,39,7,10,187,8,0,0,251,0,0.0,0.0229007633587786,0.0190839694656488,0.9580152671755724,187.0,39.0,0.7450199203187251,0.5896414342629482,0.8466522624081574,,False,98.47328244274809,False,False,election_day_model,NORMAL,partylist,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนา,262,255,5,2,0,0,0,0,0,0,0,0,0,34,1,120,3,0,0,0,0,3,0,0,0,0,0,0,63,1,0,0,2,0,0,0,1,0,0,1,0,0,0,15,3,1,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,255,0,0.0,0.0190839694656488,0.0076335877862595,0.9732824427480916,120.0,63.0,0.4705882352941176,0.2235294117647059,1.5638565470614574,,False,98.89312977099236,False,False,election_day_model,NORMAL,both,0,4,1,3,53,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านเขากอย,False,0,1,5
ควนขนุน,ดอนทราย,9,constituency,election_day,7.706008700000001,99.9771524,ศาลาประจำหมู่บ้านบ้านไสอ้อย,586,566,7,13,106,2,56,370,28,1,3,566,0,0.0,0.0119453924914675,0.0221843003412969,0.9658703071672357,370.0,106.0,0.6537102473498233,0.4664310954063604,1.028127279165661,,False,98.95904436860069,False,False,election_day_model,NORMAL,partylist,7.706008700000001,99.9771524,ศาลาประจำหมู่บ้านบ้านไสอ้อย,586,568,15,3,1,9,1,0,1,0,1,0,0,68,0,368,5,0,0,0,0,3,0,0,0,0,0,0,68,1,2,1,1,0,0,0,2,2,0,0,1,1,2,15,2,2,0,1,0,2,1,0,1,3,0,0,0,3,0,0,0,568,0,0.0,0.0255972696245733,0.0051194539249146,0.969283276450512,368.0,68.0,0.647887323943662,0.528169014084507,1.3490543341248502,,False,98.61774744027304,False,False,election_day_model,NORMAL,both,0,2,8,10,54,7.7253162,99.9828919,ศาลาประจำหมู่บ้านบ้านหม้อ,False,0,0,0
ควนขนุน,ดอนทราย,10,constituency,election_day,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,379,369,3,7,58,2,22,276,11,0,0,369,0,0.0,0.0079155672823219,0.0184696569920844,0.9736147757255936,276.0,58.0,0.7479674796747967,0.5907859078590786,0.8091640969255932,,False,99.2348284960422,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,partylist,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,379,367,6,6,0,0,0,0,0,0,1,0,0,42,0,214,1,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,1,0,2,10,6,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,367,0,0.0,0.0158311345646438,0.0158311345646438,0.9683377308707124,214.0,74.0,0.5831062670299727,0.3814713896457766,1.3269363065104889,,False,98.89182058047491,False,False,election_day_model,NORMAL,both,0,2,3,1,55,7.7066667,99.9511111,ศาลาประจำหมู่บ้านบ้านเขาวัง,True,1,1,-1
ควนขนุน,ดอนทราย,11,constituency,election_day,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนาตก,264,257,5,2,57,5,11,175,7,0,2,257,0,0.0,0.0189393939393939,0.0075757575757575,0.9734848484848484,175.0,57.0,0.6809338521400778,0.4591439688715953,0.9431493507682004,,False,98.90151515151514,False,False,election_day_model,NORMAL,partylist,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนาตก,264,252,10,2,1,0,0,0,2,0,0,0,0,23,0,151,1,0,1,0,0,3,0,0,0,0,0,0,36,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,2,0,5,0,1,0,3,0,0,0,252,0,0.0,0.0378787878787878,0.0075757575757575,0.9545454545454546,151.0,36.0,0.5992063492063492,0.4563492063492063,1.491881427371301,,False,97.95454545454544,False,False,election_day_model,NORMAL,both,0,5,5,0,56,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านลำรุณ,False,0,1,5
ควนขนุน,ทะเลน้อย,1,constituency,election_day,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,614,584,21,9,239,6,36,280,18,3,2,584,0,0.0,0.0342019543973941,0.014657980456026,0.9511400651465798,280.0,239.0,0.4794520547945205,0.0702054794520548,1.090651086821267,,False,97.99674267100976,False,False,election_day_model,NORMAL,partylist,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,614,578,30,6,0,2,0,1,1,0,4,0,0,56,0,287,6,0,2,0,1,10,1,0,0,2,1,0,110,1,1,2,4,1,1,0,2,0,0,0,6,1,1,59,2,1,0,0,0,0,0,0,0,7,0,0,0,2,0,2,1,578,0,0.0,0.0488599348534201,0.009771986970684,0.9413680781758956,287.0,110.0,0.4965397923875432,0.3062283737024221,1.7096643783371437,,False,97.3615635179153,False,False,election_day_model,NORMAL,both,0,6,9,3,57,7.7173634,99.9632741,ศาลาประจำหมู่บ้านบ้านควนเหลง,False,0,0,5
ควนขนุน,ทะเลน้อย,2,constituency,election_day,7.782416400000001,100.1591213,ศาลากลางบ้านหัวเลี้ยว,330,319,3,8,95,3,18,184,19,0,0,319,0,0.0,0.009090909090909,0.0242424242424242,0.9666666666666668,184.0,95.0,0.5768025078369906,0.2789968652037617,1.052233882677,,False,99.06060606060606,False,False,election_day_model,NORMAL,partylist,7.782416400000001,100.1591213,ศาลากลางบ้านหัวเลี้ยว,330,314,12,4,0,0,0,0,3,0,0,0,0,46,0,130,0,0,0,0,0,4,1,0,0,0,1,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,1,0,0,0,7,0,2,0,1,0,0,0,314,0,0.0,0.0363636363636363,0.0121212121212121,0.9515151515151516,130.0,98.0,0.4140127388535032,0.1019108280254777,1.528164268834355,,False,97.93939393939394,False,False,election_day_model,NORMAL,both,0,5,9,4,58,7.722331100000001,99.9800438,ศาลาประจำหมู่บ้านบ้านเกาะทอง,False,0,1,-1
ควนขนุน,ทะเลน้อย,3,constituency,election_day,7.7872498,100.1162419,ศาลาทวดวิรุฬเจ้าแม่อุบล,341,329,6,6,123,6,13,164,22,1,0,329,0,0.0,0.0175953079178885,0.0175953079178885,0.9648093841642228,164.0,123.0,0.4984802431610942,0.1246200607902735,1.1140680780899097,,False,98.7683284457478,False,False,election_day_model,NORMAL,partylist,7.7872498,100.1162419,ศาลาทวดวิรุฬเจ้าแม่อุบล,341,320,17,4,0,0,0,2,0,0,2,0,0,41,0,138,1,0,2,0,0,1,1,0,0,0,0,0,63,0,1,1,1,0,1,0,0,0,0,1,0,0,0,49,3,0,0,1,0,1,0,0,0,7,0,0,0,3,0,0,0,320,0,0.0,0.0498533724340175,0.0117302052785923,0.93841642228739,138.0,63.0,0.43125,0.234375,1.6798645160581045,,False,97.27272727272728,False,False,election_day_model,NORMAL,both,0,9,11,2,59,7.7186105,99.9665503,ศาลาประจำหมู่บ้านบ้านควนดินแดง,False,0,1,5
ควนขนุน,ทะเลน้อย,4,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนออก,377,363,13,1,69,2,20,263,8,0,1,363,0,0.0,0.0344827586206896,0.0026525198938992,0.9628647214854112,263.0,69.0,0.7245179063360881,0.5344352617079889,0.8377462738086486,,False,98.22281167108754,False,False,election_day_model,NORMAL,partylist,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนออก,377,355,18,4,0,0,0,2,2,0,0,0,0,30,1,131,8,0,0,0,0,1,0,0,0,0,0,0,139,1,1,2,1,0,0,1,1,0,0,0,2,1,0,17,2,1,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,355,0,0.0,0.0477453580901856,0.0106100795755968,0.9416445623342176,139.0,131.0,0.3915492957746478,0.0225352112676056,1.6134320880106734,,False,97.40053050397876,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,both,0,8,5,3,60,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนา,True,1,1,-1
ควนขนุน,ทะเลน้อย,5,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านปลายตรอก,508,491,12,5,211,11,26,222,19,0,2,491,0,0.0,0.0236220472440944,0.0098425196850393,0.966535433070866,222.0,211.0,0.4521384928716904,0.0224032586558044,1.1107935414529342,,False,98.62204724409447,False,False,election_day_model,NORMAL,partylist,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านปลายตรอก,508,476,29,3,0,1,0,0,0,0,0,1,0,58,1,202,4,0,1,1,0,1,3,0,0,2,0,0,110,0,2,1,2,1,0,1,1,0,0,0,1,0,0,56,9,2,0,1,0,0,0,1,1,8,0,2,0,2,0,0,0,476,0,0.0,0.0570866141732283,0.0059055118110236,0.937007874015748,202.0,110.0,0.4243697478991596,0.1932773109243697,1.7456328995849122,,False,97.0275590551181,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,both,0,15,17,2,61,7.706008700000001,99.9771524,ศาลาประจำหมู่บ้านบ้านไสอ้อย,True,1,1,-1
ควนขนุน,ทะเลน้อย,6,constituency,election_day,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,296,278,6,12,91,10,20,150,6,0,1,278,0,0.0,0.0202702702702702,0.0405405405405405,0.9391891891891893,150.0,91.0,0.539568345323741,0.2122302158273381,1.1104464287127225,,False,98.17567567567568,False,False,election_day_model,NORMAL,partylist,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกศักดิ์,296,278,15,3,0,2,0,0,0,0,1,0,0,21,0,138,2,0,1,0,0,2,2,0,0,0,0,0,64,1,0,1,4,0,2,1,0,0,0,0,2,1,0,24,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,278,0,0.0,0.0506756756756756,0.0101351351351351,0.9391891891891893,138.0,64.0,0.4964028776978417,0.2661870503597122,1.641366794584222,,False,97.2635135135135,False,False,election_day_model,NORMAL,both,0,0,9,9,62,7.7714851,100.0555474,ศาลาประจำหมู่บ้านบ้านไสโพธิ์,False,0,1,-1
ควนขนุน,ทะเลน้อย,7,constituency,election_day,7.876837900000001,100.0242995,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,337,327,6,4,77,2,33,205,10,0,0,327,0,0.0,0.0178041543026706,0.0118694362017804,0.9703264094955488,205.0,77.0,0.6269113149847095,0.3914373088685015,1.0025382809108268,,False,98.87240356083086,False,False,election_day_model,NORMAL,partylist,7.876837900000001,100.0242995,ศูนย์ศิลปาชีพบ้านหัวป่าเขียว,337,315,17,5,0,1,0,0,0,0,0,0,0,27,1,173,8,0,0,0,0,2,1,0,0,0,0,0,64,0,2,1,1,0,0,1,0,0,0,0,3,0,1,22,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,315,0,0.0,0.0504451038575667,0.0148367952522255,0.9347181008902076,173.0,64.0,0.5492063492063493,0.346031746031746,1.4981121969746578,,False,97.18100890207717,False,False,election_day_model,NORMAL,both,0,12,11,1,63,7.7290582,99.9418062,ศาลาประจำหมู่บ้านบ้านจันนาตก,False,0,1,-1
ควนขนุน,ทะเลน้อย,8,constituency,election_day,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกเมา,456,433,10,13,107,5,28,269,20,2,2,433,0,0.0,0.0219298245614035,0.0285087719298245,0.949561403508772,269.0,107.0,0.6212471131639723,0.3741339491916859,1.0614855422271678,,False,98.33333333333331,False,False,election_day_model,NORMAL,partylist,7.814868300000001,100.1479182,ศาลาประจำหมู่บ้านบ้านโคกเมา,456,429,19,8,0,4,0,0,0,0,0,0,0,55,1,230,4,0,0,1,1,1,0,1,0,0,1,0,84,0,0,6,2,0,0,0,0,0,0,2,4,1,2,13,5,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,429,0,0.0,0.0416666666666666,0.0175438596491228,0.9407894736842104,230.0,84.0,0.5361305361305362,0.3403263403263403,1.5751994668277474,,False,97.56578947368422,False,False,election_day_model,NORMAL,both,0,4,9,5,64,7.6514478,99.9629591,ศาลาประจำหมู่บ้าน บ้านสวนโหนด หมู่ที่ 1,False,0,1,-1
ควนขนุน,ทะเลน้อย,9,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนตก,408,393,5,10,121,15,26,213,18,0,0,393,0,0.0,0.0122549019607843,0.0245098039215686,0.9632352941176472,213.0,121.0,0.5419847328244275,0.2340966921119593,1.140212049628712,,False,98.89705882352942,False,False,election_day_model,NORMAL,partylist,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนตก,408,382,19,7,0,5,0,0,2,0,1,1,1,49,0,164,1,0,1,0,0,2,0,0,0,0,0,0,99,0,1,2,1,0,1,0,0,0,0,1,0,0,4,22,7,1,0,0,0,1,1,2,0,6,0,3,0,2,0,1,0,382,0,0.0,0.0465686274509803,0.017156862745098,0.9362745098039216,164.0,99.0,0.4293193717277487,0.1701570680628272,1.7616805786463503,,False,97.32843137254902,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,both,0,11,14,3,65,7.6554624,99.8766586,โรงอาหารโรงเรียนวัดตะแพน,True,1,1,-1
ควนขนุน,ทะเลน้อย,10,constituency,election_day,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนกลาง,387,374,12,1,98,4,21,236,14,0,1,374,0,0.0,0.0310077519379844,0.0025839793281653,0.96640826873385,236.0,98.0,0.6310160427807486,0.3689839572192513,0.9905176419411492,,False,98.39793281653746,False,False,election_day_model,NORMAL,partylist,7.3838149,100.2598974,ศาลาประจำหมู่บ้านบ้านบนกลาง,387,356,29,2,0,1,0,1,1,0,0,0,1,36,2,148,3,0,0,1,0,3,1,0,0,1,0,0,115,0,1,1,2,0,1,0,0,0,0,1,3,0,1,17,6,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,0,356,0,0.0,0.0749354005167958,0.0051679586563307,0.9198966408268734,148.0,115.0,0.4157303370786517,0.0926966292134831,1.671034290224986,,False,96.1498708010336,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,both,0,18,17,1,66,7.639195399999998,99.8683073,ศาลาประจำหมู่บ้าน บ้านวังยาว หมู่ที่ 3,True,1,1,-1
ควนขนุน,นาขยาด,1,constituency,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,681,653,13,15,178,0,95,312,60,4,4,653,0,0.0,0.0190895741556534,0.0220264317180616,0.9588839941262848,312.0,178.0,0.4777947932618683,0.2052067381316998,1.269412045244446,,False,98.6049926578561,False,False,election_day_model,NORMAL,partylist,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านศาลาต้นรักษ์,681,648,21,12,0,2,0,0,2,0,0,0,1,106,0,366,4,0,2,1,0,4,0,0,0,0,0,0,93,0,0,2,7,0,0,0,0,0,0,0,3,2,0,34,5,0,0,0,0,0,0,2,3,2,0,0,0,6,0,1,0,648,0,0.0,0.0308370044052863,0.0176211453744493,0.9515418502202644,366.0,106.0,0.5648148148148148,0.4012345679012346,1.44932038574932,,False,98.10572687224668,False,False,election_day_model,NORMAL,both,0,5,8,3,67,7.6452374,99.8090063,ศาลาประจำหมู่บ้าน บ้านห้วยครก หมู่ที่ 4,False,0,0,-1
ควนขนุน,นาขยาด,2,constituency,election_day,7.670382399999999,99.9823069,ศาลาประจำหมู่บ้านบ้านพังดาน,656,625,9,22,130,1,64,374,49,6,1,625,0,0.0,0.0137195121951219,0.0335365853658536,0.9527439024390244,374.0,130.0,0.5984,0.3904,1.1320405848562918,,False,98.64329268292684,False,False,election_day_model,NORMAL,partylist,7.670382399999999,99.9823069,ศาลาประจำหมู่บ้านบ้านพังดาน,656,619,22,15,0,1,1,0,2,0,1,1,1,78,0,377,9,1,0,0,0,4,0,1,0,0,0,0,76,0,0,1,10,0,1,0,0,0,0,0,3,2,2,23,6,1,0,0,1,0,0,0,1,10,0,0,0,5,0,0,0,619,0,0.0,0.0335365853658536,0.0228658536585365,0.9435975609756098,377.0,78.0,0.6090468497576736,0.4830371567043618,1.4601631211416088,,False,97.8658536585366,False,False,election_day_model,NORMAL,both,0,6,13,7,68,7.618795599999999,99.8236533,ศาลาประจำหมู่บ้าน บ้านท่ายูง หมู่ที่ 5,False,0,0,-1
ควนขนุน,นาขยาด,3,constituency,election_day,7.685908899999999,99.9794414,ศาลาประจำหมู่บ้านบ้านเกาะยาง,326,316,3,7,49,1,36,207,20,2,1,316,0,0.0,0.00920245398773,0.0214723926380368,0.9693251533742332,207.0,49.0,0.6550632911392406,0.5,1.0567561172895328,,False,99.11042944785277,False,False,election_day_model,NORMAL,partylist,7.685908899999999,99.9794414,ศาลาประจำหมู่บ้านบ้านเกาะยาง,326,311,10,5,0,0,0,0,1,0,0,0,0,30,0,166,2,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,6,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,3,0,1,0,6,0,2,0,311,0,0.0,0.0306748466257668,0.0153374233128834,0.9539877300613496,166.0,80.0,0.5337620578778135,0.2765273311897106,1.3959399408356317,,False,98.159509202454,False,False,election_day_model,NORMAL,both,0,5,7,2,69,7.6508473,99.9437136,ศาลาประจำหมู่บ้าน บ้านหน้าควน หมู่ที่ 6,False,0,1,-1
ควนขนุน,นาขยาด,4,constituency,election_day,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองในวัง,380,357,9,14,62,3,53,216,23,0,0,357,0,0.0,0.0236842105263157,0.0368421052631578,0.9394736842105263,216.0,62.0,0.6050420168067226,0.4313725490196078,1.108043503955514,,False,98.07894736842104,False,False,election_day_model,NORMAL,partylist,7.679982700000001,99.9576849,ศาลาประจำหมู่บ้านบ้านหนองในวัง,380,359,13,8,0,2,0,0,0,0,1,0,0,41,0,207,4,0,1,0,0,1,0,0,0,0,0,0,75,0,1,2,4,0,0,0,0,0,0,1,1,0,1,12,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,359,0,0.0,0.0342105263157894,0.0210526315789473,0.9447368421052632,207.0,75.0,0.5766016713091922,0.3676880222841225,1.3568350034581784,,False,97.86842105263158,False,False,election_day_model,NORMAL,both,0,2,4,6,70,7.6497788,99.9285556,โรงอาหารโรงเรียนบ้านหัสคุณ,False,0,0,-1
ควนขนุน,นาขยาด,5,constituency,election_day,7.591457699999999,100.0019597,ศาลาประจำหมู่บ้านบ้านนาท่อม,471,434,14,23,115,11,60,212,34,1,1,434,0,0.0,0.0297239915074309,0.048832271762208,0.921443736730361,212.0,115.0,0.488479262672811,0.2235023041474654,1.2960923116043266,,False,97.53715498938428,False,True,election_day_model,UNUSUAL_VOTING_PATTERN,partylist,7.591457699999999,100.0019597,ศาลาประจำหมู่บ้านบ้านนาท่อม,471,438,20,13,0,2,0,0,1,0,1,0,0,72,1,221,3,0,2,0,0,3,0,1,0,0,0,0,69,1,0,5,6,0,0,0,0,0,0,0,2,1,0,31,7,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,438,0,0.0,0.0424628450106157,0.0276008492569002,0.929936305732484,221.0,72.0,0.5045662100456622,0.3401826484018265,1.6393276298670207,,False,97.3248407643312,False,False,election_day_model,NORMAL,both,0,4,6,10,71,7.6775386,99.8988081,สำนักสงฆ์บ้านท่าข้าม,True,1,0,-1
ควนขนุน,นาขยาด,6,constituency,election_day,7.668115999999999,99.955747,ศาลาประจำหมู่บ้านบ้านขันหมู่,628,591,18,19,168,5,100,278,33,4,3,591,0,0.0,0.0286624203821656,0.0302547770700636,0.9410828025477708,278.0,168.0,0.4703891708967851,0.1861252115059221,1.275056981626738,,False,97.96178343949045,False,False,election_day_model,NORMAL,partylist,7.668115999999999,99.955747,ศาลาประจำหมู่บ้านบ้านขันหมู่,628,602,15,11,0,3,0,0,2,0,1,1,1,68,1,407,8,0,0,0,0,4,0,0,0,0,0,0,57,0,1,2,2,1,1,0,0,0,1,0,3,2,2,11,7,1,0,0,2,0,4,0,1,5,0,1,0,1,0,0,1,602,0,0.0,0.0238853503184713,0.0175159235668789,0.9585987261146496,407.0,68.0,0.6760797342192691,0.5631229235880398,1.327752215373362,,False,98.45541401273886,False,False,election_day_model,NORMAL,both,0,11,3,8,72,7.6514478,99.9629591,อาคารโรงเรียนบ้านสวนโหนด,False,0,0,-1
ควนขนุน,นาขยาด,7,constituency,election_day,7.6901421,99.9402381,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,387,371,9,7,201,2,28,119,21,0,0,371,0,0.0,0.0232558139534883,0.0180878552971576,0.958656330749354,201.0,119.0,0.5417789757412399,0.2210242587601078,1.0825013239595545,,False,98.47545219638242,False,False,election_day_model,NORMAL,partylist,7.6901421,99.9402381,ศาลาประจำหมู่บ้านบ้านสะพานข่อย,387,368,13,6,0,0,0,0,0,0,0,0,0,67,0,224,5,1,2,0,0,3,1,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,368,0,0.0,0.0335917312661498,0.0155038759689922,0.9509043927648578,224.0,67.0,0.6086956521739131,0.4266304347826087,1.3487798353998215,,False,98.01033591731266,False,False,election_day_model,NORMAL,both,0,3,4,1,73,7.7777536,100.1167953,ศาลาประจำหมู่บ้านบ้านทะเลน้อย,False,0,0,6
ควนขนุน,นาขยาด,8,constituency,election_day,7.707698400000001,99.9269198,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,393,376,5,12,58,9,65,209,35,0,0,376,0,0.0,0.0127226463104325,0.0305343511450381,0.9567430025445292,209.0,65.0,0.5558510638297872,0.3829787234042553,1.2285228424225814,,False,98.7531806615776,False,False,election_day_model,NORMAL,partylist,7.707698400000001,99.9269198,ศาลาประจำหมู่บ้านบ้านโงกน้ำ,393,384,5,4,0,1,0,0,2,0,3,0,0,58,0,221,0,0,1,0,0,1,0,0,0,0,1,0,53,0,1,1,2,1,1,0,0,0,0,0,1,2,2,11,4,0,0,0,0,2,0,1,0,6,0,0,0,6,0,1,1,384,0,0.0,0.0127226463104325,0.010178117048346,0.9770992366412212,221.0,58.0,0.5755208333333334,0.4244791666666667,1.516852003595591,,False,99.16030534351144,False,False,election_day_model,NORMAL,both,0,8,0,8,74,7.782416400000001,100.1591213,ศาลากลางบ้านหัวเลี้ยว,False,0,0,-1
