dataset,cluster_col,cluster_id,unit_count,issue_count,issue_rate,latitude_mean,longitude_mean,districts,subdistricts,invalid_ratio_const_mean,no_vote_ratio_const_mean,turnout_const_mean,winner_ratio_const_mean,winner_margin_const_mean,vote_entropy_const_mean,integrity_score_const_mean,invalid_ratio_party_mean,no_vote_ratio_party_mean,turnout_party_mean,winner_ratio_party_mean,winner_margin_party_mean,vote_entropy_party_mean,integrity_score_party_mean,cross_mismatch_mean
cross_form,mixed_kmeans_cluster,1,84,50,0.5952380952380952,7.670780077380952,99.99157157976192,กงหรา2; ควนขนุน; ป่าพะยอม; ศรีนครินทร์; ศรีบรรพต,ควนขนุน; ควนขนุน(เทศบาล); ชะมวง; ชะรัด; ชุมพล; ทะเลน้อย; นาขยาด; บ้านนา; บ้านพร้าว; ปันแต; ป่าพะยอม; พนมวังก์; พนางตุง; มะกอกเหนือ; ลานข่อย; ลำสินธ์ุ; สมหวัง; อ่างทอง; เกาะเต่า; เขาปู่,0.024814494521119317,0.028813808608845626,0.9463716968700352,0.5363943525114877,0.2511052811363019,1.134313845892493,98.18299910176714,0.04182989357646324,0.018591229269640158,0.9395788771538967,0.5125213339998369,0.3201028814811651,1.5899491522027307,96.52344463802314,0.0
cross_form,mixed_kmeans_cluster,0,191,28,0.14659685863874344,7.756627282581804,99.95403249673335,กงหรา2; ควนขนุน; ป่าพะยอม; ศรีนครินทร์; ศรีบรรพต,ควนขนุน; ควนขนุน(เทศบาล); ชะมวง; ชะรัด; ชุมพล; ดอนทราย; ตะแพน; ทะเลน้อย; นาขยาด; บ้านนา; บ้านพร้าว; ปันแต; ป่าพะยอม; พนมวังก์; พนางตุง; มะกอกเหนือ; มะกอกเหนือ(เทศบาล); ลานข่อย; ลำสินธ์ุ; สมหวัง,0.017356287548538005,0.0168374116893753,0.9658063007620866,0.5571990380860199,0.275888113816852,1.0866484812773347,98.7954373887856,0.026275181400869867,0.012341387676252756,0.9613834309228773,0.5822388726002647,0.4172639703127631,1.4414800351420658,98.43941317643144,0.0
